date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
050206	09:49	25	practice1	1	1	practice1	14689	8	0	
050206	09:49	25	practice2	1	1	practice2	4780	3	0	
050206	09:49	25	practice3	1	1	practice3	5363	2	0	
050206	09:49	25	expblock1	1	1	1	16076	5	0	
050206	09:49	25	expblock1	1	1	2	22522	1	0	
050206	09:49	25	expblock1	1	1	3	12141	7	0	
050206	09:49	25	expblock1	1	1	4	20345	4	0	
050206	09:49	25	expblock1	1	1	5	13083	3	0	
050206	09:49	25	expblock1	1	1	6	16487	1	0	
050206	09:49	25	expblock1	1	1	7	17811	6	0	
050206	09:49	25	expblock1	1	1	8	13981	1	0	
050206	09:49	25	expblock1	1	1	9	26012	8	0	
050206	09:49	25	expblock1	1	1	10	9827	2	0	
050206	09:49	25	expblock1	1	1	11	8518	3	0	
050206	09:49	25	expblock1	1	1	12	8168	6	0	
050206	09:49	25	expblock2	1	1	13	17200	2	0	
050206	09:49	25	expblock2	1	1	14	35956	1	0	
050206	09:49	25	expblock2	1	1	15	6656	2	0	
050206	09:49	25	expblock2	1	1	16	21799	4	0	
050206	09:49	25	expblock2	1	1	17	9549	3	0	
050206	09:49	25	expblock2	1	1	18	1780	5	0	
050206	09:49	25	expblock2	1	1	19	4516	3	0	
050206	09:49	25	expblock2	1	1	20	17103	2	0	
050206	09:49	25	expblock2	1	1	21	19598	4	0	
050206	09:49	25	expblock2	1	1	22	1725	6	0	
050206	09:49	25	expblock2	1	1	23	1493	3	0	
050206	09:49	25	expblock2	1	1	24	2795	7	0	
050206	09:49	25	expblock3	1	1	25	21369	8	0	
050206	09:49	25	expblock3	1	1	26	1265	5	0	
050206	09:49	25	expblock3	1	1	27	12169	4	0	
050206	09:49	25	expblock3	1	1	28	1487	2	0	
050206	09:49	25	expblock3	1	1	29	6172	6	0	
050206	09:49	25	expblock3	1	1	30	1379	3	0	
050206	09:49	25	expblock3	1	1	31	4865	7	0	
050206	09:49	25	expblock3	1	1	32	4172	7	0	
050206	09:49	25	expblock3	1	1	33	11554	1	0	
050206	09:49	25	expblock3	1	1	34	1869	4	0	
050206	09:49	25	expblock3	1	1	35	1776	7	0	
050206	09:49	25	expblock3	1	1	36	1240	2	0	
