date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
050206	12:44	27	practice1	1	1	practice1	13742	8	0	
050206	12:44	27	practice2	1	1	practice2	5539	3	0	
050206	12:44	27	practice3	1	1	practice3	6930	2	0	
050206	12:44	27	expblock1	1	1	1	26422	5	0	
050206	12:44	27	expblock1	1	1	2	22279	1	0	
050206	12:44	27	expblock1	1	1	3	13586	7	0	
050206	12:44	27	expblock1	1	1	4	17909	4	0	
050206	12:44	27	expblock1	1	1	5	13731	3	0	
050206	12:44	27	expblock1	1	1	6	19822	1	0	
050206	12:44	27	expblock1	1	1	7	15010	6	0	
050206	12:44	27	expblock1	1	1	8	23382	1	0	
050206	12:44	27	expblock1	1	1	9	13058	8	0	
050206	12:44	27	expblock1	1	1	10	14414	4	0	
050206	12:44	27	expblock1	1	1	11	15571	5	0	
050206	12:44	27	expblock1	1	1	12	25056	6	0	
050206	12:44	27	expblock2	1	1	13	39623	5	0	
050206	12:44	27	expblock2	1	1	14	21352	1	0	
050206	12:44	27	expblock2	1	1	15	19662	2	0	
050206	12:44	27	expblock2	1	1	16	18624	4	0	
050206	12:44	27	expblock2	1	1	17	18659	6	0	
050206	12:44	27	expblock2	1	1	18	28635	7	0	
050206	12:44	27	expblock2	1	1	19	23503	3	0	
050206	12:44	27	expblock2	1	1	20	22411	8	0	
050206	12:44	27	expblock2	1	1	21	40870	8	0	
050206	12:44	27	expblock2	1	1	22	66065	5	0	
050206	12:44	27	expblock2	1	1	23	57019	4	0	
050206	12:44	27	expblock2	1	1	24	52104	3	0	
050206	12:44	27	expblock3	1	1	25	40926	7	0	
050206	12:44	27	expblock3	1	1	26	45904	2	0	
050206	12:44	27	expblock3	1	1	27	48167	4	0	
050206	12:44	27	expblock3	1	1	28	65817	4	0	
050206	12:44	27	expblock3	1	1	29	78349	7	0	
050206	12:44	27	expblock3	1	1	30	53909	5	0	
050206	12:44	27	expblock3	1	1	31	78818	4	0	
050206	12:44	27	expblock3	1	1	32	40460	8	0	
050206	12:44	27	expblock3	1	1	33	70467	2	0	
050206	12:44	27	expblock3	1	1	34	45861	1	0	
050206	12:44	27	expblock3	1	1	35	69878	3	0	
050206	12:44	27	expblock3	1	1	36	35401	5	0	
