date	time	subject	trialcode	trialnum	latency	response	
090607	10:09	804	JSPR17	1	21263	6	
090607	10:09	804	PR17 emerald	2	92303	guess	
090607	10:09	804	JSPR27	3	7486	8	
090607	10:09	804	PR27 wheat	4	14532	guess	
090607	10:09	804	JSPR07	5	7506	9	
090607	10:09	804	PR07 bog	6	23270	guess	
090607	10:09	804	JSPR23	7	7124	6	
090607	10:09	804	PR23 companion	8	8353	guess	
090607	10:09	804	JSPR06	9	8551	4	
090607	10:09	804	PR06 beast	10	10719	guess	
090607	10:09	804	JSPR09	11	15310	5	
090607	10:09	804	PR09 album	12	7296	guess	
090607	10:09	804	JSPR21	13	12779	7	
090607	10:09	804	PR21 innocence	14	6821	guess	
090607	10:09	804	JSPR01	15	10294	5	
090607	10:09	804	PR01 cash	16	10699	guess	
090607	10:09	804	JSPR11	17	9843	6	
090607	10:09	804	PR11 ounce	18	20048	guezz	
090607	10:09	804	JSPR25	19	9808	4	
090607	10:09	804	PR25 saliva	20	5428	oliver	
090607	10:09	804	JSPR30	21	11349	5	
090607	10:09	804	PR30 maiden	22	5045	family	
090607	10:09	804	JSPR03	23	7197	5	
090607	10:09	804	PR03 acre	24	9512	hazel	
090607	10:09	804	JSPR13	25	5632	4	
090607	10:09	804	PR13 ambition	26	6123	guess	
090607	10:09	804	JSPR04	27	5917	4	
090607	10:09	804	PR04 diaper	28	4497	pearl	
090607	10:09	804	JSPR28	29	15211	7	
090607	10:09	804	PR28 challenge	30	7539	castle	
090607	10:09	804	JSUR42	1	7763	8	
090607	10:09	804	UR42 sergeant	2	5932	slave	
090607	10:09	804	JSUR52	3	3490	4	
090607	10:09	804	UR52 knight	4	4643	tied	
090607	10:09	804	JSLH01	5	5029	8	
090607	10:09	804	LH01 brain	6	8717	guess	
090607	10:09	804	JSHL45	7	3628	8	
090607	10:09	804	HL45 words	8	3824	help	
090607	10:09	804	JSLH03	9	8521	4	
090607	10:09	804	LH03 yard	10	4019	field	
090607	10:09	804	JSHL21	11	3405	5	
090607	10:09	804	HL21 empire	12	3419	guess	
090607	10:09	804	JSLH38	13	8138	6	
090607	10:09	804	LH38 paint	14	8182	paint	
090607	10:09	804	JSLH43	15	7885	6	
090607	10:09	804	LH43 noise	16	10092	ocean	
090607	10:09	804	JSLH37	17	10063	8	
090607	10:09	804	LH37 pad	18	12506	guess	
090607	10:09	804	JSHL07	19	6549	7	
090607	10:09	804	HL07 king	20	4437	king	
090607	10:09	804	JSHL39	21	10151	6	
090607	10:09	804	HL39 book	22	3829	book	
090607	10:09	804	JSLH24	23	10698	7	
090607	10:09	804	LH24 feeling	24	5181	feeling	
090607	10:09	804	JSHL42	25	10996	8	
090607	10:09	804	HL42 pie	26	3091	pie	
090607	10:09	804	JSUR30	27	8530	6	
090607	10:09	804	UR30 lover	28	10068	love	
090607	10:09	804	JSUR95	29	5187	8	
090607	10:09	804	UR95 fool	30	2547	fool	
090607	10:09	804	JSLH20	31	8497	5	
090607	10:09	804	LH20 violation	32	4029	guess	
090607	10:09	804	JSUR96	33	21217	3	
090607	10:09	804	UR96 dessert	34	12047	desert	
090607	10:09	804	JSUR66	35	4168	4	
090607	10:09	804	UR66 chief	36	4061	brief	
090607	10:09	804	JSHL17	37	6240	3	
090607	10:09	804	HL17 soap	38	4335	guess	
090607	10:09	804	JSUR06	39	5545	5	
090607	10:09	804	UR06 cello	40	5706	hole	
090607	10:09	804	JSLH32	41	3637	4	
090607	10:09	804	LH32 capacity	42	3376	capacity	
090607	10:09	804	JSUR103	43	13121	10	
090607	10:09	804	UR103 hula	44	6874	clown	
090607	10:09	804	JSHL23	45	8240	7	
090607	10:09	804	HL23 baby	46	3429	baby	
090607	10:09	804	JSUR63	47	5449	5	
090607	10:09	804	UR63 alley	48	25414	guess	
090607	10:09	804	JSLH11	49	4948	2	
090607	10:09	804	LH11 cancer	50	2987	cancer	
090607	10:09	804	JSHL03	51	3291	7	
090607	10:09	804	HL03 cigarette	52	5916	cigarette	
090607	10:09	804	JSUR28	53	3262	8	
090607	10:09	804	UR28 bang	54	2849	bang	
090607	10:09	804	JSLH04	55	2630	8	
090607	10:09	804	LH04 grade	56	3693	dot	
090607	10:09	804	JSHL01	57	5120	4	
090607	10:09	804	HL01 elephant	58	3797	elephant	
090607	10:09	804	JSLH27	59	10221	3	
090607	10:09	804	LH27 condition	60	3491	condition	
090607	10:09	804	JSLH51	61	4383	5	
090607	10:09	804	LH51 exit	62	3150	exit	
090607	10:09	804	JSLH07	63	6746	7	
090607	10:09	804	LH07 rear	64	3249	guess	
090607	10:09	804	JSHL41	65	5043	1	
090607	10:09	804	HL41 hand	66	3798	hand	
090607	10:09	804	JSUR50	67	3434	1	
090607	10:09	804	UR50 crane	68	3495	crane	
090607	10:09	804	JSUR76	69	5155	4	
090607	10:09	804	UR76 dignity	70	8825	guess	
090607	10:09	804	JSUR69	71	2595	4	
090607	10:09	804	UR69 flashlight	72	3991	light	
090607	10:09	804	JSUR85	73	5039	5	
090607	10:09	804	UR85 stroke	74	4608	guess	
090607	10:09	804	JSHL47	75	2617	7	
090607	10:09	804	HL47 horse	76	4059	bull	
090607	10:09	804	JSHL49	77	5381	5	
090607	10:09	804	HL49 spice	78	6543	guess	
090607	10:09	804	JSUR22	79	6569	3	
090607	10:09	804	UR22 thesaurus	80	3308	guess	
090607	10:09	804	JSLH25	81	3935	5	
090607	10:09	804	LH25 track	82	2883	class	
