date	time	subject	trialcode	trialnum	latency	response	
091107	12:00	842	JAPR17	1	21623	5	
091107	12:00	842	PR17 emerald	2	21539	tree	
091107	12:00	842	JAPR27	3	15861	8	
091107	12:00	842	PR27 wheat	4	4327	wheat	
091107	12:00	842	JAPR07	5	9728	9	
091107	12:00	842	PR07 bog	6	4426	jog	
091107	12:00	842	JAPR23	7	7098	3	
091107	12:00	842	PR23 companion	8	8212	hit	
091107	12:00	842	JAPR06	9	6379	8	
091107	12:00	842	PR06 beast	10	9374	pet	
091107	12:00	842	JAPR09	11	12428	5	
091107	12:00	842	PR09 album	12	7262	album	
091107	12:00	842	JAPR21	13	7612	4	
091107	12:00	842	PR21 innocence	14	3201	control	
091107	12:00	842	JAPR01	15	4746	6	
091107	12:00	842	PR01 cash	16	2609	cash	
091107	12:00	842	JAPR11	17	5620	7	
091107	12:00	842	PR11 ounce	18	3172	ounce	
091107	12:00	842	JAPR25	19	5953	9	
091107	12:00	842	PR25 saliva	20	3065	live	
091107	12:00	842	JAPR30	21	5228	8	
091107	12:00	842	PR30 maiden	22	2218	maid	
091107	12:00	842	JAPR03	23	4715	7	
091107	12:00	842	PR03 acre	24	2356	acre	
091107	12:00	842	JAPR13	25	5330	5	
091107	12:00	842	PR13 ambition	26	2826	bit	
091107	12:00	842	JAPR04	27	13172	8	
091107	12:00	842	PR04 diaper	28	3149	diaper	
091107	12:00	842	JAUR53	1	6858	4	
091107	12:00	842	UR53 hell	2	2317	half	
091107	12:00	842	JAUR13	3	4875	4	
091107	12:00	842	UR13 almanac	4	4421	make	
091107	12:00	842	JAHL07	5	5882	9	
091107	12:00	842	HL07 king	6	2138	king	
091107	12:00	842	JALH05	7	8750	6	
091107	12:00	842	LH05 chain	8	3942	chain	
091107	12:00	842	JALH02	9	4484	8	
091107	12:00	842	LH02 harm	10	2571	harm	
091107	12:00	842	JAUR64	11	5790	8	
091107	12:00	842	UR64 fist	12	3125	fist	
091107	12:00	842	JAUR32	13	5991	6	
091107	12:00	842	UR32 navigator	14	9182	nap	
091107	12:00	842	JALH50	15	4731	8	
091107	12:00	842	LH50 measure	16	4274	came	
091107	12:00	842	JALH27	17	8055	3	
091107	12:00	842	LH27 condition	18	4376	con	
091107	12:00	842	JAHL17	19	8042	4	
091107	12:00	842	HL17 soap	20	2309	soap	
091107	12:00	842	JAUR74	21	18371	5	
091107	12:00	842	UR74 suitcase	22	4186	sun	
091107	12:00	842	JAHL36	23	8499	2	
