date	time	subject	trialcode	trialnum	latency	response	
091107	11:00	839	JAPR17	1	48437	7	
091107	11:00	839	PR17 emerald	2	27506	tree	
091107	11:00	839	JAPR27	3	10811	7	
091107	11:00	839	PR27 wheat	4	7538	cheat	
091107	11:00	839	JAPR07	5	14441	8	
091107	11:00	839	PR07 bog	6	5282	song	
091107	11:00	839	JAPR23	7	7939	9	
091107	11:00	839	PR23 companion	8	6561	companion	
091107	11:00	839	JAPR06	9	6605	5	
091107	11:00	839	PR06 beast	10	7361	threat	
091107	11:00	839	JAPR09	11	12497	6	
091107	11:00	839	PR09 album	12	7831	control	
091107	11:00	839	JAPR21	13	5639	9	
091107	11:00	839	PR21 innocence	14	8269	brain	
091107	11:00	839	JAPR01	15	8921	5	
091107	11:00	839	PR01 cash	16	5093	cash	
091107	11:00	839	JAPR11	17	4154	8	
091107	11:00	839	PR11 ounce	18	6838	rain	
091107	11:00	839	JAPR25	19	10538	6	
091107	11:00	839	PR25 saliva	20	4523	salt	
091107	11:00	839	JAPR30	21	13567	6	
091107	11:00	839	PR30 maiden	22	4089	team	
091107	11:00	839	JAPR03	23	18140	9	
091107	11:00	839	PR03 acre	24	4744	food	
091107	11:00	839	JAPR13	25	15022	9	
091107	11:00	839	PR13 ambition	26	7373	amatuer	
091107	11:00	839	JAPR04	27	9754	8	
091107	11:00	839	PR04 diaper	28	5611	diamond	
091107	11:00	839	JAUR53	1	8496	8	
091107	11:00	839	UR53 hell	2	6435	helm	
091107	11:00	839	JAUR13	3	6915	7	
091107	11:00	839	UR13 almanac	4	7428	animal	
091107	11:00	839	JAHL07	5	12622	8	
091107	11:00	839	HL07 king	6	3809	king	
091107	11:00	839	JALH05	7	3789	6	
091107	11:00	839	LH05 chain	8	6437	paste	
091107	11:00	839	JALH02	9	5422	5	
091107	11:00	839	LH02 harm	10	3953	alarm	
091107	11:00	839	JAUR64	11	10896	5	
091107	11:00	839	UR64 fist	12	4546	money	
091107	11:00	839	JAUR32	13	5038	4	
091107	11:00	839	UR32 navigator	14	5944	haystack	
091107	11:00	839	JALH50	15	4375	6	
091107	11:00	839	LH50 measure	16	5419	measure	
091107	11:00	839	JALH27	17	8015	7	
091107	11:00	839	LH27 condition	18	6167	condition	
091107	11:00	839	JAHL17	19	8343	3	
091107	11:00	839	HL17 soap	20	9149	suds	
091107	11:00	839	JAUR74	21	2940	7	
091107	11:00	839	UR74 suitcase	22	7785	center	
091107	11:00	839	JAHL36	23	7779	2	
091107	11:00	839	HL36 football	24	5550	football	
091107	11:00	839	JALH20	25	4547	6	
091107	11:00	839	LH20 violation	26	6121	violation	
091107	11:00	839	JALH54	27	4114	6	
091107	11:00	839	LH54 limit	28	5087	distance	
091107	11:00	839	JALH51	29	4065	5	
091107	11:00	839	LH51 exit	30	5239	energy	
091107	11:00	839	JAUR35	31	3634	5	
091107	11:00	839	UR35 cause	32	4735	cave	
091107	11:00	839	JALH19	33	5232	7	
091107	11:00	839	LH19 snob	34	5195	snot	
091107	11:00	839	JAHL51	35	3673	8	
091107	11:00	839	HL51 color	36	2743	color	
091107	11:00	839	JAHL47	37	3154	8	
091107	11:00	839	HL47 horse	38	3475	horse	
091107	11:00	839	JAUR45	39	3755	7	
091107	11:00	839	UR45 bridge	40	3849	wedding	
091107	11:00	839	JAUR69	41	5783	7	
091107	11:00	839	UR69 flashlight	42	17037	fruit	
091107	11:00	839	JAUR76	43	4489	7	
