date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
041207	15:51	306	practice1	1	1	practice1	27068	8	0	
041207	15:51	306	practice2	1	1	practice2	4101	3	0	
041207	15:51	306	practice3	1	1	practice3	6775	2	0	
041207	15:51	306	expblock1	1	1	1	32387	5	0	
041207	15:51	306	expblock1	1	1	2	12151	1	0	
041207	15:51	306	expblock1	1	1	3	74500	7	0	
041207	15:51	306	expblock1	1	1	4	19012	4	0	
041207	15:51	306	expblock1	1	1	5	16483	3	0	
041207	15:51	306	expblock1	1	1	6	22741	1	0	
041207	15:51	306	expblock1	1	1	7	9136	6	0	
041207	15:51	306	expblock1	1	1	8	12006	1	0	
041207	15:51	306	expblock1	1	1	9	9059	8	0	
041207	15:51	306	expblock1	1	1	10	17532	4	0	
041207	15:51	306	expblock1	1	1	11	14613	5	0	
041207	15:51	306	expblock1	1	1	12	8242	6	0	
041207	15:51	306	expblock1	1	1	13	21547	2	0	
041207	15:51	306	expblock1	1	1	14	18069	1	0	
041207	15:51	306	expblock1	1	1	15	21913	2	0	
041207	15:51	306	expblock1	1	1	16	10021	4	0	
041207	15:51	306	expblock1	1	1	17	16712	6	0	
041207	15:51	306	expblock1	1	1	18	20905	7	0	
041207	15:51	306	expblock1	1	1	19	58779	3	0	
041207	15:51	306	expblock1	1	1	20	15226	8	0	
041207	15:51	306	expblock1	1	1	21	35734	1	0	
041207	15:51	306	expblock1	1	1	22	11942	7	0	
041207	15:51	306	expblock1	1	1	23	16413	8	0	
041207	15:51	306	expblock1	1	1	24	24074	1	0	
041207	15:51	306	expblock1	1	1	25	34479	4	0	
041207	15:51	306	expblock1	1	1	26	55864	5	0	
041207	15:51	306	expblock1	1	1	27	64961	5	0	
041207	15:51	306	expblock1	1	1	28	21372	3	0	
041207	15:51	306	expblock1	1	1	29	29740	7	0	
041207	15:51	306	expblock1	1	1	30	27345	2	0	
041207	15:51	306	expblock1	1	1	31	54645	4	0	
041207	15:51	306	expblock1	1	1	32	59030	8	0	
041207	15:51	306	expblock1	1	1	33	27579	5	0	
041207	15:51	306	expblock1	1	1	34	57165	4	0	
041207	15:51	306	expblock1	1	1	35	39300	3	0	
041207	15:51	306	expblock1	1	1	36	60677	4	0	
