date	time	subject	trialcode	trialnum	latency	response	
091107	11:55	843	JSseePR17	1	500	0	
091107	11:55	843	PR17 emerald	2	25868	oak	
091107	11:55	843	JSPR17	3	12861	6	
091107	11:55	843	JSseePR27	4	500	0	
091107	11:55	843	PR27 wheat	5	12454	wheat	
091107	11:55	843	JSPR27	6	4327	8	
091107	11:55	843	JSseePR07	7	500	0	
091107	11:55	843	PR07 bog	8	3351	dog	
091107	11:55	843	JSPR07	9	2841	7	
091107	11:55	843	JSseePR23	10	500	0	
091107	11:55	843	PR23 companion	11	17717	diary	
091107	11:55	843	JSPR23	12	5926	4	
091107	11:55	843	JSseePR06	13	500	0	
091107	11:55	843	PR06 beast	14	3939	beast	
091107	11:55	843	JSPR06	15	4521	6	
091107	11:55	843	JSseePR09	16	500	0	
091107	11:55	843	PR09 album	17	3830	alarm	
091107	11:55	843	JSPR09	18	3761	6	
091107	11:55	843	JSseePR21	19	500	0	
091107	11:55	843	PR21 innocence	20	3472	innocence	
091107	11:55	843	JSPR21	21	5099	5	
091107	11:55	843	JSseePR01	22	500	0	
091107	11:55	843	PR01 cash	23	2507	cash	
091107	11:55	843	JSPR01	24	2303	7	
091107	11:55	843	JSseePR11	25	500	0	
091107	11:55	843	PR11 ounce	26	2610	ounce	
091107	11:55	843	JSPR11	27	3475	7	
091107	11:55	843	JSseePR25	28	500	0	
091107	11:55	843	PR25 saliva	29	3470	saliva	
091107	11:55	843	JSPR25	30	2869	6	
091107	11:55	843	JSseePR30	31	500	0	
091107	11:55	843	PR30 maiden	32	2204	maiden	
091107	11:55	843	JSPR30	33	6335	7	
091107	11:55	843	JSseePR03	34	500	0	
091107	11:55	843	PR03 acre	35	4146	acre	
091107	11:55	843	JSPR03	36	1923	7	
091107	11:55	843	JSseePR13	37	500	0	
091107	11:55	843	PR13 ambition	38	2788	ambition	
091107	11:55	843	JSPR13	39	2819	4	
091107	11:55	843	JSseePR04	40	500	0	
091107	11:55	843	PR04 diaper	41	1922	diaper	
091107	11:55	843	JSPR04	42	4280	8	
091107	11:55	843	JSseePR28	43	500	0	
091107	11:55	843	PR28 challenge	44	3069	challenge	
091107	11:55	843	JSPR28	45	7011	7	
091107	11:55	843	JSseeUR42	1	500	0	
091107	11:55	843	UR42 sergeant	2	4620	sergeant	
091107	11:55	843	JSUR42	3	3263	7	
091107	11:55	843	JSseeUR52	4	500	0	
091107	11:55	843	UR52 knight	5	2589	knight	
091107	11:55	843	JSUR52	6	2478	6	
091107	11:55	843	JSseeLH01	7	500	0	
091107	11:55	843	LH01 brain	8	2502	brain	
091107	11:55	843	JSLH01	9	2333	6	
091107	11:55	843	JSseeHL45	10	500	0	
091107	11:55	843	HL45 words	11	1587	word	
091107	11:55	843	JSHL45	12	2685	7	
091107	11:55	843	JSseeLH03	13	500	0	
091107	11:55	843	LH03 yard	14	1670	yard	
091107	11:55	843	JSLH03	15	3062	8	
091107	11:55	843	JSseeHL21	16	500	0	
091107	11:55	843	HL21 empire	17	1766	empire	
091107	11:55	843	JSHL21	18	2036	7	
091107	11:55	843	JSseeLH38	19	500	0	
091107	11:55	843	LH38 paint	20	1909	paint	
091107	11:55	843	JSLH38	21	1621	8	
091107	11:55	843	JSseeLH43	22	500	0	
091107	11:55	843	LH43 noise	23	1558	noise	
091107	11:55	843	JSLH43	24	1705	7	
091107	11:55	843	JSseeLH37	25	500	0	
091107	11:55	843	LH37 pad	26	1782	pad	
091107	11:55	843	JSLH37	27	3737	7	
091107	11:55	843	JSseeHL07	28	500	0	
091107	11:55	843	HL07 king	29	1452	rose	
091107	11:55	843	JSHL07	30	2525	7	
091107	11:55	843	JSseeHL39	31	500	0	
091107	11:55	843	HL39 book	32	1398	book	
091107	11:55	843	JSHL39	33	2092	7	
091107	11:55	843	JSseeLH24	34	500	0	
091107	11:55	843	LH24 feeling	35	2277	feeling	
091107	11:55	843	JSLH24	36	2766	9	
091107	11:55	843	JSseeHL42	37	500	0	
091107	11:55	843	HL42 pie	38	1259	pie	
091107	11:55	843	JSHL42	39	2821	6	
091107	11:55	843	JSseeUR30	40	500	0	
091107	11:55	843	UR30 lover	41	1631	lover	
