date	time	subject	trialcode	trialnum	latency	response	
090607	09:59	801	JSseePR17	1	500	0	
090607	09:59	801	PR17 emerald	2	12203	cat	
090607	09:59	801	JSPR17	3	21920	5	
090607	09:59	801	JSseePR27	4	500	0	
090607	09:59	801	PR27 wheat	5	14886	sister	
090607	09:59	801	JSPR27	6	12174	4	
090607	09:59	801	JSseePR07	7	500	0	
090607	09:59	801	PR07 bog	8	6408	music	
090607	09:59	801	JSPR07	9	9661	5	
090607	09:59	801	JSseePR23	10	500	0	
090607	09:59	801	PR23 companion	11	19347	type	
090607	09:59	801	JSPR23	12	23015	4	
090607	09:59	801	JSseePR06	13	500	0	
090607	09:59	801	PR06 beast	14	10184	movie	
090607	09:59	801	JSPR06	15	10203	2	
090607	09:59	801	JSseePR09	16	500	0	
090607	09:59	801	PR09 album	17	7721	noise	
090607	09:59	801	JSPR09	18	10589	6	
090607	09:59	801	JSseePR21	19	500	0	
090607	09:59	801	PR21 innocence	20	9301	fiction	
090607	09:59	801	JSPR21	21	7244	4	
090607	09:59	801	JSseePR01	22	500	0	
090607	09:59	801	PR01 cash	23	3839	nut	
090607	09:59	801	JSPR01	24	4356	4	
090607	09:59	801	JSseePR11	25	500	0	
090607	09:59	801	PR11 ounce	26	13528	wind	
090607	09:59	801	JSPR11	27	15831	5	
090607	09:59	801	JSseePR25	28	500	0	
090607	09:59	801	PR25 saliva	29	5005	food	
090607	09:59	801	JSPR25	30	9846	7	
090607	09:59	801	JSseePR30	31	500	0	
090607	09:59	801	PR30 maiden	32	7379	people	
090607	09:59	801	JSPR30	33	6115	5	
090607	09:59	801	JSseePR03	34	500	0	
090607	09:59	801	PR03 acre	35	3963	food	
090607	09:59	801	JSPR03	36	19937	10	
090607	09:59	801	JSseePR13	37	500	0	
090607	09:59	801	PR13 ambition	38	5539	people	
090607	09:59	801	JSPR13	39	11676	1	
090607	09:59	801	JSseePR04	40	500	0	
090607	09:59	801	PR04 diaper	41	11704	jewlery	
090607	09:59	801	JSPR04	42	11630	3	
090607	09:59	801	JSseePR28	43	500	0	
090607	09:59	801	PR28 challenge	44	7583	jail	
090607	09:59	801	JSPR28	45	8630	8	
090607	09:59	801	JSseeUR42	1	500	0	
090607	09:59	801	UR42 sergeant	2	4970	maid	
090607	09:59	801	JSUR42	3	16513	5	
090607	09:59	801	JSseeUR52	4	500	0	
090607	09:59	801	UR52 knight	5	7951	string	
090607	09:59	801	JSUR52	6	4893	3	
090607	09:59	801	JSseeLH01	7	500	0	
090607	09:59	801	LH01 brain	8	7747	brain	
090607	09:59	801	JSLH01	9	7081	2	
090607	09:59	801	JSseeHL45	10	500	0	
090607	09:59	801	HL45 words	11	3522	words	
090607	09:59	801	JSHL45	12	11887	6	
090607	09:59	801	JSseeLH03	13	500	0	
090607	09:59	801	LH03 yard	14	7184	ball	
090607	09:59	801	JSLH03	15	5936	6	
090607	09:59	801	JSseeHL21	16	500	0	
090607	09:59	801	HL21 empire	17	7855	history	
090607	09:59	801	JSHL21	18	4815	7	
090607	09:59	801	JSseeLH38	19	500	0	
090607	09:59	801	LH38 paint	20	4840	cold	
090607	09:59	801	JSLH38	21	5339	4	
090607	09:59	801	JSseeLH43	22	500	0	
090607	09:59	801	LH43 noise	23	11921	outside	
090607	09:59	801	JSLH43	24	8509	7	
090607	09:59	801	JSseeLH37	25	500	0	
090607	09:59	801	LH37 pad	26	19230	chair	
090607	09:59	801	JSLH37	27	18443	9	
090607	09:59	801	JSseeHL07	28	500	0	
090607	09:59	801	HL07 king	29	4341	king	
090607	09:59	801	JSHL07	30	8307	10	
090607	09:59	801	JSseeHL39	31	500	0	
090607	09:59	801	HL39 book	32	2362	book	
090607	09:59	801	JSHL39	33	6992	5	
090607	09:59	801	JSseeLH24	34	500	0	
090607	09:59	801	LH24 feeling	35	11718	faith	
090607	09:59	801	JSLH24	36	8656	5	
090607	09:59	801	JSseeHL42	37	500	0	
090607	09:59	801	HL42 pie	38	5540	food	
090607	09:59	801	JSHL42	39	5501	5	
090607	09:59	801	JSseeUR30	40	500	0	
090607	09:59	801	UR30 lover	41	4826	cancer	
090607	09:59	801	JSUR30	42	4952	3	
090607	09:59	801	JSseeUR95	43	500	0	
090607	09:59	801	UR95 fool	44	39223	later	
090607	09:59	801	JSUR95	45	4162	5	
090607	09:59	801	JSseeLH20	46	500	0	
090607	09:59	801	LH20 violation	47	6598	police	
090607	09:59	801	JSLH20	48	6551	4	
090607	09:59	801	JSseeUR96	49	500	0	
090607	09:59	801	UR96 dessert	50	12402	fantacy	
090607	09:59	801	JSUR96	51	9276	5	
090607	09:59	801	JSseeUR66	52	500	0	
090607	09:59	801	UR66 chief	53	4522	food	
090607	09:59	801	JSUR66	54	10819	1	
090607	09:59	801	JSseeHL17	55	500	0	
090607	09:59	801	HL17 soap	56	3926	shower	
090607	09:59	801	JSHL17	57	5935	4	
090607	09:59	801	JSseeUR06	58	500	0	
090607	09:59	801	UR06 cello	59	10471	tempeture	
090607	09:59	801	JSUR06	60	8828	6	
090607	09:59	801	JSseeLH32	61	500	0	
090607	09:59	801	LH32 capacity	62	6720	skill	
090607	09:59	801	JSLH32	63	7978	3	
090607	09:59	801	JSseeUR103	64	500	0	
090607	09:59	801	UR103 hula	65	6750	laugh	
090607	09:59	801	JSUR103	66	9485	9	
090607	09:59	801	JSseeHL23	67	500	0	
090607	09:59	801	HL23 baby	68	12057	fish	
090607	09:59	801	JSHL23	69	14935	6	
090607	09:59	801	JSseeUR63	70	500	0	
090607	09:59	801	UR63 alley	71	6629	sneeze	
090607	09:59	801	JSUR63	72	5079	3	
090607	09:59	801	JSseeLH11	73	500	0	
090607	09:59	801	LH11 cancer	74	11278	ocean	
090607	09:59	801	JSLH11	75	5902	6	
090607	09:59	801	JSseeHL03	76	500	0	
090607	09:59	801	HL03 cigarette	77	8415	cigarette	
090607	09:59	801	JSHL03	78	8561	5	
090607	09:59	801	JSseeUR28	79	500	0	
090607	09:59	801	UR28 bang	80	5590	police	
090607	09:59	801	JSUR28	81	9428	8	
090607	09:59	801	JSseeLH04	82	500	0	
090607	09:59	801	LH04 grade	83	9377	point	
090607	09:59	801	JSLH04	84	8308	6	
090607	09:59	801	JSseeHL01	85	500	0	
090607	09:59	801	HL01 elephant	86	8958	mouth	
090607	09:59	801	JSHL01	87	7050	3	
090607	09:59	801	JSseeLH27	88	500	0	
090607	09:59	801	LH27 condition	89	13108	investigation	
090607	09:59	801	JSLH27	90	10860	1	
090607	09:59	801	JSseeLH51	91	500	0	
090607	09:59	801	LH51 exit	92	2715	plug	
090607	09:59	801	JSLH51	93	6003	4	
090607	09:59	801	JSseeLH07	94	500	0	
090607	09:59	801	LH07 rear	95	6142	middle	
090607	09:59	801	JSLH07	96	4086	1	
090607	09:59	801	JSseeHL41	97	500	0	
090607	09:59	801	HL41 hand	98	7628	hand	
090607	09:59	801	JSHL41	99	10747	1	
090607	09:59	801	JSseeUR50	100	500	0	
090607	09:59	801	UR50 crane	101	16021	moving	
090607	09:59	801	JSUR50	102	4854	4	
090607	09:59	801	JSseeUR76	103	500	0	
090607	09:59	801	UR76 dignity	104	6337	number	
090607	09:59	801	JSUR76	105	5340	4	
090607	09:59	801	JSseeUR69	106	500	0	
090607	09:59	801	UR69 flashlight	107	4812	sucker	
090607	09:59	801	JSUR69	108	4263	3	
090607	09:59	801	JSseeUR85	109	500	0	
090607	09:59	801	UR85 stroke	110	6324	wood	
090607	09:59	801	JSUR85	111	6672	1	
090607	09:59	801	JSseeHL47	112	500	0	
090607	09:59	801	HL47 horse	113	6553	horse	
090607	09:59	801	JSHL47	114	3355	5	
090607	09:59	801	JSseeHL49	115	500	0	
090607	09:59	801	HL49 spice	116	3124	spice	
090607	09:59	801	JSHL49	117	5047	4	
090607	09:59	801	JSseeUR22	118	500	0	
090607	09:59	801	UR22 thesaurus	119	3665	pitcher	
090607	09:59	801	JSUR22	120	6988	4	
090607	09:59	801	JSseeLH25	121	500	0	
090607	09:59	801	LH25 track	122	2899	school	
090607	09:59	801	JSLH25	123	5297	7	
090607	09:59	801	JSseeUR82	124	500	0	
090607	09:59	801	UR82 campus	125	8941	president	
090607	09:59	801	JSUR82	126	9069	5	
090607	09:59	801	JSseeLH02	127	500	0	
090607	09:59	801	LH02 harm	128	2477	harm	
090607	09:59	801	JSLH02	129	2887	4	
090607	09:59	801	JSseeLH14	130	500	0	
090607	09:59	801	LH14 note	131	4174	guess	
090607	09:59	801	JSLH14	132	3512	1	
090607	09:59	801	JSseeUR70	133	500	0	
090607	09:59	801	UR70 pajamas	134	8823	pot	
090607	09:59	801	JSUR70	135	7798	9	
090607	09:59	801	JSseeHL31	136	500	0	
090607	09:59	801	HL31 war	137	2464	war	
090607	09:59	801	JSHL31	138	12409	6	
090607	09:59	801	JSseeLH50	139	500	0	
090607	09:59	801	LH50 measure	140	3873	measure	
090607	09:59	801	JSLH50	141	4218	7	
090607	09:59	801	JSseeUR60	142	500	0	
090607	09:59	801	UR60 plaque	143	17328	stage	
090607	09:59	801	JSUR60	144	29541	8	
090607	09:59	801	JSseeUR68	145	500	0	
090607	09:59	801	UR68 fatigue	146	3206	fix	
090607	09:59	801	JSUR68	147	3014	4	
090607	09:59	801	JSseeUR20	148	500	0	
090607	09:59	801	UR20 climax	149	9636	weather	
090607	09:59	801	JSUR20	150	9960	6	
090607	09:59	801	JSseeHL09	151	500	0	
090607	09:59	801	HL09 chalk	152	3944	chalk	
090607	09:59	801	JSHL09	153	6305	4	
090607	09:59	801	JSseeLH09	154	500	0	
090607	09:59	801	LH09 piece	155	3104	piece	
090607	09:59	801	JSLH09	156	8771	5	
090607	09:59	801	JSseeUR27	157	500	0	
090607	09:59	801	UR27 consequence	158	4277	guess	
090607	09:59	801	JSUR27	159	7942	3	
090607	09:59	801	JSseeLH30	160	500	0	
090607	09:59	801	LH30 assignment	161	4351	assignment	
090607	09:59	801	JSLH30	162	3114	8	
090607	09:59	801	JSseeUR67	163	500	0	
090607	09:59	801	UR67 producer	164	2651	guess	
090607	09:59	801	JSUR67	165	6654	1	
090607	09:59	801	JSseeUR13	166	500	0	
090607	09:59	801	UR13 almanac	167	6089	guess	
090607	09:59	801	JSUR13	168	10955	7	
090607	09:59	801	JSseeUR107	169	500	0	
090607	09:59	801	UR107 cocaine	170	8861	bug	
090607	09:59	801	JSUR107	171	3266	6	
090607	09:59	801	JSseeUR65	172	500	0	
090607	09:59	801	UR65 checkers	173	2312	food	
090607	09:59	801	JSUR65	174	5815	7	
090607	09:59	801	JSseeUR59	175	500	0	
090607	09:59	801	UR59 copper	176	4405	paper	
090607	09:59	801	JSUR59	177	7799	6	
090607	09:59	801	JSseeHL53	178	500	0	
090607	09:59	801	HL53 fish	179	2124	fish	
090607	09:59	801	JSHL53	180	3570	7	
090607	09:59	801	JSseeUR47	181	500	0	
090607	09:59	801	UR47 chimpanzee	182	4512	smoke	
090607	09:59	801	JSUR47	183	5416	6	
090607	09:59	801	JSseeUR58	184	500	0	
090607	09:59	801	UR58 answer	185	11148	person	
090607	09:59	801	JSUR58	186	4564	7	
090607	09:59	801	JSseeLH53	187	500	0	
090607	09:59	801	LH53 core	188	2626	core	
090607	09:59	801	JSLH53	189	4087	8	
090607	09:59	801	JSseeUR105	190	500	0	
090607	09:59	801	UR105 curtain	191	2325	guess	
090607	09:59	801	JSUR105	192	4731	2	
090607	09:59	801	JSseeHL05	193	500	0	
090607	09:59	801	HL05 mountain	194	3209	mountain	
090607	09:59	801	JSHL05	195	1433	3	
090607	09:59	801	JSseeUR64	196	500	0	
090607	09:59	801	UR64 fist	197	2511	money	
090607	09:59	801	JSUR64	198	15968	4	
090607	09:59	801	JSseeUR32	199	500	0	
090607	09:59	801	UR32 navigator	200	7335	metaphor	
090607	09:59	801	JSUR32	201	3271	3	
090607	09:59	801	JSseeUR04	202	500	0	
090607	09:59	801	UR04 marsh	203	6881	halloween	
090607	09:59	801	JSUR04	204	4381	5	
090607	09:59	801	JSseeHL34	205	500	0	
090607	09:59	801	HL34 hunger	206	2338	hunger	
090607	09:59	801	JSHL34	207	2910	3	
090607	09:59	801	JSseeUR106	208	500	0	
090607	09:59	801	UR106 eagle	209	3764	hear	
090607	09:59	801	JSUR106	210	2286	4	
090607	09:59	801	JSseeUR77	211	500	0	
090607	09:59	801	UR77 uncle	212	3924	guess	
090607	09:59	801	JSUR77	213	4631	7	
090607	09:59	801	JSseeUR35	214	500	0	
090607	09:59	801	UR35 cause	215	4443	animal	
090607	09:59	801	JSUR35	216	6533	6	
090607	09:59	801	JSseeHL43	217	500	0	
090607	09:59	801	HL43 money	218	3783	money	
090607	09:59	801	JSHL43	219	3585	4	
090607	09:59	801	JSseeLH23	220	500	0	
090607	09:59	801	LH23 possibility	221	6835	possible	
090607	09:59	801	JSLH23	222	4321	5	
090607	09:59	801	JSseeUR36	223	500	0	
090607	09:59	801	UR36 denim	224	7974	guess	
090607	09:59	801	JSUR36	225	11342	2	
090607	09:59	801	JSseeHL24	226	500	0	
090607	09:59	801	HL24 eye	227	3606	mess	
090607	09:59	801	JSHL24	228	3160	4	
090607	09:59	801	JSseeLH22	229	500	0	
090607	09:59	801	LH22 crowd	230	2995	crowd	
090607	09:59	801	JSLH22	231	5759	4	
090607	09:59	801	JSseeLH05	232	500	0	
090607	09:59	801	LH05 chain	233	2250	chain	
090607	09:59	801	JSLH05	234	3203	7	
090607	09:59	801	JSseeUR45	235	500	0	
090607	09:59	801	UR45 bridge	236	4350	marrage	
090607	09:59	801	JSUR45	237	3680	3	
090607	09:59	801	JSseeHL33	238	500	0	
090607	09:59	801	HL33 joke	239	2158	joke	
090607	09:59	801	JSHL33	240	5525	5	
090607	09:59	801	JSseeUR14	241	500	0	
090607	09:59	801	UR14 fudge	242	3350	jail	
090607	09:59	801	JSUR14	243	3049	7	
090607	09:59	801	JSseeUR46	244	500	0	
090607	09:59	801	UR46 content	245	3100	guess	
090607	09:59	801	JSUR46	246	4094	6	
090607	09:59	801	JSseeUR78	247	500	0	
090607	09:59	801	UR78 blender	248	6917	hot	
090607	09:59	801	JSUR78	249	4930	5	
090607	09:59	801	JSseeUR62	250	500	0	
090607	09:59	801	UR62 chemistry	251	7000	smart	
090607	09:59	801	JSUR62	252	1480	5	
090607	09:59	801	JSseeUR75	253	500	0	
090607	09:59	801	UR75 awe	254	6347	weapon	
090607	09:59	801	JSUR75	255	6373	1	
090607	09:59	801	JSseeLH46	256	500	0	
090607	09:59	801	LH46 submarine	257	3072	food	
090607	09:59	801	JSLH46	258	4524	1	
090607	09:59	801	JSseeLH17	259	500	0	
090607	09:59	801	LH17 life	260	1711	life	
090607	09:59	801	JSLH17	261	6562	4	
090607	09:59	801	JSseeUR21	262	500	0	
090607	09:59	801	UR21 ore	263	6425	star	
090607	09:59	801	JSUR21	264	2015	3	
090607	09:59	801	JSseeUR17	265	500	0	
090607	09:59	801	UR17 trance	266	4274	money	
090607	09:59	801	JSUR17	267	1615	4	
090607	09:59	801	JSseeUR98	268	500	0	
090607	09:59	801	UR98 latch	269	3376	guess	
090607	09:59	801	JSUR98	270	1199	1	
090607	09:59	801	JSseeHL36	271	500	0	
090607	09:59	801	HL36 football	272	2766	football	
090607	09:59	801	JSHL36	273	1202	1	
090607	09:59	801	JSseeHL32	274	500	0	
090607	09:59	801	HL32 television	275	6128	guess	
090607	09:59	801	JSHL32	276	2951	1	
090607	09:59	801	JSseeLH19	277	500	0	
090607	09:59	801	LH19 snob	278	2038	blow	
090607	09:59	801	JSLH19	279	7237	4	
090607	09:59	801	JSseeHL51	280	500	0	
090607	09:59	801	HL51 color	281	3255	color	
090607	09:59	801	JSHL51	282	1893	5	
090607	09:59	801	JSseeHL50	283	500	0	
090607	09:59	801	HL50 doctor	284	2225	doctor	
090607	09:59	801	JSHL50	285	644	3	
090607	09:59	801	JSseeUR53	286	500	0	
090607	09:59	801	UR53 hell	287	2448	guess	
090607	09:59	801	JSUR53	288	3778	6	
090607	09:59	801	JSseeUR87	289	500	0	
090607	09:59	801	UR87 duty	290	10433	guess	
090607	09:59	801	JSUR87	291	9688	7	
090607	09:59	801	JSseeHL25	292	500	0	
090607	09:59	801	HL25 cut	293	3283	cut	
090607	09:59	801	JSHL25	294	3408	4	
090607	09:59	801	JSseeHL14	295	500	0	
090607	09:59	801	HL14 milk	296	1666	milk	
090607	09:59	801	JSHL14	297	3583	6	
090607	09:59	801	JSseeHL10	298	500	0	
090607	09:59	801	HL10 cow	299	1384	cow	
090607	09:59	801	JSHL10	300	1491	4	
090607	09:59	801	JSseeUR01	301	500	0	
090607	09:59	801	UR01 file	302	1517	file	
090607	09:59	801	JSUR01	303	1411	4	
090607	09:59	801	JSseeUR55	304	500	0	
090607	09:59	801	UR55 bargain	305	4746	guess	
090607	09:59	801	JSUR55	306	2701	3	
090607	09:59	801	JSseeUR07	307	500	0	
090607	09:59	801	UR07 gathering	308	2930	bleeding	
090607	09:59	801	JSUR07	309	4418	9	
090607	09:59	801	JSseeUR74	310	500	0	
090607	09:59	801	UR74 suitcase	311	2097	guess	
090607	09:59	801	JSUR74	312	10505	9	
