date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
092006	13:15	61	practice1	1	1	practice1	7040	8	0	
092006	13:15	61	practice2	1	1	practice2	4768	3	0	
092006	13:15	61	practice3	1	1	practice3	8241	2	0	
092006	13:15	61	expblock1	1	1	1	23877	5	0	
092006	13:15	61	expblock1	1	1	2	31802	1	0	
092006	13:15	61	expblock1	1	1	3	18378	7	0	
092006	13:15	61	expblock1	1	1	4	44310	4	0	
092006	13:15	61	expblock1	1	1	5	17469	3	0	
092006	13:15	61	expblock1	1	1	6	21485	1	0	
092006	13:15	61	expblock1	1	1	7	17287	6	0	
092006	13:15	61	expblock1	1	1	8	32638	1	0	
092006	13:15	61	expblock1	1	1	9	72030	4	0	
092006	13:15	61	expblock1	1	1	10	41307	4	0	
092006	13:15	61	expblock1	1	1	11	26384	5	0	
092006	13:15	61	expblock1	1	1	12	14587	6	0	
092006	13:15	61	expblock2	1	1	13	32120	2	0	
092006	13:15	61	expblock2	1	1	14	20556	1	0	
092006	13:15	61	expblock2	1	1	15	34411	2	0	
092006	13:15	61	expblock2	1	1	16	16604	4	0	
092006	13:15	61	expblock2	1	1	17	28590	6	0	
092006	13:15	61	expblock2	1	1	18	122843	5	0	
092006	13:15	61	expblock2	1	1	19	55385	3	0	
092006	13:15	61	expblock2	1	1	20	65992	4	0	
092006	13:15	61	expblock2	1	1	21	48073	8	0	
092006	13:15	61	expblock2	1	1	22	49462	7	0	
092006	13:15	61	expblock2	1	1	23	37260	6	0	
092006	13:15	61	expblock2	1	1	24	149151	2	0	
092006	13:15	61	expblock3	1	1	25	95229	4	0	
092006	13:15	61	expblock3	1	1	26	98441	2	0	
092006	13:15	61	expblock3	1	1	27	74215	7	0	
092006	13:15	61	expblock3	1	1	28	88416	7	0	
092006	13:15	61	expblock3	1	1	29	70086	6	0	
092006	13:15	61	expblock3	1	1	30	52471	5	0	
092006	13:15	61	expblock3	1	1	31	26728	3	0	
092006	13:15	61	expblock3	1	1	32	53662	4	0	
092006	13:15	61	expblock3	1	1	33	24977	5	0	
092006	13:15	61	expblock3	1	1	34	39563	5	0	
092006	13:15	61	expblock3	1	1	35	16292	3	0	
092006	13:15	61	expblock3	1	1	36	58762	6	0	
