date	time	subject	trialcode	trialnum	latency	response
090811	15:17	618	lost	1	14426	dog
090811	15:17	618	old	2	3912	man
090811	15:17	618	article	3	5541	newspaper
090811	15:17	618	prac3	1	19468	5
090811	15:17	618	prac2	2	9729	9
090811	15:17	618	prac4	3	7854	7
090811	15:17	618	prac7	4	4024	7
090811	15:17	618	prac8	5	3734	9
090811	15:17	618	prac1	6	2826	3
090811	15:17	618	prac6	7	3194	8
090811	15:17	618	prac5	8	4643	6
090811	15:17	618	real93	1	8459	8
090811	15:17	618	real15	2	4996	6
090811	15:17	618	real83	3	3715	8
090811	15:17	618	real94	4	10904	8
090811	15:17	618	real34	5	2245	9
090811	15:17	618	real29	6	5722	10
090811	15:17	618	real37	7	7727	7
090811	15:17	618	real2	8	6597	6
090811	15:17	618	real19	9	3904	10
090811	15:17	618	real7	10	2572	10
090811	15:17	618	real35	11	5087	9
090811	15:17	618	real76	12	2467	10
090811	15:17	618	real43	13	2538	8
090811	15:17	618	real36	14	6254	5
090811	15:17	618	real96	15	4882	4
090811	15:17	618	real85	16	2846	8
090811	15:17	618	real68	17	3014	10
090811	15:17	618	real13	18	2223	10
090811	15:17	618	real48	19	3368	8
090811	15:17	618	real65	20	2946	10
090811	15:17	618	real1	21	2030	9
090811	15:17	618	real56	22	1672	10
090811	15:17	618	real24	23	2127	10
090811	15:17	618	real52	24	2861	6
090811	15:17	618	real44	25	5188	7
090811	15:17	618	real6	26	1955	10
090811	15:17	618	real89	27	2471	8
090811	15:17	618	real32	28	4894	6
090811	15:17	618	real5	29	2026	10
090811	15:17	618	real61	30	1571	10
090811	15:17	618	real95	31	3351	9
090811	15:17	618	real63	32	3394	4
090811	15:17	618	real88	33	3715	5
090811	15:17	618	real69	34	4679	10
090811	15:17	618	real71	35	5172	7
090811	15:17	618	real87	36	1580	10
090811	15:17	618	real66	37	4399	8
090811	15:17	618	real50	38	1792	10
090811	15:17	618	real17	39	2626	4
090811	15:17	618	real3	40	2315	6
090811	15:17	618	real25	41	1921	6
090811	15:17	618	real53	42	2718	2
090811	15:17	618	real23	43	4603	9
090811	15:17	618	real47	44	4555	9
090811	15:17	618	real55	45	1997	10
090811	15:17	618	real21	46	1727	10
090811	15:17	618	real14	47	2181	7
090811	15:17	618	real67	48	1936	10
090811	15:17	618	real59	49	4021	5
090811	15:17	618	real10	50	5460	2
090811	15:17	618	real84	51	3839	7
090811	15:17	618	real92	52	1358	10
090811	15:17	618	real30	53	2971	10
090811	15:17	618	real38	54	1653	9
090811	15:17	618	real90	55	3069	7
090811	15:17	618	real72	56	3259	6
090811	15:17	618	real64	57	3842	8
090811	15:17	618	real4	58	1432	10
090811	15:17	618	real58	59	5787	7
090811	15:17	618	real40	60	2954	4
090811	15:17	618	real51	61	3621	6
090811	15:17	618	real54	62	3036	4
090811	15:17	618	real79	63	7052	2
090811	15:17	618	real9	64	3255	7
090811	15:17	618	real81	65	1598	10
090811	15:17	618	real18	66	8609	10
090811	15:17	618	real16	67	4148	8
090811	15:17	618	real11	68	4462	7
090811	15:17	618	real28	69	4603	6
090811	15:17	618	real42	70	2539	7
090811	15:17	618	real27	71	2911	5
090811	15:17	618	real86	72	2508	6
090811	15:17	618	real91	73	2706	3
090811	15:17	618	real77	74	4655	10
090811	15:17	618	real78	75	4100	8
090811	15:17	618	real22	76	4177	6
090811	15:17	618	real62	77	2905	8
090811	15:17	618	real20	78	2630	4
090811	15:17	618	real46	79	1639	10
090811	15:17	618	real57	80	2720	6
090811	15:17	618	real73	81	2229	10
090811	15:17	618	real26	82	4630	6
090811	15:17	618	real31	83	4180	4
090811	15:17	618	real70	84	7493	5
090811	15:17	618	real12	85	4574	8
090811	15:17	618	real82	86	14935	6
090811	15:17	618	real74	87	2198	10
090811	15:17	618	real39	88	2408	6
090811	15:17	618	real8	89	5346	4
090811	15:17	618	real33	90	8123	8
090811	15:17	618	real60	91	3290	6
090811	15:17	618	real75	92	2231	9
090811	15:17	618	real41	93	1832	9
090811	15:17	618	real49	94	2842	10
090811	15:17	618	real80	95	1706	9
090811	15:17	618	real45	96	6272	7
090811	15:17	618	followup2	1	36283	1
090811	15:17	618	followup1	2	25342	3
