date	time	subject	trialcode	trialnum	latency	response	
090607	09:38	800	JAPR26	1	12745	10	
090607	09:38	800	PR26 colonel	2	21807	sip	
090607	09:38	800	JAPR24	3	16446	8	
090607	09:38	800	PR24 pest	4	28722	real	
090607	09:38	800	JAPR08	5	11483	8	
090607	09:38	800	PR08 beef	6	5665	bee	
090607	09:38	800	JAPR05	7	12219	9	
090607	09:38	800	PR05 calf	8	9064	shape	
090607	09:38	800	JAPR14	9	7666	4	
090607	09:38	800	PR14 religion	10	3925	religion	
090607	09:38	800	JAPR19	11	12834	7	
090607	09:38	800	PR19 void	12	12405	enquiry	
090607	09:38	800	JAPR12	13	5994	2	
090607	09:38	800	PR12 royalty	14	3792	royalty	
090607	09:38	800	JAPR02	15	8645	3	
090607	09:38	800	PR02 wrinkle	16	3333	wrinkle	
090607	09:38	800	JAPR10	17	11583	4	
090607	09:38	800	PR10 camel	18	2687	camel	
090607	09:38	800	JAPR15	19	15866	2	
090607	09:38	800	PR15 depletion	20	6098	depletion	
090607	09:38	800	JAPR20	21	10262	7	
090607	09:38	800	PR20 advertisement	22	6562	advertise	
090607	09:38	800	JAPR29	23	23242	7	
090607	09:38	800	PR29 mermaid	24	12778	metroid	
090607	09:38	800	JAPR16	25	10289	4	
090607	09:38	800	PR16 compulsion	26	6663	compulsion	
090607	09:38	800	JAPR22	27	6022	8	
090607	09:38	800	PR22 ass	28	4924	pave	
090607	09:38	800	JSseeUR42	1	500	0	
090607	09:38	800	UR42 sergeant	2	7568	sergeant	
090607	09:38	800	JSUR42	3	9914	9	
090607	09:38	800	JSseeUR52	4	500	0	
090607	09:38	800	UR52 knight	5	4222	knight	
090607	09:38	800	JSUR52	6	10699	7	
090607	09:38	800	JSseeLH01	7	500	0	
090607	09:38	800	LH01 brain	8	3164	brain	
090607	09:38	800	JSLH01	9	8892	7	
090607	09:38	800	JSseeHL45	10	500	0	
090607	09:38	800	HL45 words	11	3689	word	
090607	09:38	800	JSHL45	12	4598	7	
090607	09:38	800	JSseeLH03	13	500	0	
090607	09:38	800	LH03 yard	14	19419	spike	
090607	09:38	800	JSLH03	15	9355	5	
090607	09:38	800	JSseeHL21	16	500	0	
090607	09:38	800	HL21 empire	17	4467	empire	
090607	09:38	800	JSHL21	18	5136	5	
090607	09:38	800	JSseeLH38	19	500	0	
090607	09:38	800	LH38 paint	20	2337	paint	
090607	09:38	800	JSLH38	21	7025	6	
090607	09:38	800	JSseeLH43	22	500	0	
090607	09:38	800	LH43 noise	23	5406	noise	
090607	09:38	800	JSLH43	24	6769	8	
090607	09:38	800	JSseeLH37	25	500	0	
090607	09:38	800	LH37 pad	26	10162	medicine	
090607	09:38	800	JSLH37	27	2913	5	
090607	09:38	800	JSseeHL07	28	500	0	
090607	09:38	800	HL07 king	29	2649	king	
090607	09:38	800	JSHL07	30	6486	5	
090607	09:38	800	JSseeHL39	31	500	0	
090607	09:38	800	HL39 book	32	2688	book	
090607	09:38	800	JSHL39	33	14481	8	
090607	09:38	800	JSseeLH24	34	500	0	
090607	09:38	800	LH24 feeling	35	4911	feeling	
090607	09:38	800	JSLH24	36	5000	6	
090607	09:38	800	JSseeHL42	37	500	0	
090607	09:38	800	HL42 pie	38	3080	pie	
090607	09:38	800	JSHL42	39	3119	7	
090607	09:38	800	JSseeUR30	40	500	0	
090607	09:38	800	UR30 lover	41	8330	cancer	
090607	09:38	800	JSUR30	42	13117	5	
090607	09:38	800	JSseeUR95	43	500	0	
090607	09:38	800	UR95 fool	44	4838	predict	
090607	09:38	800	JSUR95	45	4875	3	
090607	09:38	800	JSseeLH20	46	500	0	
090607	09:38	800	LH20 violation	47	4387	violation	
090607	09:38	800	JSLH20	48	8228	6	
090607	09:38	800	JSseeUR96	49	500	0	
090607	09:38	800	UR96 dessert	50	4350	desert	
090607	09:38	800	JSUR96	51	8903	6	
090607	09:38	800	JSseeUR66	52	500	0	
090607	09:38	800	UR66 chief	53	5584	spice	
090607	09:38	800	JSUR66	54	4722	4	
090607	09:38	800	JSseeHL17	55	500	0	
090607	09:38	800	HL17 soap	56	3099	soap	
090607	09:38	800	JSHL17	57	9469	5	
090607	09:38	800	JSseeUR06	58	500	0	
090607	09:38	800	UR06 cello	59	6560	cold	
090607	09:38	800	JSUR06	60	6395	3	
090607	09:38	800	JSseeLH32	61	500	0	
090607	09:38	800	LH32 capacity	62	7529	destiny	
090607	09:38	800	JSLH32	63	7789	7	
090607	09:38	800	JSseeUR103	64	500	0	
090607	09:38	800	UR103 hula	65	3215	smile	
090607	09:38	800	JSUR103	66	2285	8	
090607	09:38	800	JSseeHL23	67	500	0	
090607	09:38	800	HL23 baby	68	2546	baby	
090607	09:38	800	JSHL23	69	6142	6	
090607	09:38	800	JSseeUR63	70	500	0	
090607	09:38	800	UR63 alley	71	8154	allergic	
090607	09:38	800	JSUR63	72	4815	5	
090607	09:38	800	JSseeLH11	73	500	0	
090607	09:38	800	LH11 cancer	74	4005	cancer	
090607	09:38	800	JSLH11	75	5936	6	
090607	09:38	800	JSseeHL03	76	500	0	
090607	09:38	800	HL03 cigarette	77	8687	soothe	
090607	09:38	800	JSHL03	78	9586	7	
090607	09:38	800	JSseeUR28	79	500	0	
090607	09:38	800	UR28 bang	80	2786	bang	
090607	09:38	800	JSUR28	81	3366	9	
090607	09:38	800	JSseeLH04	82	500	0	
090607	09:38	800	LH04 grade	83	6182	find	
090607	09:38	800	JSLH04	84	4284	6	
090607	09:38	800	JSseeHL01	85	500	0	
090607	09:38	800	HL01 elephant	86	3483	elephant	
090607	09:38	800	JSHL01	87	4286	7	
090607	09:38	800	JSseeLH27	88	500	0	
090607	09:38	800	LH27 condition	89	5523	exist	
090607	09:38	800	JSLH27	90	5592	4	
090607	09:38	800	JSseeLH51	91	500	0	
090607	09:38	800	LH51 exit	92	11021	steel	
090607	09:38	800	JSLH51	93	11213	6	
090607	09:38	800	JSseeLH07	94	500	0	
090607	09:38	800	LH07 rear	95	5203	table	
090607	09:38	800	JSLH07	96	4906	3	
090607	09:38	800	JSseeHL41	97	500	0	
090607	09:38	800	HL41 hand	98	8633	mitten	
090607	09:38	800	JSHL41	99	6087	5	
090607	09:38	800	JSseeUR50	100	500	0	
090607	09:38	800	UR50 crane	101	3218	crane	
090607	09:38	800	JSUR50	102	3493	5	
090607	09:38	800	JSseeUR76	103	500	0	
090607	09:38	800	UR76 dignity	104	17651	hardly	
090607	09:38	800	JSUR76	105	7016	6	
090607	09:38	800	JSseeUR69	106	500	0	
090607	09:38	800	UR69 flashlight	107	8561	light	
090607	09:38	800	JSUR69	108	2270	5	
090607	09:38	800	JSseeUR85	109	500	0	
090607	09:38	800	UR85 stroke	110	3253	stroke	
090607	09:38	800	JSUR85	111	6542	3	
090607	09:38	800	JSseeHL47	112	500	0	
090607	09:38	800	HL47 horse	113	3711	horse	
090607	09:38	800	JSHL47	114	14583	6	
090607	09:38	800	JSseeHL49	115	500	0	
090607	09:38	800	HL49 spice	116	4823	spice	
090607	09:38	800	JSHL49	117	10263	6	
090607	09:38	800	JSseeUR22	118	500	0	
090607	09:38	800	UR22 thesaurus	119	13803	ball	
090607	09:38	800	JSUR22	120	5979	5	
090607	09:38	800	JSseeLH25	121	500	0	
090607	09:38	800	LH25 track	122	8786	trait	
090607	09:38	800	JSLH25	123	9045	7	
090607	09:38	800	JSseeUR82	124	500	0	
090607	09:38	800	UR82 campus	125	3954	campus	
090607	09:38	800	JSUR82	126	8929	3	
090607	09:38	800	JSseeLH02	127	500	0	
090607	09:38	800	LH02 harm	128	2385	harm	
090607	09:38	800	JSLH02	129	10947	5	
090607	09:38	800	JSseeLH14	130	500	0	
090607	09:38	800	LH14 note	131	5067	hat	
090607	09:38	800	JSLH14	132	5648	1	
090607	09:38	800	JSseeUR70	133	500	0	
090607	09:38	800	UR70 pajamas	134	3191	pajama	
090607	09:38	800	JSUR70	135	7616	6	
090607	09:38	800	JSseeHL31	136	500	0	
090607	09:38	800	HL31 war	137	2710	war	
090607	09:38	800	JSHL31	138	6135	8	
090607	09:38	800	JSseeLH50	139	500	0	
090607	09:38	800	LH50 measure	140	3256	grade	
090607	09:38	800	JSLH50	141	5727	6	
090607	09:38	800	JSseeUR60	142	500	0	
090607	09:38	800	UR60 plaque	143	4299	board	
090607	09:38	800	JSUR60	144	5459	3	
090607	09:38	800	JSseeUR68	145	500	0	
090607	09:38	800	UR68 fatigue	146	4105	water	
090607	09:38	800	JSUR68	147	5878	6	
090607	09:38	800	JSseeUR20	148	500	0	
090607	09:38	800	UR20 climax	149	3229	rain	
090607	09:38	800	JSUR20	150	3970	6	
090607	09:38	800	JSseeHL09	151	500	0	
090607	09:38	800	HL09 chalk	152	2713	chalk	
090607	09:38	800	JSHL09	153	3487	7	
090607	09:38	800	JSseeLH09	154	500	0	
090607	09:38	800	LH09 piece	155	3049	piece	
090607	09:38	800	JSLH09	156	10381	6	
090607	09:38	800	JSseeUR27	157	500	0	
090607	09:38	800	UR27 consequence	158	7475	humble	
090607	09:38	800	JSUR27	159	10292	8	
090607	09:38	800	JSseeLH30	160	500	0	
090607	09:38	800	LH30 assignment	161	3808	assign	
090607	09:38	800	JSLH30	162	5398	6	
090607	09:38	800	JSseeUR67	163	500	0	
090607	09:38	800	UR67 producer	164	3732	produce	
090607	09:38	800	JSUR67	165	5086	2	
090607	09:38	800	JSseeUR13	166	500	0	
090607	09:38	800	UR13 almanac	167	2906	snap	
090607	09:38	800	JSUR13	168	8734	5	
090607	09:38	800	JSseeUR107	169	500	0	
090607	09:38	800	UR107 cocaine	170	6760	cone	
090607	09:38	800	JSUR107	171	6455	6	
090607	09:38	800	JSseeUR65	172	500	0	
090607	09:38	800	UR65 checkers	173	5810	checker	
090607	09:38	800	JSUR65	174	7356	8	
090607	09:38	800	JSseeUR59	175	500	0	
090607	09:38	800	UR59 copper	176	3280	paper	
090607	09:38	800	JSUR59	177	5602	6	
090607	09:38	800	JSseeHL53	178	500	0	
090607	09:38	800	HL53 fish	179	3170	fish	
090607	09:38	800	JSHL53	180	2527	8	
090607	09:38	800	JSseeUR47	181	500	0	
090607	09:38	800	UR47 chimpanzee	182	6894	place	
090607	09:38	800	JSUR47	183	10124	5	
090607	09:38	800	JSseeUR58	184	500	0	
090607	09:38	800	UR58 answer	185	6101	answer	
090607	09:38	800	JSUR58	186	4688	8	
090607	09:38	800	JSseeLH53	187	500	0	
090607	09:38	800	LH53 core	188	11693	must	
090607	09:38	800	JSLH53	189	6966	8	
090607	09:38	800	JSseeUR105	190	500	0	
090607	09:38	800	UR105 curtain	191	5106	pen	
090607	09:38	800	JSUR105	192	3910	5	
090607	09:38	800	JSseeHL05	193	500	0	
090607	09:38	800	HL05 mountain	194	2973	mountain	
090607	09:38	800	JSHL05	195	3461	5	
090607	09:38	800	JSseeUR64	196	500	0	
090607	09:38	800	UR64 fist	197	4143	nickel	
090607	09:38	800	JSUR64	198	5746	1	
090607	09:38	800	JSseeUR32	199	500	0	
090607	09:38	800	UR32 navigator	200	8426	sewing	
090607	09:38	800	JSUR32	201	5333	5	
090607	09:38	800	JSseeUR04	202	500	0	
090607	09:38	800	UR04 marsh	203	5789	harsh	
090607	09:38	800	JSUR04	204	2068	8	
090607	09:38	800	JSseeHL34	205	500	0	
090607	09:38	800	HL34 hunger	206	2862	hunger	
090607	09:38	800	JSHL34	207	3267	9	
090607	09:38	800	JSseeUR106	208	500	0	
090607	09:38	800	UR106 eagle	209	3185	eagle	
090607	09:38	800	JSUR106	210	2058	3	
