Word,Length,Freq_HAL,Log_Freq_HAL,POS,I_Mean_RT,I_NMG_Mean_RT
wicked,6,4211,8.35,JJ,698.45,629.85
wickedly,8,304,5.72,RB,877.09,671.44
wickedness,10,397,5.98,NN,778.88,679.42
wicker,6,380,5.94,NN|VB,651.9,603.86
wickerwork,10,27,3.3,NN,1113.15,808.38
wicket,6,1099,7,NN,876.65,653.72
wickets,7,884,6.78,NN,827.61,662.12
wide,4,63297,11.06,JJ|RB|NN,561.12,565.43
widely,6,13343,9.5,RB,569.77,637.63
widen,5,629,6.44,VB,754.52,611.08
widened,7,608,6.41,VB|JJ,952.5,676
widens,6,118,4.77,VB,768.19,685.08
wider,5,5908,8.68,JJ|RB,704.54,642.81
widespread,10,5621,8.63,JJ,770.88,656.04
widest,6,874,6.77,JJ,798.93,693.2
widow,5,1887,7.54,NN,615.59,626.81
widowed,7,268,5.59,JJ|VB,686.39,702.07
widower,7,149,5,NN,806.42,727.85
widowhood,9,36,3.58,NN,1046.43,758
widows,6,542,6.3,NN,774.55,601.83
width,5,7473,8.92,NN,741.71,597.27
widths,6,631,6.45,NN,799.63,640.07
wield,5,649,6.48,VB,704.77,631.17
wielded,7,342,5.83,VB,802.83,743.68
wielder,7,395,5.98,NN,798.38,855.3
wieners,7,29,3.37,NN,890.94,1009.78
wife,4,38746,10.56,NN,584.8,516.32
wifely,6,17,2.83,JJ,885.04,698.31
wife's,6,2703,7.9,encl,624.35,588.67
wig,3,961,6.87,NN,579.91,554.59
wiggle,6,1025,6.93,VB|NN,687.28,608.63
wiggled,7,448,6.1,VB,724.06,631.3
wiggling,8,520,6.25,VB,831,656.63
wigmaker,8,1,0,NN,903.93,719.96
wigwam,6,69,4.23,NN,824.48,714.61
Wilbur,6,786,6.67,NN,769.82,650.86
wild,4,23869,10.08,JJ|RB,576,568.54
wildcat,7,2081,7.64,NN,639.32,607.11
wildcatter,10,2,0.69,NN,899.65,739.41
wildebeest,10,48,3.87,NN,921.81,875.57
wilder,6,962,6.87,JJ|NN,670.59,605.08
wilderness,10,3733,8.22,NN,802.34,707.69
wildest,7,794,6.68,JJ,763.91,667.73
wildfire,8,794,6.68,NN,652.18,666.46
wildfowl,8,21,3.04,NN,890.57,705.7
wildlife,8,4582,8.43,NN,664.09,669.04
wildly,6,2630,7.87,RB,695.76,645.96
wildness,8,84,4.43,NN,640.21,711.46
wile,4,284,5.65,NN|VB,745.5,602.68
wiles,5,606,6.41,NN|VB,786.38,658.88
Wilfred,7,281,5.64,NN,861.36,722.22
Wilhelm,7,1390,7.24,NN,825.07,759.23
will,4,1706009,14.35,VB|NN,607.26,558.26
willed,6,341,5.83,VB,784.38,605.36
willful,7,588,6.38,JJ,646.74,662.32
willfully,9,480,6.17,NULL,760.97,652.19
William,7,40735,10.61,NN,677.67,635.79
Williamsburg,12,506,6.23,NN,879.76,704.54
Willie,6,3751,8.23,NN,681.62,669.19
Willie's,8,302,5.71,NULL,745.03,651.48
willing,7,55709,10.93,JJ|VB,625.26,616.15
willingly,9,1568,7.36,RB,741.18,643.54
willingness,11,3861,8.26,NN,686.35,635.04
Willis,6,2942,7.99,NN,697.12,695.43
willow,6,3826,8.25,NN|VB,663.75,609.36
willows,7,231,5.44,NN,634.59,608.36
willowy,7,29,3.37,JJ,891.79,732.86
willpower,9,361,5.89,NN,726.97,597.35
wills,5,1865,7.53,NN|VB,703.23,589.27
willy,5,2606,7.87,NN|RB,738.07,633.35
Wilson,6,15546,9.65,NN,619.44,599.77
Wilsonian,9,6,1.79,JJ,951.29,938.5
Wilson's,8,622,6.43,encl,655.3,640.12
wilt,4,1023,6.93,VB,736.14,577.16
wilted,6,128,4.85,JJ|VB,742.33,684
wily,4,224,5.41,JJ|RB,839,676.05
win,3,64799,11.08,VB|NN,584.53,569.29
wince,5,296,5.69,VB|NN,784.69,625.4
winced,6,298,5.7,VB,778.04,659.29
winches,7,78,4.36,NN|VB,900.07,671.96
Winchester,10,2128,7.66,NN,748.5,741.46
wincing,7,142,4.96,VB,788.46,654.17
wind,4,23685,10.07,NN|VB,559.16,601.04
windbag,7,106,4.66,NN,744.34,742
windbreak,9,18,2.89,NN,716.94,680.63
windbreaker,11,90,4.5,NN,774.94,658.5
windbreaks,10,9,2.2,NN|VB,733.39,736.52
winded,6,439,6.08,JJ|VB,661.39,691.92
winder,6,229,5.43,NN,655.68,726.05
winders,7,75,4.32,NN,797.41,753
windfall,8,206,5.33,NN,689.35,667.07
winding,7,1420,7.26,VB|NN|JJ,698.13,608.13
windjammer,10,153,5.03,NN,838.76,727.15
windless,8,29,3.37,JJ,726.36,672.27
windmill,8,302,5.71,NN,675.55,607.77
window,6,54926,10.91,NN,640.63,599.63
windowless,10,80,4.38,JJ,956.97,775
windowpane,10,51,3.93,NN,899.03,751.11
windowpanes,11,15,2.71,NN,920.3,801.79
windows,7,227622,12.34,NN,612.19,631.12
windowsill,10,166,5.11,NN,893.18,796.89
winds,5,6439,8.77,VB,564.79,647.79
windscreen,10,187,5.23,NN,879.38,743.71
windshield,10,1386,7.23,NN,783.56,683.64
windsleeve,10,0,0,NULL,914.29,803.65
windsock,8,70,4.25,NN,844.04,697.32
Windsor,7,1815,7.5,NN,948.68,739.68
windstorm,9,81,4.39,NN,684.21,657.77
windswept,9,93,4.53,JJ,895.56,756.65
windup,6,107,4.67,NN|JJ,922.26,715.72
windward,8,195,5.27,RB|JJ,835.7,694.24
windy,5,1176,7.07,JJ,608.52,654.62
wine,4,13077,9.48,NN,568.21,562.54
wineglass,9,14,2.64,NN,820.38,746.52
winepress,9,28,3.33,NN,1000.83,919.46
wines,5,1375,7.23,NN,614.59,595.93
wine's,6,23,3.14,NULL,756.48,620.68
wineskin,8,1,0,NN,955.19,905.54
wing,4,15248,9.63,NN|VB,677.61,605.96
wingback,8,5,1.61,NN|JJ,735.29,717.52
winged,6,674,6.51,VB,759.58,626.76
winger,6,553,6.32,NN,694.08,682.33
winging,7,128,4.85,NN|VB|JJ,740.32,672.22
wingless,8,34,3.53,JJ,824.68,673.38
wingman,7,553,6.32,NN,814.03,706.28
wings,5,8932,9.1,NN|VB,600.75,550.15
wingspan,8,161,5.08,NN,838.6,710.92
wingspread,10,12,2.48,NN,907.39,701.39
wink,4,1494,7.31,NN|VB,635.25,546.36
winked,6,283,5.65,VB,680.53,616.83
winking,7,270,5.6,VB,682.59,647.38
winless,7,39,3.66,JJ|RB,924.79,720.88
winner,6,11890,9.38,NN,587.55,587.61
winners,7,7270,8.89,NN,611.35,592.41
winning,7,16307,9.7,VB|NN,702.33,648.04
winnings,8,601,6.4,NN,735.24,736.81
Winnipeg,8,3231,8.08,NN,772.62,768.32
wins,4,11609,9.36,VB|NN,603.78,583.63
winsome,7,89,4.49,JJ,935.71,714.46
Winston,7,4282,8.36,NN,735.09,634.46
winter,6,23910,10.08,NN|VB,552.24,576.07
wintered,8,12,2.48,VB,843.78,737.69
wintergreen,11,134,4.9,NN,816.69,740.46
wintering,9,53,3.97,VB|NN|JJ,850.06,713.96
winters,7,1470,7.29,NN|VB,770.24,599.15
wintertime,10,99,4.6,NN,937.64,744.67
wintery,7,29,3.37,JJ,796.46,702.46
wintry,6,35,3.56,JJ,876.27,731.81
wipe,4,4281,8.36,VB,665.62,579.43
wiped,5,3110,8.04,VB,605.21,579.36
wiper,5,364,5.9,NN,670.5,596.7
wiping,6,1395,7.24,VB,766.6,631.37
wire,4,16615,9.72,NN|VB,600.67,573.29
wirecutters,11,7,1.95,NN,969.39,782.19
wired,5,4113,8.32,VB,604.83,597
wireless,8,6503,8.78,JJ|NN,598.09,633.28
wires,5,5638,8.64,NN|VB,614.62,593.85
wiretap,7,292,5.68,NN|VB|JJ,858.77,651.37
wireworm,8,0,0,NN,957.61,810.12
wiring,6,3625,8.2,NN|VB,709.45,700.93
wiry,4,150,5.01,JJ,807.74,674.57
Wisconsin,9,8276,9.02,NN,647.75,649.11
Wisconsin's,11,46,3.83,NULL,821.79,707.31
wisdom,6,12554,9.44,NN,645.06,599.08
wise,4,13444,9.51,JJ|NN,650.97,554.15
wisecrack,9,32,3.47,NN,758.66,692.96
wisecracked,11,2,0.69,VB|JJ,861.52,720.19
wisely,6,1346,7.2,RB,644,554.28
wiser,5,1097,7,JJ|NN,597.35,619.04
wisest,6,333,5.81,JJ,781.9,727.44
wish,4,74280,11.22,VB|NN,707.09,528.33
wishbone,8,108,4.68,NN,670.29,654.86
wisenheimer,11,1,0,NN,1341.67,1021.24
wished,6,4114,8.32,VB,583.45,642.81
wishes,6,14513,9.58,VB|NN,559.79,566.35
wishful,7,1488,7.31,JJ,685.17,632.07
wishing,7,5284,8.57,VB,645.39,585.04
wisp,4,1084,6.99,NN,671.11,591.46
wisps,5,615,6.42,NN,719.04,582.44
wispy,5,128,4.85,JJ,837.81,609.12
wisteria,8,71,4.26,NN,1201.29,917.21
wistful,7,186,5.23,JJ,727.13,635.73
wistfully,9,154,5.04,RB,819.93,663.22
wit,3,4144,8.33,NN,658.61,555.29
witch,5,8139,9,NN,639.66,558.18
witchcraft,10,1063,6.97,NN,698.43,667.74
witchdoctor,11,21,3.04,NULL,939.93,763.75
witches,7,3876,8.26,NN,609.56,595.54
with,4,3184846,14.97,minor|JJ,615.88,606.32
withal,6,31,3.43,minor,793.22,632.76
withdraw,8,5353,8.59,VB,675.65,647.29
withdrawal,10,2589,7.86,NN,714.84,607.46
withdrawing,11,882,6.78,VB|NN,683.53,649.93
withdrawn,9,2177,7.69,VB,713.31,603.67
withdrew,8,1455,7.28,VB,752.2,629.67
wither,6,451,6.11,VB,718.26,639.96
withered,8,203,5.31,JJ|VB,800.93,642.46
withering,9,589,6.38,VB,822.18,622.71
withheld,8,1214,7.1,VB,736.21,603.7
withhold,8,851,6.75,VB,706.91,571.81
withholding,11,938,6.84,NN|VB,727.32,647.67
within,6,120308,11.7,minor|NN,602.27,610.3
without,7,254348,12.45,minor|NN|RB,643.85,581.79
withstand,9,1354,7.21,VB,647.24,651.73
withstands,10,35,3.56,VB,730.9,677.62
withstood,9,212,5.36,VB,809.94,635.75
witless,7,232,5.45,JJ,1097.6,730.26
witness,7,8308,9.02,NN|VB,694.65,596.93
witnessed,9,2655,7.88,VB,781.24,610.69
witnesses,9,5406,8.6,NN|VB,738.41,651.36
witnessing,10,767,6.64,VB,833.52,709
wits,4,1046,6.95,NN,667.16,566.92
wittingly,9,30,3.4,RB,743.89,730.48
witty,5,2411,7.79,JJ,698.09,544.29
wives,5,3405,8.13,NN,636.3,562.41
wive's,6,32,3.47,NULL,734.39,684.44
wizard,6,12369,9.42,NN,607.03,564.79
wallboard,9,39,3.66,NN,726.67,660.32
walled,6,340,5.83,JJ,753,665.74
wallet,6,2303,7.74,NN,665.94,560.46
wallflower,10,86,4.45,NN,723.24,648.81
wallop,6,142,4.96,VB|NN,783.05,669.15
walloped,8,28,3.33,VB|JJ,815.05,664.19
walloping,9,11,2.4,VB|NN|JJ,872.48,731.93
wallow,6,334,5.81,VB,915.26,602.78
wallowed,8,28,3.33,VB,930.13,668.76
wallowing,9,244,5.5,VB,770.66,675.52
wallpaper,9,992,6.9,NN,620.76,603.64
wallpapers,10,33,3.5,NN|VB,657.45,595.5
walls,5,12120,9.4,NN,615.53,562.41
Wally,5,1820,7.51,NN,797.14,633.21
Wally's,7,135,4.91,encl,660.22,562.9
walnut,6,3420,8.14,NN,637.03,583.38
walnuts,7,287,5.66,NN,692.03,594.46
walrus,6,530,6.27,NN,798.48,634.45
Walt,4,4628,8.44,NN,694.4,605.19
Walter,6,9900,9.2,NN,788.97,594.18
Walters,7,1097,7,NN,657.74,626.32
Walter's,8,95,4.55,encl,808.06,557.77
Walton,6,1963,7.58,NN,767.67,650.43
waltz,5,1181,7.07,NN|VB,679.97,580.18
wand,4,5420,8.6,NN,696.9,625.57
wander,6,2521,7.83,VB,707.59,613.73
wandered,8,1497,7.31,VB,752.37,737
wanderer,8,723,6.58,NN,788.23,729
wanderers,9,609,6.41,NN,727.44,696.62
wandering,9,3255,8.09,VB|NN,817.88,675.31
wanderings,10,104,4.64,NN,894.53,752.33
wanderlust,10,2515,7.83,NN,942.73,973.73
wanders,7,648,6.47,VB,726.94,637.15
wane,4,173,5.15,VB|NN,740.68,580.04
waned,5,151,5.02,VB,793.96,739.73
waning,6,322,5.77,VB|JJ,768.24,689.52
wanker,6,675,6.51,NN,910.86,686.04
wanna,5,10273,9.24,encl,881.14,706.09
want,4,508123,13.14,VB|NN,596.21,580.24
wanted,6,92414,11.43,VB,531.73,579.04
wanting,7,12942,9.47,VB,683.13,653.04
wanton,6,511,6.24,JJ|NN,729.25,669.79
wants,5,60875,11.02,VB|NN,593.35,599.96
war,3,109438,11.6,NN|VB,580.72,542.12
warble,6,46,3.83,VB|NN,807.62,647.39
warbler,7,97,4.57,NN,848.46,669.09
warbling,8,66,4.19,VB,805.38,785.08
ward,4,24382,10.1,NN|VB,669.09,578.57
warden,6,688,6.53,NN,766.29,655.23
wardens,7,154,5.04,NN,949.69,658.23
wardrobe,8,826,6.72,NN,763.67,677.42
wardroom,8,16,2.77,NN,851.67,792.14
wards,5,863,6.76,NN,678.03,595.96
ward's,6,166,5.11,encl,769.16,582.2
ware,4,1931,7.57,NN,690.68,703.82
warehouse,9,4496,8.41,NN,717.76,636.57
warehouses,10,650,6.48,NN,766.64,647.07
warehousing,11,1199,7.09,NN|VB,803.6,755.88
wares,5,1156,7.05,NN,846.97,638.93
warfare,7,4468,8.4,NN,728.24,623.5
warhead,7,593,6.39,NN,776.36,649
warhorse,8,146,4.98,NN,744.93,715.5
warily,6,131,4.88,RB,782.04,783.04
warlike,7,178,5.18,JJ|RB,659.67,628.89
warlock,7,1131,7.03,NN,731.36,642.54
warlord,7,3946,8.28,NN,840.19,659.35
warm,4,21018,9.95,JJ|VB,591.53,557.3
warmed,6,1145,7.04,VB|JJ,626.55,600.04
warmer,6,1790,7.49,JJ|RB,741.91,634.11
warmhearted,11,15,2.71,JJ,810.32,756.59
warming,7,2895,7.97,NN|VB|JJ,617,623.81
warmish,7,27,3.3,JJ,755.6,719.56
warmly,6,700,6.55,RB,617.03,643
warmonger,9,43,3.76,NN,935.13,887.52
warmongering,12,26,3.26,VB|NN,982.43,901.36
warms,5,615,6.42,VB,705.07,646.04
warmth,6,2499,7.82,NN,595.06,634.12
warmup,6,366,5.9,NN,849.36,676.04
warn,4,4211,8.35,VB,608.58,568.54
warned,6,20428,9.92,VB,601.45,604.18
warning,7,22068,10,NN|VB,612.12,564.82
warningly,9,7,1.95,RB,822.93,766.57
warnings,8,3883,8.26,NN,623.97,597.7
warns,5,1612,7.39,VB,730.61,609.52
warp,4,50145,10.82,NN|VB,713.97,640.44
warped,6,3385,8.13,VB|JJ,719.1,674.76
warping,7,763,6.64,VB|NN,787,623.93
warrant,7,6476,8.78,NN|VB,724.61,635.5
warranted,9,1363,7.22,VB,815.84,661.64
warrantee,9,358,5.88,NN,931.64,681.67
warrants,8,2025,7.61,NN|VB,633.76,643.78
warranty,8,12508,9.43,NN,733.19,677.93
warred,6,21,3.04,VB,836.2,687.33
warren,6,11053,9.31,NN,617.48,643.37
Warren's,8,215,5.37,encl,709.81,636.73
warring,7,672,6.51,VB,738.75,635.83
warrior,7,10894,9.3,NN,665.52,610.32
warriors,8,9041,9.11,NN,624.3,635.96
wars,4,24595,10.11,NN,594.43,552.89
war's,5,297,5.69,encl,711.79,573.61
Warsaw,6,1562,7.35,NN,875.85,696.52
Warsaw's,8,13,2.56,NULL,926.9,702.19
warship,7,505,6.22,NN,788.47,634.56
warships,8,652,6.48,NN,695,608.63
wart,4,224,5.41,NN,676.38,583.79
warthog,7,191,5.25,NN,901.74,762.8
wartime,7,883,6.78,NN|JJ,704.41,627.26
wartorn,7,2,0.69,JJ,1013.07,722.17
warts,5,437,6.08,NN,663.03,616.56
warty,5,35,3.56,JJ,805.4,674.04
wary,4,1884,7.54,JJ|NN,736.93,622.2
was,3,2096827,14.56,VB,601.12,574.96
wash,4,8590,9.06,NN|VB,662.65,546.11
washable,8,240,5.48,JJ,634.79,614.07
washbasin,9,13,2.56,NN,866.59,822.93
washboard,9,158,5.06,NN,755.76,599.61
washbowl,8,0,0,NN,794.94,648.59
washcloth,9,198,5.29,NN,712.59,619.78
washday,7,3,1.1,NN,974.75,699.52
washed,6,3200,8.07,VB,620.17,588.78
washer,6,1011,6.92,NN,628.68,591.96
washes,6,612,6.42,NN|VB,628.25,593.63
washing,7,3340,8.11,VB|NN,664.91,602.07
washings,8,82,4.41,NN,775.38,592
Washington,10,58595,10.98,NN,663.58,579.21
Washington's,12,861,6.76,encl,694.67,595.37
washout,7,116,4.75,NN,802.55,729.65
washroom,8,187,5.23,NN,738.35,618.7
washstand,9,0,0,NN,994.21,714.63
wasn't,6,75553,11.23,encl,644.03,638.19
wasp,4,786,6.67,NN,674.62,603.5
wassail,7,32,3.47,NN|VB,879.33,873.43
wastage,7,146,4.98,NN,914.78,796.32
waste,5,27081,10.21,NN|VB|JJ,679.03,560.81
wastebasket,11,163,5.09,NN,807.19,637.85
wasted,6,6465,8.77,VB,612.76,584.92
wasteful,8,1059,6.97,JJ,676.31,594.11
wasteland,9,785,6.67,NN,670.15,654.39
wastes,6,2565,7.85,NN|VB,692.73,597.82
wastewater,10,258,5.55,NN,987.86,743.07
wasting,7,6985,8.85,VB,678.9,694.12
watch,5,56974,10.95,VB|NN,548.06,527.54
watchband,9,13,2.56,NN,886.03,618.67
watchdog,8,968,6.88,NN,703.58,621.82
watched,7,16607,9.72,VB,633.19,558.22
watchers,8,1148,7.05,NN,641.31,580.75
watches,7,3012,8.01,NN|VB,617.91,569.04
watchful,8,282,5.64,JJ,644.81,617.56
watching,8,29939,10.31,VB|NN,660.42,534.78
watchmaker,10,52,3.95,NN,679.63,651.15
watchman,8,608,6.41,NN,652.06,605.71
watchmen,8,395,5.98,NN,650.35,603.12
watchstrap,10,0,0,VB|JJ,975.82,800.72
watchtower,10,742,6.61,NN,763.52,663.1
water,5,105961,11.57,NN|VB,564.88,569.7
waterbird,9,1,0,NN,944.56,677.81
waterborne,10,84,4.43,JJ,967,647.32
Waterbury,9,293,5.68,NN,779.61,624.82
watercannon,11,0,0,NN,1031.46,748.22
watercolor,10,196,5.28,NN,686.28,644.81
watercolorist,13,2,0.69,NN,1125.97,830.31
watercolorists,14,1,0,NULL,1050.89,843.08
watercolors,11,101,4.62,NN,709.44,669.85
watercourse,11,15,2.71,NN,911.21,704.69
watercress,10,67,4.2,NN,930.82,844.93
watered,7,824,6.71,VB,694.53,620.52
waterfall,9,818,6.71,NN,638.94,578.36
waterfalls,10,378,5.93,NN,703.97,652.57
waterfowl,9,187,5.23,NN,664.16,661.04
waterfront,10,504,6.22,NN,694.97,630.29
waterhole,9,25,3.22,NULL,753.84,615.52
watering,8,767,6.64,VB,791.12,665.89
waterline,9,178,5.18,NN,820.97,662.32
waterlogged,11,57,4.04,JJ,843.61,705.85
Waterloo,8,4243,8.35,NN,797.37,733.96
watermark,9,322,5.77,NN,828.68,640.46
watermelon,10,386,5.96,NN,774.87,650.27
watermill,9,21,3.04,NN,730.77,607.67
waterpower,10,3,1.1,NN,808.37,618.55
waterproof,10,867,6.77,NN|JJ,654.42,599.29
waterproofing,13,104,4.64,VB|NN,793.7,680.3
waters,6,6750,8.82,NN|VB,580.72,614.89
water's,7,307,5.73,encl,672.97,568
watershed,9,545,6.3,NN,784.72,738.89
watersheds,10,120,4.79,NN,784.88,713.86
waterside,9,35,3.56,NN,822.03,649
waterskiing,11,112,4.72,NULL,899.88,703.56
waterspout,10,32,3.47,NN,827.66,680.44
watertable,10,1,0,NN,1132.46,779.21
watertight,10,143,4.96,JJ,875.37,737.64
waterway,8,211,5.35,NN,684.15,633.67
waterways,9,277,5.62,NN,694.28,630.93
waterwheel,10,18,2.89,NULL,828.7,683.92
waterwings,10,6,1.79,NN|VB,829.28,757.37
waterworks,10,54,3.99,NN,783.13,682.04
watery,6,486,6.19,JJ,700.94,583.36
Watson,6,5810,8.67,NN,682.38,611.19
Watson's,8,210,5.35,encl,784.73,594.44
watt,4,3446,8.14,NN,703.1,610.25
wattage,7,438,6.08,NN,907.07,697.91
wattles,7,42,3.74,NN,842,705.86
wave,4,19212,9.86,NN|VB,616.64,548.11
waved,5,1146,7.04,VB,633.85,576.46
wavelength,10,1392,7.24,NN,691.15,625.25
wavelengths,11,694,6.54,NN,722.94,710.43
waver,5,197,5.28,VB,710,603.61
wavers,6,99,4.6,NN,703.06,627.89
waves,5,10070,9.22,NN|VB,534.7,567.96
waving,6,2055,7.63,VB|NN,726.39,606.86
wavy,4,661,6.49,JJ,680.65,597.77
wax,3,5389,8.59,NN|VB,638.15,579.37
waxed,5,534,6.28,VB|JJ,645.33,557.67
waxen,5,4,1.39,JJ,690.35,583.96
waxing,6,476,6.17,VB|NN|JJ,693.48,570.86
waxwork,7,27,3.3,NN,779.31,637.36
waxworks,8,6,1.79,NN,805.36,664.72
waxy,4,135,4.91,JJ,631.06,556.26
way,3,490087,13.1,NN,581.32,580
wayfarer,8,56,4.03,NN,863.11,726.68
waylaid,7,45,3.81,VB,951.54,760.33
waylay,6,12,2.48,VB,1075.5,676.57
Wayne,5,14115,9.55,NN,726.97,647.14
ways,4,54302,10.9,NN,591.79,595.39
way's,5,65,4.17,encl,619.83,586.93
wayside,7,426,6.05,NN,631.34,599.36
wayward,7,361,5.89,JJ,816.07,673.39
we,2,1245247,14.03,minor,561.34,569.33
weak,4,17123,9.75,JJ|NN,603.1,541.96
weaken,6,1229,7.11,VB,647.25,618.31
weakened,8,1423,7.26,VB|JJ,659.42,622.68
weakening,9,737,6.6,VB,758.09,695.96
weakens,7,404,6,VB,691.82,615.92
weaker,6,2775,7.93,JJ,612.64,566.62
weakest,7,981,6.89,JJ,715.12,616.77
weakling,8,103,4.63,NN,796.8,712.35
weakly,6,589,6.38,RB,629.06,640.29
weakness,8,5396,8.59,NN,575.39,616.62
weaknesses,10,2513,7.83,NN,722.75,601
wealth,6,11934,9.39,NN,587.15,604.33
wealthiest,10,330,5.8,JJ,833.3,651.71
wealthy,7,4864,8.49,JJ,612.59,614.54
wean,4,748,6.62,VB,772.75,591.18
weaned,6,745,6.61,VB|JJ,792.79,675.29
weaning,7,738,6.6,VB,730.33,635.16
weapon,6,19739,9.89,NN,620.74,573.18
weaponry,8,3187,8.07,NN,1018.54,708.19
weapons,7,28521,10.26,NN,585.71,574.08
wear,4,31161,10.35,VB|NN,614.15,549.54
wearied,7,18,2.89,VB|JJ,736.71,702.92
wearily,7,110,4.7,RB,752.42,653.46
weariness,9,185,5.22,NN,762.16,800.46
wearing,7,18958,9.85,VB|NN,732,627.74
wearisome,9,20,3,JJ,777.2,735.68
wears,5,3594,8.19,VB|NN,631.97,592.35
weary,5,1145,7.04,JJ|NN,664.24,654.5
wearying,8,21,3.04,VB|NN|JJ,853.43,723.88
weasel,6,1522,7.33,NN|VB,695.03,628.78
weather,7,21328,9.97,NN|VB,602.94,656.21
weatherbeaten,13,7,1.95,JJ,1125.06,764.04
weathered,9,260,5.56,VB|JJ,771.94,604.67
weathering,10,235,5.46,NN|VB,828.32,663.89
weatherman,10,251,5.53,NN,817.85,638.62
weatherproof,12,64,4.16,JJ,809.67,657.88
weathers,8,239,5.48,NN|VB,674.78,649.28
weatherstrip,12,17,2.83,VB|NN,1104.03,810.92
weave,5,1125,7.03,VB|NN,599.57,619.7
weaver,6,2833,7.95,NN,686.66,632.14
weaves,6,293,5.68,VB,713.52,637.78
weaving,7,988,6.9,VB,659.94,635
web,3,140289,11.85,NN,618.74,558.26
Webster,7,2895,7.97,NN,678.56,543.65
Webster's,9,1172,7.07,encl,632.69,596.41
wed,3,15098,9.62,VB|JJ,613.28,598.89
we'd,4,12689,9.45,encl,776.18,634.13
wedded,6,170,5.14,VB,770.5,666.13
wedding,7,12528,9.44,NN|VB,605.39,598.15
weddings,8,1622,7.39,NN,612.55,593.96
wedge,5,2101,7.65,NN|VB,597.37,546.36
wedged,6,312,5.74,VB|JJ,603.24,578.44
wedlock,7,366,5.9,NN,748.86,658.21
Wednesday,9,13529,9.51,NN,792.21,611.11
Wednesdays,10,747,6.62,NN|RB,845.41,672.62
Wednesday's,11,550,6.31,encl,725.73,664.42
wee,3,2812,7.94,JJ|VB,715.14,592.88
weed,4,3010,8.01,NN|VB,583.94,567.61
weeded,6,201,5.3,VB|JJ,668.72,644.11
weeds,5,1111,7.01,NN|VB,597.24,552.96
week,4,109477,11.6,NN,608.48,569.36
weekday,7,920,6.82,NN,711.09,645.89
weekend,7,24127,10.09,NN,650.85,581.56
weekends,8,5103,8.54,NN,658.94,674.58
weeklies,8,75,4.32,NN,1024.58,813.21
weekly,6,18719,9.84,JJ|RB,622.44,564.63
weeknight,9,70,4.25,NN,832.31,658.07
weeks,5,69740,11.15,NN,658.67,583.68
week's,6,4103,8.32,encl,633.62,609.2
weeny,5,175,5.16,JJ,914.24,680.33
weep,4,826,6.72,VB,593.3,558.96
weeping,7,601,6.4,VB|NN,749,567.71
weepy,5,87,4.47,JJ|NN,737.22,612.17
weigh,5,4150,8.33,VB,597.09,598.26
weighed,7,1709,7.44,VB,687.35,626.42
weighing,8,1303,7.17,VB|NN,701.76,605.62
weighs,6,2042,7.62,VB,746.67,596.46
weight,6,33958,10.43,NN|VB,544.06,574
weighted,8,1685,7.43,JJ,639.18,630.38
weighting,9,467,6.15,NN|VB,821.44,644.2
weightless,10,137,4.92,JJ,733.33,633.48
weightlessness,14,77,4.34,NN,978.14,709.77
weights,7,3360,8.12,NN|VB,610.85,611.89
weighty,7,188,5.24,JJ,735.2,571.56
weir,4,472,6.16,NN,732.29,713.18
weird,5,16200,9.69,JJ|NN,674.76,610.25
weirdly,7,147,4.99,RB,732.24,696.41
weirdo,6,412,6.02,NN,730.15,648.92
weirs,5,23,3.14,NN,760,745.42
welcome,7,55024,10.92,JJ|VB|NN,597.41,538.89
welcomed,8,4903,8.5,VB,728.48,552.46
welcomes,8,1268,7.15,VB,608.45,589.75
welcoming,9,966,6.87,VB|JJ,846.59,617.56
weld,4,1230,7.11,VB,689.92,605
welded,6,646,6.47,VB|JJ,728.34,584.8
welder,6,339,5.83,NN,748,622.5
welding,7,986,6.89,NN|VB,678.48,611.7
welfare,7,20499,9.93,NN,672.48,560.79
well,4,552532,13.22,RB|minor|JJ|NN|VB,638.53,555.04
we'll,5,32801,10.4,encl,682.43,697.81
wellbeing,9,141,4.95,NN,791.41,707.14
wellborn,8,4,1.39,JJ,912.4,626.48
welled,6,119,4.78,VB,829.14,579.96
welling,7,260,5.56,VB,723.32,594.63
wellknown,9,80,4.38,JJ,721.85,653.77
wells,5,5000,8.52,NN|VB,616,606.7
wellspring,10,178,5.18,NN,781.48,642.15
Welsh,5,3305,8.1,NN|JJ|VB,692.19,558.57
Welshman,8,70,4.25,NN,799.2,736.96
welt,4,639,6.46,NN,838.96,575.19
welter,6,108,4.68,NN,929.85,611.81
welterweight,12,48,3.87,NN,894.73,928.95
welts,5,311,5.74,NN,684.5,570.81
wench,5,344,5.84,NN,835.12,649.92
went,4,115581,11.66,VB,608.35,569.33
wept,4,406,6.01,VB,623.29,574
were,4,663883,13.41,VB,652.19,692.79
we're,5,63958,11.07,encl,682.5,642.5
weren't,7,20532,9.93,encl,793.66,634.84
werewolf,8,3155,8.06,NN,723.65,622.88
Wesley,6,4162,8.33,NN,764.86,664.22
Wesleyan,8,507,6.23,NN|JJ,871,887.83
Wesley's,8,134,4.9,encl,725.79,646.33
west,4,62838,11.05,NN|JJ|RB,582.74,583.61
westbound,9,171,5.14,JJ|RB,681.67,583.18
Westchester,11,841,6.73,NN,869.62,828.65
westerly,8,132,4.88,JJ,827.15,657.35
