"group","partno","matched.partno","cue","target","expnorm","judgment","fsg","bsg"
"matched",667,345,"organize","helpful",40,80,NA,NA
"matched",667,345,"organize","neat",100,60,20.7,2
"matched",667,345,"organize","system",20,40,NA,NA
"matched",667,345,"pupil","color",60,80,NA,NA
"matched",667,345,"pupil","eye",60,80,16.7,1.6
"matched",667,345,"pupil","iris",40,20,NA,NA
"matched",667,345,"pupil","light",20,80,NA,NA
"exp",599,377,"assist","aid",80,60,6.1,0
"exp",599,377,"assist","care",40,60,NA,NA
"exp",599,377,"bashful","awkward",20,80,NA,NA
"exp",599,377,"bashful","nervous",80,60,NA,NA
"exp",599,377,"bashful","sheepish",60,80,NA,NA
"exp",599,377,"bashful","timid",40,40,NA,NA
"exp",599,377,"before","after",20,20,85.9,57.1
"exp",599,377,"beginning","introduction",20,40,NA,NA
"exp",599,377,"beginning","opening",80,40,NA,NA
"exp",599,377,"beginning","start",100,80,15.8,0
"exp",599,377,"body","brain",80,60,NA,NA
"exp",599,377,"body","heart",40,40,NA,NA
"exp",599,377,"body","mind",40,40,2,6.3
"exp",599,377,"body","organs",20,20,NA,NA
"exp",599,377,"break","crack",60,80,6.7,19.4
"exp",599,377,"break","smash",80,60,3.9,17.6
"exp",599,377,"break","snap",100,60,2.8,11.5
"exp",599,377,"car","supercar",80,80,NA,NA
"exp",599,377,"casual","apathy",20,20,NA,NA
"exp",599,377,"casual","clothes",60,80,9.5,0
"exp",599,377,"challenge","contest",60,60,NA,NA
"exp",599,377,"challenge","difficult",20,60,2.7,0
"exp",599,377,"chowder","bisque",40,100,NA,NA
"exp",599,377,"chowder","clam",100,80,75.5,4.2
"exp",599,377,"chowder","soup",80,80,12.9,1.2
"exp",599,377,"chowder","water",20,20,NA,NA
"exp",599,377,"cinema","popcorn",60,100,NA,NA
"exp",599,377,"closed","door",80,60,7.2,0
"exp",599,377,"closed","finished",40,40,NA,NA
"exp",599,377,"closed","shut",100,80,2.6,0
"exp",599,377,"cloth","fabric",80,80,11.5,38.1
"exp",599,377,"cloth","nylon",20,20,NA,NA
"exp",599,377,"common","everyday",80,80,4.1,0
"exp",599,377,"computer","drive",40,40,NA,NA
"exp",599,377,"computer","memory",60,60,NA,NA
"exp",599,377,"computer","processor",80,60,NA,NA
"exp",599,377,"dancer","ballet",100,60,25.5,7.6
"exp",599,377,"dancer","flamenco",60,60,NA,NA
"exp",599,377,"dancer","pole",40,40,NA,NA
"exp",599,377,"difficult","challenge",60,100,NA,NA
"exp",599,377,"difficult","easy",40,20,28.3,2.1
"exp",599,377,"melody","harmony",100,100,9.3,10.3
"exp",599,377,"melody","instrument",20,40,NA,NA
"exp",599,377,"melody","music",80,40,24.3,2
"exp",599,377,"melody","piano",40,40,NA,NA
"exp",599,377,"melody","rhapsody",60,80,NA,NA
"exp",599,377,"organize","plan",60,80,3.4,8.1
"exp",599,377,"organize","setup",20,40,NA,NA
"exp",599,377,"organize","sort",80,80,NA,NA
"exp",599,377,"pupil","uniform",80,100,NA,NA
"matched",699,377,"assist","aid",80,60,6.1,0
"matched",699,377,"assist","care",40,80,NA,NA
"matched",699,377,"bashful","awkward",20,80,NA,NA
"matched",699,377,"bashful","nervous",80,80,NA,NA
"matched",699,377,"bashful","sheepish",60,80,NA,NA
"matched",699,377,"bashful","timid",40,80,NA,NA
"matched",699,377,"before","after",20,60,85.9,57.1
"matched",699,377,"beginning","introduction",20,80,NA,NA
"matched",699,377,"beginning","opening",80,60,NA,NA
"matched",699,377,"beginning","start",100,100,15.8,0
"matched",699,377,"body","brain",80,80,NA,NA
"matched",699,377,"body","heart",40,60,NA,NA
"matched",699,377,"body","mind",40,60,2,6.3
"matched",699,377,"body","organs",20,100,NA,NA
"matched",699,377,"break","crack",60,80,6.7,19.4
"matched",699,377,"break","smash",80,100,3.9,17.6
"matched",699,377,"break","snap",100,60,2.8,11.5
"matched",699,377,"car","supercar",80,40,NA,NA
"matched",699,377,"casual","apathy",20,60,NA,NA
"matched",699,377,"casual","clothes",60,80,9.5,0
"matched",699,377,"challenge","contest",60,100,NA,NA
"matched",699,377,"challenge","difficult",20,60,2.7,0
"matched",699,377,"chowder","bisque",40,40,NA,NA
"matched",699,377,"chowder","clam",100,80,75.5,4.2
"matched",699,377,"chowder","soup",80,60,12.9,1.2
"matched",699,377,"chowder","water",20,40,NA,NA
"matched",699,377,"cinema","popcorn",60,80,NA,NA
"matched",699,377,"closed","door",80,80,7.2,0
"matched",699,377,"closed","finished",40,80,NA,NA
"matched",699,377,"closed","shut",100,80,2.6,0
"matched",699,377,"cloth","fabric",80,80,11.5,38.1
"matched",699,377,"cloth","nylon",20,40,NA,NA
"matched",699,377,"common","everyday",80,80,4.1,0
"matched",699,377,"computer","drive",40,80,NA,NA
"matched",699,377,"computer","memory",60,60,NA,NA
"matched",699,377,"computer","processor",80,60,NA,NA
"matched",699,377,"dancer","ballet",100,100,25.5,7.6
"matched",699,377,"dancer","flamenco",60,40,NA,NA
"matched",699,377,"dancer","pole",40,60,NA,NA
"matched",699,377,"difficult","challenge",60,40,NA,NA
"matched",699,377,"difficult","easy",40,60,28.3,2.1
"matched",699,377,"melody","harmony",100,60,9.3,10.3
"matched",699,377,"melody","instrument",20,80,NA,NA
"matched",699,377,"melody","music",80,60,24.3,2
"matched",699,377,"melody","piano",40,80,NA,NA
"matched",699,377,"melody","rhapsody",60,80,NA,NA
"matched",699,377,"organize","plan",60,100,3.4,8.1
"matched",699,377,"organize","setup",20,80,NA,NA
"matched",699,377,"organize","sort",80,80,NA,NA
"matched",699,377,"pupil","uniform",80,40,NA,NA
"exp",569,347,"assist","elderly",60,20,NA,NA
"exp",569,347,"assist","goal",40,60,NA,NA
"exp",569,347,"assist","help",100,100,84.2,1.6
"exp",569,347,"assist","nice",20,20,NA,NA
"exp",569,347,"bashful","blushing",20,60,NA,NA
"exp",569,347,"bashful","compliment",20,20,NA,NA
"exp",569,347,"bashful","nervous",100,60,NA,NA
"exp",569,347,"bashful","outgoing",40,20,NA,NA
"exp",569,347,"bashful","shy",100,80,73,7.6
"exp",569,347,"before","ahead",20,20,NA,NA
"exp",569,347,"before","pretense",60,20,NA,NA
"exp",569,347,"beginning","journey",60,60,NA,NA
"exp",569,347,"beginning","start",80,80,15.8,0
"exp",569,347,"body","strength",80,60,NA,NA
"exp",569,347,"break","bones",80,40,NA,NA
"exp",569,347,"break","fracture",20,40,NA,NA
"exp",569,347,"break","hurt",60,20,NA,NA
"exp",569,347,"car","fast",20,20,1.7,2.4
"exp",569,347,"car","transportation",80,100,3.3,59.5
"exp",569,347,"casual","easygoing",20,40,NA,NA
"exp",569,347,"casual","laid",60,20,NA,NA
"exp",569,347,"casual","relaxed",100,60,6.8,0
"exp",569,347,"challenge","skillset",20,20,NA,NA
"exp",569,347,"chowder","clams",40,100,NA,NA
"exp",569,347,"chowder","food",20,40,NA,NA
"exp",569,347,"chowder","soup",60,100,12.9,1.2
"exp",569,347,"chowder","thick",80,60,NA,NA
"exp",569,347,"cinema","fun",20,20,1.3,0
"exp",569,347,"cinema","popcorn",100,100,NA,NA
"exp",569,347,"cinema","sticky",60,40,NA,NA
"exp",569,347,"closed","business",40,40,NA,NA
"exp",569,347,"closed","open",80,40,67.8,0
"exp",569,347,"closed","over",20,40,NA,NA
"exp",569,347,"closed","window",60,100,NA,NA
"exp",569,347,"cloth","soft",40,60,3,0
"exp",569,347,"common","basic",40,40,NA,NA
"exp",569,347,"common","easy",60,60,NA,NA
"exp",569,347,"common","rarity",20,20,NA,NA
"exp",569,347,"computer","harddrive",40,40,NA,NA
"exp",569,347,"computer","internet",80,80,NA,NA
"exp",569,347,"computer","memory",80,60,NA,NA
"exp",569,347,"dancer","flexible",40,100,NA,NA
"exp",569,347,"dancer","legs",100,80,3.3,0
"exp",569,347,"difficult","challenging",60,80,NA,NA
"exp",569,347,"difficult","hard",80,100,59.4,0
"exp",569,347,"difficult","work",40,60,NA,NA
"exp",569,347,"melody","music",80,100,24.3,2
"exp",569,347,"melody","song",40,100,41.4,2
"exp",569,347,"pupil","color",80,40,NA,NA
"exp",569,347,"pupil","eyes",80,100,NA,NA
"matched",669,347,"assist","elderly",60,20,NA,NA
"matched",669,347,"assist","goal",40,20,NA,NA
"matched",669,347,"assist","help",100,60,84.2,1.6
"matched",669,347,"assist","nice",20,20,NA,NA
"matched",669,347,"bashful","blushing",20,40,NA,NA
"matched",669,347,"bashful","compliment",20,20,NA,NA
"matched",669,347,"bashful","nervous",100,20,NA,NA
"matched",669,347,"bashful","outgoing",40,40,NA,NA
"matched",669,347,"bashful","shy",100,100,73,7.6
"matched",669,347,"before","ahead",20,20,NA,NA
"matched",669,347,"before","pretense",60,20,NA,NA
"matched",669,347,"beginning","journey",60,20,NA,NA
"matched",669,347,"beginning","start",80,60,15.8,0
"matched",669,347,"body","strength",80,20,NA,NA
"matched",669,347,"break","bones",80,20,NA,NA
"matched",669,347,"break","fracture",20,40,NA,NA
"matched",669,347,"break","hurt",60,20,NA,NA
"matched",669,347,"car","fast",20,40,1.7,2.4
"matched",669,347,"car","transportation",80,20,3.3,59.5
"matched",669,347,"casual","easygoing",20,40,NA,NA
"matched",669,347,"casual","laid",60,20,NA,NA
"matched",669,347,"casual","relaxed",100,20,6.8,0
"matched",669,347,"challenge","skillset",20,20,NA,NA
"matched",669,347,"chowder","clams",40,20,NA,NA
"matched",669,347,"chowder","food",20,20,NA,NA
"matched",669,347,"chowder","soup",60,40,12.9,1.2
"matched",669,347,"chowder","thick",80,20,NA,NA
"matched",669,347,"cinema","fun",20,20,1.3,0
"matched",669,347,"cinema","popcorn",100,40,NA,NA
"matched",669,347,"cinema","sticky",60,20,NA,NA
"matched",669,347,"closed","business",40,20,NA,NA
"matched",669,347,"closed","open",80,100,67.8,0
"matched",669,347,"closed","over",20,20,NA,NA
"matched",669,347,"closed","window",60,20,NA,NA
"matched",669,347,"cloth","soft",40,60,3,0
"matched",669,347,"common","basic",40,20,NA,NA
"matched",669,347,"common","easy",60,20,NA,NA
"matched",669,347,"common","rarity",20,20,NA,NA
"matched",669,347,"computer","harddrive",40,40,NA,NA
"matched",669,347,"computer","internet",80,40,NA,NA
"matched",669,347,"computer","memory",80,20,NA,NA
"matched",669,347,"dancer","flexible",40,40,NA,NA
"matched",669,347,"dancer","legs",100,40,3.3,0
"matched",669,347,"difficult","challenging",60,40,NA,NA
"matched",669,347,"difficult","hard",80,60,59.4,0
"matched",669,347,"difficult","work",40,20,NA,NA
"matched",669,347,"melody","music",80,40,24.3,2
"matched",669,347,"melody","song",40,80,41.4,2
"matched",669,347,"pupil","color",80,20,NA,NA
"matched",669,347,"pupil","eyes",80,40,NA,NA
"exp",560,338,"assist","aid",40,60,6.1,0
"exp",560,338,"assist","help",100,60,84.2,1.6
"exp",560,338,"assist","walker",60,60,NA,NA
"exp",560,338,"bashful","shy",100,80,73,7.6
"exp",560,338,"bashful","timid",60,60,NA,NA
"exp",560,338,"before","after",100,100,85.9,57.1
"exp",560,338,"before","post",40,40,NA,NA
"exp",560,338,"beginning","class",20,20,NA,NA
"exp",560,338,"beginning","start",80,80,15.8,0
"exp",560,338,"beginning","story",60,60,NA,NA
"exp",560,338,"body","organs",40,60,NA,NA
"exp",560,338,"body","people",20,40,NA,NA
"exp",560,338,"body","skin",100,100,2.7,2
"exp",560,338,"break","tear",40,80,2.2,0
"exp",560,338,"car","roads",20,40,NA,NA
"exp",560,338,"casual","business",100,100,NA,NA
"exp",560,338,"casual","comfortable",80,60,5.4,0
"exp",560,338,"casual","shorts",60,40,1.4,0
"exp",560,338,"challenge","game",20,40,2.7,0
"exp",560,338,"challenge","hard",60,100,8.2,0
"exp",560,338,"chowder","eating",20,60,NA,NA
"exp",560,338,"chowder","food",60,40,NA,NA
"exp",560,338,"chowder","hot",40,40,NA,NA
"exp",560,338,"chowder","soup",80,80,12.9,1.2
"exp",560,338,"cinema","movie",80,80,79.3,2.5
"exp",560,338,"cinema","popcorn",80,60,NA,NA
"exp",560,338,"closed","door",100,100,7.2,0
"exp",560,338,"closed","exit",80,20,NA,NA
"exp",560,338,"cloth","clothes",40,80,18.2,0
"exp",560,338,"cloth","fabric",20,60,11.5,38.1
"exp",560,338,"cloth","shirt",60,60,1.8,0
"exp",560,338,"cloth","textile",80,80,NA,NA
"exp",560,338,"common","people",20,80,3.4,0
"exp",560,338,"computer","facebook",100,100,NA,NA
"exp",560,338,"computer","screen",60,80,2.7,0
"exp",560,338,"dancer","fun",60,20,NA,NA
"exp",560,338,"dancer","music",40,60,5.2,0
"exp",560,338,"difficult","hard",80,80,59.4,0
"exp",560,338,"difficult","math",40,40,NA,NA
"exp",560,338,"difficult","puzzle",60,80,NA,NA
"exp",560,338,"melody","lyrics",40,80,NA,NA
"exp",560,338,"melody","music",20,60,24.3,2
"exp",560,338,"melody","song",100,80,41.4,2
"exp",560,338,"organize","homework",20,40,NA,NA
"exp",560,338,"organize","neat",100,80,20.7,2
"exp",560,338,"organize","tidy",80,80,2.1,0
"exp",560,338,"pupil","eye",80,80,16.7,1.6
"exp",560,338,"pupil","learn",40,80,NA,NA
"exp",560,338,"pupil","seeing",20,40,NA,NA
"exp",560,338,"pupil","student",100,100,68.3,5.1
"matched",660,338,"assist","aid",40,80,6.1,0
"matched",660,338,"assist","help",100,100,84.2,1.6
"matched",660,338,"assist","walker",60,20,NA,NA
"matched",660,338,"bashful","shy",100,100,73,7.6
"matched",660,338,"bashful","timid",60,80,NA,NA
"matched",660,338,"before","after",100,80,85.9,57.1
"matched",660,338,"before","post",40,60,NA,NA
"matched",660,338,"beginning","class",20,60,NA,NA
"matched",660,338,"beginning","start",80,100,15.8,0
"matched",660,338,"beginning","story",60,20,NA,NA
"matched",660,338,"body","organs",40,40,NA,NA
"matched",660,338,"body","people",20,20,NA,NA
"matched",660,338,"body","skin",100,40,2.7,2
"matched",660,338,"break","tear",40,80,2.2,0
"matched",660,338,"car","roads",20,60,NA,NA
"matched",660,338,"casual","business",100,60,NA,NA
"matched",660,338,"casual","comfortable",80,60,5.4,0
"matched",660,338,"casual","shorts",60,40,1.4,0
"matched",660,338,"challenge","game",20,60,2.7,0
"matched",660,338,"challenge","hard",60,40,8.2,0
"matched",660,338,"chowder","eating",20,60,NA,NA
"matched",660,338,"chowder","food",60,60,NA,NA
"matched",660,338,"chowder","hot",40,40,NA,NA
"matched",660,338,"chowder","soup",80,80,12.9,1.2
"matched",660,338,"cinema","movie",80,80,79.3,2.5
"matched",660,338,"cinema","popcorn",80,40,NA,NA
"matched",660,338,"closed","door",100,40,7.2,0
"matched",660,338,"closed","exit",80,60,NA,NA
"matched",660,338,"cloth","clothes",40,60,18.2,0
"matched",660,338,"cloth","fabric",20,40,11.5,38.1
"matched",660,338,"cloth","shirt",60,100,1.8,0
"matched",660,338,"cloth","textile",80,60,NA,NA
"matched",660,338,"common","people",20,20,3.4,0
"matched",660,338,"computer","facebook",100,80,NA,NA
"matched",660,338,"computer","screen",60,60,2.7,0
"matched",660,338,"dancer","fun",60,40,NA,NA
"matched",660,338,"dancer","music",40,80,5.2,0
"matched",660,338,"difficult","hard",80,100,59.4,0
"matched",660,338,"difficult","math",40,80,NA,NA
"matched",660,338,"difficult","puzzle",60,40,NA,NA
"matched",660,338,"melody","lyrics",40,80,NA,NA
"matched",660,338,"melody","music",20,80,24.3,2
"matched",660,338,"melody","song",100,100,41.4,2
"matched",660,338,"organize","homework",20,40,NA,NA
"matched",660,338,"organize","neat",100,20,20.7,2
"matched",660,338,"organize","tidy",80,20,2.1,0
"matched",660,338,"pupil","eye",80,20,16.7,1.6
"matched",660,338,"pupil","learn",40,40,NA,NA
"matched",660,338,"pupil","seeing",20,20,NA,NA
"matched",660,338,"pupil","student",100,100,68.3,5.1
"control",6,NA,"assist","aid",NA,40,6.1,0
"control",7,NA,"assist","aid",NA,80,6.1,0
"control",8,NA,"assist","aid",NA,40,6.1,0
"control",9,NA,"assist","aid",NA,80,6.1,0
"control",10,NA,"assist","aid",NA,20,6.1,0
"control",11,NA,"assist","aid",NA,60,6.1,0
"control",12,NA,"assist","aid",NA,20,6.1,0
"control",13,NA,"assist","aid",NA,20,6.1,0
"control",14,NA,"assist","aid",NA,100,6.1,0
"control",15,NA,"assist","aid",NA,60,6.1,0
"control",16,NA,"assist","aid",NA,60,6.1,0
"control",17,NA,"assist","aid",NA,20,6.1,0
"control",18,NA,"assist","aid",NA,80,6.1,0
"control",19,NA,"assist","aid",NA,60,6.1,0
"control",20,NA,"assist","aid",NA,60,6.1,0
"control",21,NA,"assist","aid",NA,100,6.1,0
"control",22,NA,"assist","aid",NA,40,6.1,0
"control",23,NA,"assist","aid",NA,40,6.1,0
"control",24,NA,"assist","aid",NA,40,6.1,0
"control",25,NA,"assist","aid",NA,60,6.1,0
"control",26,NA,"assist","aid",NA,100,6.1,0
"control",27,NA,"assist","aid",NA,20,6.1,0
"control",28,NA,"assist","aid",NA,100,6.1,0
"control",29,NA,"assist","aid",NA,100,6.1,0
"control",30,NA,"assist","aid",NA,40,6.1,0
"control",31,NA,"assist","aid",NA,20,6.1,0
"control",32,NA,"assist","aid",NA,80,6.1,0
"control",33,NA,"assist","aid",NA,40,6.1,0
"control",34,NA,"assist","aid",NA,40,6.1,0
"control",35,NA,"assist","aid",NA,60,6.1,0
"control",36,NA,"assist","aid",NA,60,6.1,0
"control",37,NA,"assist","aid",NA,100,6.1,0
"control",38,NA,"assist","aid",NA,20,6.1,0
"control",39,NA,"assist","aid",NA,40,6.1,0
"control",40,NA,"assist","aid",NA,60,6.1,0
"control",41,NA,"assist","aid",NA,NA,6.1,0
"control",42,NA,"assist","aid",NA,60,6.1,0
"control",43,NA,"assist","aid",NA,60,6.1,0
"control",44,NA,"assist","aid",NA,100,6.1,0
"control",45,NA,"assist","aid",NA,40,6.1,0
"control",46,NA,"assist","aid",NA,60,6.1,0
"control",47,NA,"assist","aid",NA,20,6.1,0
"control",48,NA,"assist","aid",NA,100,6.1,0
"control",49,NA,"assist","aid",NA,20,6.1,0
"control",50,NA,"assist","aid",NA,100,6.1,0
"control",51,NA,"assist","aid",NA,40,6.1,0
"control",52,NA,"assist","aid",NA,100,6.1,0
"control",53,NA,"assist","aid",NA,80,6.1,0
"control",54,NA,"assist","aid",NA,80,6.1,0
"control",55,NA,"assist","aid",NA,100,6.1,0
"control",56,NA,"assist","aid",NA,40,6.1,0
"control",57,NA,"assist","aid",NA,100,6.1,0
"control",6,NA,"assist","help",NA,80,84.2,1.6
"control",7,NA,"assist","help",NA,60,84.2,1.6
"control",8,NA,"assist","help",NA,80,84.2,1.6
"control",9,NA,"assist","help",NA,80,84.2,1.6
"control",10,NA,"assist","help",NA,80,84.2,1.6
"control",11,NA,"assist","help",NA,80,84.2,1.6
"control",12,NA,"assist","help",NA,60,84.2,1.6
"control",13,NA,"assist","help",NA,60,84.2,1.6
"control",14,NA,"assist","help",NA,100,84.2,1.6
"control",15,NA,"assist","help",NA,100,84.2,1.6
"control",16,NA,"assist","help",NA,100,84.2,1.6
"control",17,NA,"assist","help",NA,20,84.2,1.6
"control",18,NA,"assist","help",NA,60,84.2,1.6
"control",19,NA,"assist","help",NA,60,84.2,1.6
"control",20,NA,"assist","help",NA,80,84.2,1.6
"control",21,NA,"assist","help",NA,80,84.2,1.6
"control",22,NA,"assist","help",NA,80,84.2,1.6
"control",23,NA,"assist","help",NA,80,84.2,1.6
"control",24,NA,"assist","help",NA,80,84.2,1.6
"control",25,NA,"assist","help",NA,80,84.2,1.6
"control",26,NA,"assist","help",NA,100,84.2,1.6
"control",27,NA,"assist","help",NA,40,84.2,1.6
"control",28,NA,"assist","help",NA,100,84.2,1.6
"control",29,NA,"assist","help",NA,100,84.2,1.6
"control",30,NA,"assist","help",NA,100,84.2,1.6
"control",31,NA,"assist","help",NA,20,84.2,1.6
"control",32,NA,"assist","help",NA,60,84.2,1.6
"control",33,NA,"assist","help",NA,80,84.2,1.6
"control",34,NA,"assist","help",NA,60,84.2,1.6
"control",35,NA,"assist","help",NA,80,84.2,1.6
"control",36,NA,"assist","help",NA,100,84.2,1.6
"control",37,NA,"assist","help",NA,100,84.2,1.6
"control",38,NA,"assist","help",NA,100,84.2,1.6
"control",39,NA,"assist","help",NA,100,84.2,1.6
"control",40,NA,"assist","help",NA,80,84.2,1.6
"control",41,NA,"assist","help",NA,60,84.2,1.6
"control",42,NA,"assist","help",NA,80,84.2,1.6
"control",43,NA,"assist","help",NA,60,84.2,1.6
"control",44,NA,"assist","help",NA,100,84.2,1.6
"control",45,NA,"assist","help",NA,60,84.2,1.6
"control",46,NA,"assist","help",NA,80,84.2,1.6
"control",47,NA,"assist","help",NA,80,84.2,1.6
"control",48,NA,"assist","help",NA,100,84.2,1.6
"control",49,NA,"assist","help",NA,80,84.2,1.6
"control",50,NA,"assist","help",NA,100,84.2,1.6
"control",51,NA,"assist","help",NA,40,84.2,1.6
"control",52,NA,"assist","help",NA,100,84.2,1.6
"control",53,NA,"assist","help",NA,60,84.2,1.6
"control",54,NA,"assist","help",NA,80,84.2,1.6
"control",55,NA,"assist","help",NA,100,84.2,1.6
"control",56,NA,"assist","help",NA,60,84.2,1.6
"control",57,NA,"assist","help",NA,100,84.2,1.6
"control",6,NA,"assist","teacher",NA,20,1.1,0
"control",7,NA,"assist","teacher",NA,80,1.1,0
"control",8,NA,"assist","teacher",NA,20,1.1,0
"control",9,NA,"assist","teacher",NA,20,1.1,0
"control",10,NA,"assist","teacher",NA,40,1.1,0
"control",11,NA,"assist","teacher",NA,100,1.1,0
"control",12,NA,"assist","teacher",NA,80,1.1,0
"control",13,NA,"assist","teacher",NA,20,1.1,0
"control",14,NA,"assist","teacher",NA,100,1.1,0
"control",15,NA,"assist","teacher",NA,60,1.1,0
"control",16,NA,"assist","teacher",NA,20,1.1,0
"control",17,NA,"assist","teacher",NA,100,1.1,0
"control",18,NA,"assist","teacher",NA,20,1.1,0
"control",19,NA,"assist","teacher",NA,20,1.1,0
"control",20,NA,"assist","teacher",NA,20,1.1,0
"control",21,NA,"assist","teacher",NA,40,1.1,0
"control",22,NA,"assist","teacher",NA,20,1.1,0
"control",23,NA,"assist","teacher",NA,40,1.1,0
"control",24,NA,"assist","teacher",NA,40,1.1,0
"control",25,NA,"assist","teacher",NA,40,1.1,0
"control",26,NA,"assist","teacher",NA,40,1.1,0
"control",27,NA,"assist","teacher",NA,40,1.1,0
"control",28,NA,"assist","teacher",NA,60,1.1,0
"control",29,NA,"assist","teacher",NA,60,1.1,0
"control",30,NA,"assist","teacher",NA,20,1.1,0
"control",31,NA,"assist","teacher",NA,60,1.1,0
"control",32,NA,"assist","teacher",NA,60,1.1,0
"control",33,NA,"assist","teacher",NA,40,1.1,0
"control",34,NA,"assist","teacher",NA,40,1.1,0
"control",35,NA,"assist","teacher",NA,40,1.1,0
"control",36,NA,"assist","teacher",NA,60,1.1,0
"control",37,NA,"assist","teacher",NA,20,1.1,0
"control",38,NA,"assist","teacher",NA,40,1.1,0
"control",39,NA,"assist","teacher",NA,40,1.1,0
"control",40,NA,"assist","teacher",NA,40,1.1,0
"control",41,NA,"assist","teacher",NA,20,1.1,0
"control",42,NA,"assist","teacher",NA,40,1.1,0
"control",43,NA,"assist","teacher",NA,60,1.1,0
"control",44,NA,"assist","teacher",NA,20,1.1,0
"control",45,NA,"assist","teacher",NA,60,1.1,0
"control",46,NA,"assist","teacher",NA,40,1.1,0
"control",47,NA,"assist","teacher",NA,20,1.1,0
"control",48,NA,"assist","teacher",NA,20,1.1,0
"control",49,NA,"assist","teacher",NA,40,1.1,0
"control",50,NA,"assist","teacher",NA,40,1.1,0
"control",51,NA,"assist","teacher",NA,40,1.1,0
"control",52,NA,"assist","teacher",NA,60,1.1,0
"control",53,NA,"assist","teacher",NA,60,1.1,0
"control",54,NA,"assist","teacher",NA,20,1.1,0
"control",55,NA,"assist","teacher",NA,40,1.1,0
"control",56,NA,"assist","teacher",NA,80,1.1,0
"control",57,NA,"assist","teacher",NA,60,1.1,0
"control",6,NA,"bashful","dopey",NA,20,3.3,NA
"control",7,NA,"bashful","dopey",NA,60,3.3,NA
"control",8,NA,"bashful","dopey",NA,20,3.3,NA
"control",9,NA,"bashful","dopey",NA,40,3.3,NA
"control",10,NA,"bashful","dopey",NA,20,3.3,NA
"control",11,NA,"bashful","dopey",NA,20,3.3,NA
"control",12,NA,"bashful","dopey",NA,NA,3.3,NA
"control",13,NA,"bashful","dopey",NA,20,3.3,NA
"control",14,NA,"bashful","dopey",NA,80,3.3,NA
"control",15,NA,"bashful","dopey",NA,20,3.3,NA
"control",16,NA,"bashful","dopey",NA,80,3.3,NA
"control",17,NA,"bashful","dopey",NA,40,3.3,NA
"control",18,NA,"bashful","dopey",NA,40,3.3,NA
"control",19,NA,"bashful","dopey",NA,20,3.3,NA
"control",20,NA,"bashful","dopey",NA,20,3.3,NA
"control",21,NA,"bashful","dopey",NA,20,3.3,NA
"control",22,NA,"bashful","dopey",NA,20,3.3,NA
"control",23,NA,"bashful","dopey",NA,40,3.3,NA
"control",24,NA,"bashful","dopey",NA,40,3.3,NA
"control",25,NA,"bashful","dopey",NA,60,3.3,NA
"control",26,NA,"bashful","dopey",NA,40,3.3,NA
"control",27,NA,"bashful","dopey",NA,80,3.3,NA
"control",28,NA,"bashful","dopey",NA,100,3.3,NA
"control",29,NA,"bashful","dopey",NA,20,3.3,NA
"control",30,NA,"bashful","dopey",NA,100,3.3,NA
"control",31,NA,"bashful","dopey",NA,40,3.3,NA
"control",32,NA,"bashful","dopey",NA,20,3.3,NA
"control",33,NA,"bashful","dopey",NA,40,3.3,NA
"control",34,NA,"bashful","dopey",NA,20,3.3,NA
"control",35,NA,"bashful","dopey",NA,20,3.3,NA
"control",36,NA,"bashful","dopey",NA,40,3.3,NA
"control",37,NA,"bashful","dopey",NA,20,3.3,NA
"control",38,NA,"bashful","dopey",NA,20,3.3,NA
"control",39,NA,"bashful","dopey",NA,20,3.3,NA
"control",40,NA,"bashful","dopey",NA,60,3.3,NA
"control",41,NA,"bashful","dopey",NA,20,3.3,NA
"control",42,NA,"bashful","dopey",NA,20,3.3,NA
"control",43,NA,"bashful","dopey",NA,60,3.3,NA
"control",44,NA,"bashful","dopey",NA,80,3.3,NA
"control",45,NA,"bashful","dopey",NA,100,3.3,NA
"control",46,NA,"bashful","dopey",NA,20,3.3,NA
"control",47,NA,"bashful","dopey",NA,20,3.3,NA
"control",48,NA,"bashful","dopey",NA,80,3.3,NA
"control",49,NA,"bashful","dopey",NA,20,3.3,NA
"control",50,NA,"bashful","dopey",NA,60,3.3,NA
"control",51,NA,"bashful","dopey",NA,40,3.3,NA
"control",52,NA,"bashful","dopey",NA,40,3.3,NA
"control",53,NA,"bashful","dopey",NA,60,3.3,NA
"control",54,NA,"bashful","dopey",NA,80,3.3,NA
"control",55,NA,"bashful","dopey",NA,20,3.3,NA
"control",56,NA,"bashful","dopey",NA,20,3.3,NA
"control",57,NA,"bashful","dopey",NA,20,3.3,NA
"control",6,NA,"bashful","dwarves",NA,20,7.9,0
"control",7,NA,"bashful","dwarves",NA,100,7.9,0
"control",8,NA,"bashful","dwarves",NA,20,7.9,0
"control",9,NA,"bashful","dwarves",NA,20,7.9,0
"control",10,NA,"bashful","dwarves",NA,20,7.9,0
"control",11,NA,"bashful","dwarves",NA,20,7.9,0
"control",12,NA,"bashful","dwarves",NA,60,7.9,0
"control",13,NA,"bashful","dwarves",NA,40,7.9,0
"control",14,NA,"bashful","dwarves",NA,20,7.9,0
"control",15,NA,"bashful","dwarves",NA,20,7.9,0
"control",16,NA,"bashful","dwarves",NA,100,7.9,0
"control",17,NA,"bashful","dwarves",NA,60,7.9,0
"control",18,NA,"bashful","dwarves",NA,40,7.9,0
