"group","partno","matched.partno","cue","target","expnorm","judgment","fsg","bsg"
"matched",700,378,"computer","help",80,60,NA,NA
"matched",700,378,"dancer","ballet",60,60,25.5,7.6
"matched",700,378,"dancer","dirty",40,80,NA,NA
"matched",700,378,"difficult","challenge",80,80,NA,NA
"matched",700,378,"difficult","easy",100,40,28.3,2.1
"matched",700,378,"difficult","school",80,60,NA,NA
"matched",700,378,"melody","music",60,80,24.3,2
"matched",700,378,"melody","song",40,60,41.4,2
"matched",700,378,"melody","tone",100,60,NA,NA
"matched",700,378,"organize","ocd",100,40,NA,NA
"matched",700,378,"pupil","light",20,40,NA,NA
"exp",565,343,"assist","basketball",80,60,NA,NA
"exp",565,343,"assist","goal",60,60,NA,NA
"exp",565,343,"assist","help",100,80,84.2,1.6
"exp",565,343,"assist","secretary",20,20,NA,NA
"exp",565,343,"bashful","dopey",80,60,3.3,NA
"exp",565,343,"bashful","sleepy",100,40,NA,NA
"exp",565,343,"before","after",100,100,85.9,57.1
"exp",565,343,"beginning","death",20,20,NA,NA
"exp",565,343,"beginning","end",100,100,74.7,0
"exp",565,343,"beginning","middle",80,100,NA,NA
"exp",565,343,"body","parts",80,80,NA,NA
"exp",565,343,"body","store",20,20,NA,NA
"exp",565,343,"break","windows",20,20,NA,NA
"exp",565,343,"car","collision",60,80,NA,NA
"exp",565,343,"car","gas",20,60,3.9,37.8
"exp",565,343,"car","wash",40,60,NA,NA
"exp",565,343,"casual","dress",80,100,14.3,0
"exp",565,343,"challenge","hard",80,100,8.2,0
"exp",565,343,"chowder","california",60,40,NA,NA
"exp",565,343,"chowder","chunky",40,40,NA,NA
"exp",565,343,"chowder","clam",100,100,75.5,4.2
"exp",565,343,"cinema","movie",60,100,79.3,2.5
"exp",565,343,"cinema","movies",40,100,NA,NA
"exp",565,343,"cinema","theatre",100,100,NA,NA
"exp",565,343,"closed","casket",20,20,NA,NA
"exp",565,343,"closed","door",60,60,7.2,0
"exp",565,343,"closed","open",100,80,67.8,0
"exp",565,343,"closed","window",40,80,NA,NA
"exp",565,343,"cloth","bed",60,40,NA,NA
"exp",565,343,"cloth","napkins",20,60,NA,NA
"exp",565,343,"common","language",80,80,NA,NA
"exp",565,343,"computer","games",60,80,NA,NA
"exp",565,343,"computer","internet",80,60,NA,NA
"exp",565,343,"computer","technology",40,40,3.4,23.4
"exp",565,343,"dancer","ballet",80,80,25.5,7.6
"exp",565,343,"dancer","rudolph",20,40,NA,NA
"exp",565,343,"dancer","swing",40,100,NA,NA
"exp",565,343,"dancer","tap",60,80,NA,NA
"exp",565,343,"difficult","hard",100,100,59.4,0
"exp",565,343,"difficult","school",40,60,NA,NA
"exp",565,343,"melody","harmony",100,100,9.3,10.3
"exp",565,343,"melody","music",60,100,24.3,2
"exp",565,343,"melody","rhythm",40,80,3.6,1
"exp",565,343,"organize","bookshelf",20,60,NA,NA
"exp",565,343,"organize","clean",80,100,9,0
"exp",565,343,"organize","order",40,20,2.8,2.9
"exp",565,343,"organize","room",60,100,1.4,0
"exp",565,343,"pupil","iris",100,40,NA,NA
"exp",565,343,"pupil","school",20,80,1.6,0
"exp",565,343,"pupil","teacher",40,80,8.7,0
"matched",656,343,"assist","basketball",80,80,NA,NA
"matched",656,343,"assist","goal",60,100,NA,NA
"matched",656,343,"assist","help",100,60,84.2,1.6
"matched",656,343,"assist","secretary",20,40,NA,NA
"matched",656,343,"bashful","dopey",80,60,3.3,NA
"matched",656,343,"bashful","sleepy",100,80,NA,NA
"matched",656,343,"before","after",100,80,85.9,57.1
"matched",656,343,"beginning","death",20,60,NA,NA
"matched",656,343,"beginning","end",100,60,74.7,0
"matched",656,343,"beginning","middle",80,80,NA,NA
"matched",656,343,"body","parts",80,80,NA,NA
"matched",656,343,"body","store",20,40,NA,NA
"matched",656,343,"break","windows",20,40,NA,NA
"matched",656,343,"car","collision",60,40,NA,NA
"matched",656,343,"car","gas",20,100,3.9,37.8
"matched",656,343,"car","wash",40,80,NA,NA
"matched",656,343,"casual","dress",80,80,14.3,0
"matched",656,343,"challenge","hard",80,80,8.2,0
"matched",656,343,"chowder","california",60,80,NA,NA
"matched",656,343,"chowder","chunky",40,80,NA,NA
"matched",656,343,"chowder","clam",100,80,75.5,4.2
"matched",656,343,"cinema","movie",60,100,79.3,2.5
"matched",656,343,"cinema","movies",40,100,NA,NA
"matched",656,343,"cinema","theatre",100,80,NA,NA
"matched",656,343,"closed","casket",20,60,NA,NA
"matched",656,343,"closed","door",60,80,7.2,0
"matched",656,343,"closed","open",100,60,67.8,0
"matched",656,343,"closed","window",40,60,NA,NA
"matched",656,343,"cloth","bed",60,100,NA,NA
"matched",656,343,"cloth","napkins",20,60,NA,NA
"matched",656,343,"common","language",80,60,NA,NA
"matched",656,343,"computer","games",60,60,NA,NA
"matched",656,343,"computer","internet",80,100,NA,NA
"matched",656,343,"computer","technology",40,100,3.4,23.4
"matched",656,343,"dancer","ballet",80,80,25.5,7.6
"matched",656,343,"dancer","rudolph",20,40,NA,NA
"matched",656,343,"dancer","swing",40,60,NA,NA
"matched",656,343,"dancer","tap",60,80,NA,NA
"matched",656,343,"difficult","hard",100,60,59.4,0
"matched",656,343,"difficult","school",40,40,NA,NA
"matched",656,343,"melody","harmony",100,80,9.3,10.3
"matched",656,343,"melody","music",60,100,24.3,2
"matched",656,343,"melody","rhythm",40,80,3.6,1
"matched",656,343,"organize","bookshelf",20,40,NA,NA
"matched",656,343,"organize","clean",80,60,9,0
"matched",656,343,"organize","order",40,80,2.8,2.9
"matched",656,343,"organize","room",60,80,1.4,0
"matched",656,343,"pupil","iris",100,60,NA,NA
"matched",656,343,"pupil","school",20,80,1.6,0
"matched",656,343,"pupil","teacher",40,100,8.7,0
"exp",556,334,"assist","complete",40,20,NA,NA
"exp",556,334,"bashful","quite",80,60,NA,NA
"exp",556,334,"bashful","rosy",60,20,NA,NA
"exp",556,334,"bashful","young",20,20,NA,NA
"exp",556,334,"before","after",100,100,85.9,57.1
"exp",556,334,"before","end",40,100,NA,NA
"exp",556,334,"beginning","during",80,100,NA,NA
"exp",556,334,"beginning","start",40,100,15.8,0
"exp",556,334,"body","head",80,80,1.4,4.1
"exp",556,334,"body","legs",60,40,NA,NA
"exp",556,334,"body","torso",40,80,NA,NA
"exp",556,334,"break","crack",20,40,6.7,19.4
"exp",556,334,"break","shatter",100,80,4.4,41.9
"exp",556,334,"car","accident",60,60,NA,NA
"exp",556,334,"car","travel",40,60,3.9,6.1
"exp",556,334,"casual","chill",60,40,NA,NA
"exp",556,334,"casual","clean",20,60,NA,NA
"exp",556,334,"casual","lazy",80,100,NA,NA
"exp",556,334,"challenge","smart",20,20,NA,NA
"exp",556,334,"challenge","tough",60,100,NA,NA
"exp",556,334,"chowder","bowl",40,80,NA,NA
"exp",556,334,"chowder","soup",80,100,12.9,1.2
"exp",556,334,"chowder","warmth",60,100,NA,NA
"exp",556,334,"cinema","concession",100,100,NA,NA
"exp",556,334,"cinema","friends",20,20,NA,NA
"exp",556,334,"cinema","fun",60,60,1.3,0
"exp",556,334,"cinema","movie",100,100,79.3,2.5
"exp",556,334,"closed","in",20,40,NA,NA
"exp",556,334,"closed","on",20,20,NA,NA
"exp",556,334,"closed","shut",100,100,2.6,0
"exp",556,334,"cloth","old",100,60,NA,NA
"exp",556,334,"cloth","sew",80,80,4.2,2.8
"exp",556,334,"common","ordinary",80,100,4.8,9.7
"exp",556,334,"common","rare",60,40,4.1,8.4
"exp",556,334,"computer","games",60,100,NA,NA
"exp",556,334,"computer","homework",40,60,NA,NA
"exp",556,334,"computer","internet",100,100,NA,NA
"exp",556,334,"dancer","recital",40,20,NA,NA
"exp",556,334,"dancer","tranquility",20,40,NA,NA
"exp",556,334,"difficult","challenge",80,100,NA,NA
"exp",556,334,"difficult","hard",100,100,59.4,0
"exp",556,334,"melody","beauty",40,100,NA,NA
"exp",556,334,"melody","music",60,100,24.3,2
"exp",556,334,"melody","song",100,100,41.4,2
"exp",556,334,"organize","calm",20,20,NA,NA
"exp",556,334,"organize","clean",80,60,9,0
"exp",556,334,"organize","mature",20,20,NA,NA
"exp",556,334,"organize","straight",40,20,NA,NA
"exp",556,334,"organize","together",80,20,2.1,0
"exp",556,334,"pupil","see",100,100,NA,NA
"matched",656,334,"assist","complete",40,40,NA,NA
"matched",656,334,"bashful","quite",80,60,NA,NA
"matched",656,334,"bashful","rosy",60,60,NA,NA
"matched",656,334,"bashful","young",20,20,NA,NA
"matched",656,334,"before","after",100,100,85.9,57.1
"matched",656,334,"before","end",40,40,NA,NA
"matched",656,334,"beginning","during",80,20,NA,NA
"matched",656,334,"beginning","start",40,60,15.8,0
"matched",656,334,"body","head",80,60,1.4,4.1
"matched",656,334,"body","legs",60,80,NA,NA
"matched",656,334,"body","torso",40,100,NA,NA
"matched",656,334,"break","crack",20,40,6.7,19.4
"matched",656,334,"break","shatter",100,60,4.4,41.9
"matched",656,334,"car","accident",60,100,NA,NA
"matched",656,334,"car","travel",40,80,3.9,6.1
"matched",656,334,"casual","chill",60,40,NA,NA
"matched",656,334,"casual","clean",20,60,NA,NA
"matched",656,334,"casual","lazy",80,20,NA,NA
"matched",656,334,"challenge","smart",20,40,NA,NA
"matched",656,334,"challenge","tough",60,80,NA,NA
"matched",656,334,"chowder","bowl",40,40,NA,NA
"matched",656,334,"chowder","soup",80,60,12.9,1.2
"matched",656,334,"chowder","warmth",60,40,NA,NA
"matched",656,334,"cinema","concession",100,20,NA,NA
"matched",656,334,"cinema","friends",20,20,NA,NA
"matched",656,334,"cinema","fun",60,40,1.3,0
"matched",656,334,"cinema","movie",100,80,79.3,2.5
"matched",656,334,"closed","in",20,100,NA,NA
"matched",656,334,"closed","on",20,20,NA,NA
"matched",656,334,"closed","shut",100,100,2.6,0
"matched",656,334,"cloth","old",100,20,NA,NA
"matched",656,334,"cloth","sew",80,40,4.2,2.8
"matched",656,334,"common","ordinary",80,60,4.8,9.7
"matched",656,334,"common","rare",60,60,4.1,8.4
"matched",656,334,"computer","games",60,100,NA,NA
"matched",656,334,"computer","homework",40,40,NA,NA
"matched",656,334,"computer","internet",100,100,NA,NA
"matched",656,334,"dancer","recital",40,100,NA,NA
"matched",656,334,"dancer","tranquility",20,40,NA,NA
"matched",656,334,"difficult","challenge",80,60,NA,NA
"matched",656,334,"difficult","hard",100,100,59.4,0
"matched",656,334,"melody","beauty",40,20,NA,NA
"matched",656,334,"melody","music",60,80,24.3,2
"matched",656,334,"melody","song",100,80,41.4,2
"matched",656,334,"organize","calm",20,20,NA,NA
"matched",656,334,"organize","clean",80,100,9,0
"matched",656,334,"organize","mature",20,20,NA,NA
"matched",656,334,"organize","straight",40,100,NA,NA
"matched",656,334,"organize","together",80,20,2.1,0
"matched",656,334,"pupil","see",100,20,NA,NA
"exp",571,349,"assist","football",60,80,NA,NA
"exp",571,349,"assist","help",60,80,84.2,1.6
"exp",571,349,"assist","sports",40,60,NA,NA
"exp",571,349,"assist","tutor",20,80,NA,NA
"exp",571,349,"bashful","embarrassed",40,60,NA,NA
"exp",571,349,"bashful","modest",80,60,NA,NA
"exp",571,349,"bashful","shy",80,80,73,7.6
"exp",571,349,"bashful","timid",40,60,NA,NA
"exp",571,349,"before","previous",60,80,1.3,NA
"exp",571,349,"beginning","end",80,100,74.7,0
"exp",571,349,"beginning","fairy-tale",40,60,NA,NA
"exp",571,349,"break","rest",80,80,NA,NA
"exp",571,349,"break","summer",40,60,NA,NA
"exp",571,349,"car","expensive",20,20,1.1,4.8
"exp",571,349,"car","sports",40,20,NA,NA
"exp",571,349,"casual","attire",60,100,1.4,1.3
"exp",571,349,"casual","informal",60,80,2.7,NA
"exp",571,349,"casual","t-shirt",20,60,NA,NA
"exp",571,349,"challenge","ultimatum",20,60,NA,NA
"exp",571,349,"chowder","clam",100,100,75.5,4.2
"exp",571,349,"chowder","soup",60,100,12.9,1.2
"exp",571,349,"chowder","thick",80,100,NA,NA
"exp",571,349,"cinema","movie",100,100,79.3,2.5
"exp",571,349,"closed","business",40,80,NA,NA
"exp",571,349,"closed","secret",20,60,NA,NA
"exp",571,349,"closed","store",60,80,2.6,0
"exp",571,349,"cloth","knead",20,80,NA,NA
"exp",571,349,"cloth","knit",80,100,NA,NA
"exp",571,349,"cloth","sew",40,60,4.2,2.8
"exp",571,349,"cloth","warm",40,40,NA,NA
"exp",571,349,"common","friends",40,60,NA,NA
"exp",571,349,"common","interest",20,100,NA,NA
"exp",571,349,"common","interests",80,60,NA,NA
"exp",571,349,"common","shared",20,60,NA,NA
"exp",571,349,"common","similar",80,80,1.4,0
"exp",571,349,"computer","fast",20,60,1.4,0
"exp",571,349,"computer","internet",40,60,NA,NA
"exp",571,349,"computer","keyboard",60,60,4.8,21.7
"exp",571,349,"dancer","ballet",60,80,25.5,7.6
"exp",571,349,"difficult","frustrating",60,40,NA,NA
"exp",571,349,"difficult","troublesome",20,80,NA,NA
"exp",571,349,"melody","music",80,60,24.3,2
"exp",571,349,"melody","piano",40,80,NA,NA
"exp",571,349,"melody","rhythm",40,100,3.6,1
"exp",571,349,"melody","scores",20,60,NA,NA
"exp",571,349,"melody","soothing",60,80,NA,NA
"exp",571,349,"organize","care",20,60,NA,NA
"exp",571,349,"organize","neat",40,80,20.7,2
"exp",571,349,"pupil","master",40,60,NA,NA
"exp",571,349,"pupil","student",80,80,68.3,5.1
"matched",671,349,"assist","football",60,40,NA,NA
"matched",671,349,"assist","help",60,100,84.2,1.6
"matched",671,349,"assist","sports",40,40,NA,NA
"matched",671,349,"assist","tutor",20,100,NA,NA
"matched",671,349,"bashful","embarrassed",40,100,NA,NA
"matched",671,349,"bashful","modest",80,60,NA,NA
"matched",671,349,"bashful","shy",80,80,73,7.6
"matched",671,349,"bashful","timid",40,80,NA,NA
"matched",671,349,"before","previous",60,60,1.3,NA
"matched",671,349,"beginning","end",80,100,74.7,0
"matched",671,349,"beginning","fairy-tale",40,20,NA,NA
"matched",671,349,"break","rest",80,100,NA,NA
"matched",671,349,"break","summer",40,100,NA,NA
"matched",671,349,"car","expensive",20,40,1.1,4.8
"matched",671,349,"car","sports",40,60,NA,NA
"matched",671,349,"casual","attire",60,40,1.4,1.3
"matched",671,349,"casual","informal",60,80,2.7,NA
"matched",671,349,"casual","t-shirt",20,100,NA,NA
"matched",671,349,"challenge","ultimatum",20,40,NA,NA
"matched",671,349,"chowder","clam",100,100,75.5,4.2
"matched",671,349,"chowder","soup",60,80,12.9,1.2
"matched",671,349,"chowder","thick",80,20,NA,NA
"matched",671,349,"cinema","movie",100,100,79.3,2.5
"matched",671,349,"closed","business",40,60,NA,NA
"matched",671,349,"closed","secret",20,60,NA,NA
"matched",671,349,"closed","store",60,40,2.6,0
"matched",671,349,"cloth","knead",20,40,NA,NA
"matched",671,349,"cloth","knit",80,40,NA,NA
"matched",671,349,"cloth","sew",40,40,4.2,2.8
"matched",671,349,"cloth","warm",40,80,NA,NA
"matched",671,349,"common","friends",40,20,NA,NA
"matched",671,349,"common","interest",20,100,NA,NA
"matched",671,349,"common","interests",80,80,NA,NA
"matched",671,349,"common","shared",20,80,NA,NA
"matched",671,349,"common","similar",80,100,1.4,0
"matched",671,349,"computer","fast",20,80,1.4,0
"matched",671,349,"computer","internet",40,40,NA,NA
"matched",671,349,"computer","keyboard",60,80,4.8,21.7
"matched",671,349,"dancer","ballet",60,100,25.5,7.6
"matched",671,349,"difficult","frustrating",60,80,NA,NA
"matched",671,349,"difficult","troublesome",20,100,NA,NA
"matched",671,349,"melody","music",80,100,24.3,2
"matched",671,349,"melody","piano",40,60,NA,NA
"matched",671,349,"melody","rhythm",40,100,3.6,1
"matched",671,349,"melody","scores",20,40,NA,NA
"matched",671,349,"melody","soothing",60,40,NA,NA
"matched",671,349,"organize","care",20,20,NA,NA
"matched",671,349,"organize","neat",40,80,20.7,2
"matched",671,349,"pupil","master",40,100,NA,NA
"matched",671,349,"pupil","student",80,100,68.3,5.1
"exp",603,381,"assist","assistant",100,100,NA,NA
"exp",603,381,"before","beginning",80,100,NA,NA
"exp",603,381,"before","effect",40,60,NA,NA
"exp",603,381,"before","next",20,NA,NA,NA
"exp",603,381,"before","preceding",100,100,1.3,NA
"exp",603,381,"beginning","end",80,100,74.7,0
"exp",603,381,"beginning","start",100,100,15.8,0
"exp",603,381,"body","water",40,60,NA,NA
"exp",603,381,"break","ruin",40,80,NA,NA
"exp",603,381,"car","top",20,NA,NA,NA
"exp",603,381,"casual","calm",20,40,2.7,0
"exp",603,381,"casual","fridays",60,100,NA,NA
"exp",603,381,"casual","informal",100,100,2.7,NA
"exp",603,381,"casual","jeans",80,100,6.1,2.7
"exp",603,381,"challenge","obstacle",80,100,3.4,2
"exp",603,381,"chowder","clam",80,100,75.5,4.2
"exp",603,381,"chowder","corn",40,20,NA,NA
"exp",603,381,"chowder","lunch",60,60,NA,NA
"exp",603,381,"chowder","seafood",20,20,NA,NA
"exp",603,381,"cinema","black",100,100,NA,NA
"exp",603,381,"cinema","film",40,100,3.3,1.4
"exp",603,381,"cinema","movies",60,100,NA,NA
"exp",603,381,"cinema","old",20,80,NA,NA
"exp",603,381,"closed","opened",20,40,NA,NA
"exp",603,381,"closed","unattainable",40,40,NA,NA
"exp",603,381,"cloth","cotton",80,80,3,0
"exp",603,381,"cloth","fabric",60,80,11.5,38.1
"exp",603,381,"cloth","sewing",20,NA,NA,NA
"exp",603,381,"cloth","vinyl",40,60,NA,NA
"exp",603,381,"common","common",20,NA,NA,NA
"exp",603,381,"common","usual",100,100,4.1,9.6
"exp",603,381,"computer","hard",40,80,NA,NA
"exp",603,381,"computer","internet",60,100,NA,NA
"exp",603,381,"computer","software",80,100,3.4,NA
"exp",603,381,"computer","website",60,100,NA,NA
"exp",603,381,"dancer","fluid",100,100,NA,NA
"exp",603,381,"dancer","musical",20,20,NA,NA
"exp",603,381,"dancer","poised",100,100,NA,NA
"exp",603,381,"difficult","an",20,20,NA,NA
"exp",603,381,"difficult","challenge",60,100,NA,NA
"exp",603,381,"difficult","easy",60,80,28.3,2.1
"exp",603,381,"difficult","obstacle",60,100,NA,NA
"exp",603,381,"melody","beat",40,60,NA,NA
"exp",603,381,"melody","music",100,80,24.3,2
"exp",603,381,"melody","song",80,80,41.4,2
"exp",603,381,"melody","tune",60,100,15,0
"exp",603,381,"organize","clean",100,100,9,0
"exp",603,381,"organize","tidy",80,100,2.1,0
"exp",603,381,"pupil","child",40,80,NA,NA
"exp",603,381,"pupil","classmate",80,100,NA,NA
"matched",703,381,"assist","assistant",100,40,NA,NA
"matched",703,381,"before","beginning",80,20,NA,NA
"matched",703,381,"before","effect",40,40,NA,NA
"matched",703,381,"before","next",20,60,NA,NA
"matched",703,381,"before","preceding",100,20,1.3,NA
"matched",703,381,"beginning","end",80,80,74.7,0
"matched",703,381,"beginning","start",100,60,15.8,0
"matched",703,381,"body","water",40,60,NA,NA
"matched",703,381,"break","ruin",40,40,NA,NA
"matched",703,381,"car","top",20,40,NA,NA
"matched",703,381,"casual","calm",20,20,2.7,0
"matched",703,381,"casual","fridays",60,80,NA,NA
"matched",703,381,"casual","informal",100,40,2.7,NA
"matched",703,381,"casual","jeans",80,60,6.1,2.7
"matched",703,381,"challenge","obstacle",80,60,3.4,2
"matched",703,381,"chowder","clam",80,80,75.5,4.2
"matched",703,381,"chowder","corn",40,60,NA,NA
"matched",703,381,"chowder","lunch",60,40,NA,NA
"matched",703,381,"chowder","seafood",20,60,NA,NA
"matched",703,381,"cinema","black",100,20,NA,NA
"matched",703,381,"cinema","film",40,80,3.3,1.4
"matched",703,381,"cinema","movies",60,80,NA,NA
"matched",703,381,"cinema","old",20,80,NA,NA
"matched",703,381,"closed","opened",20,80,NA,NA
"matched",703,381,"closed","unattainable",40,20,NA,NA
"matched",703,381,"cloth","cotton",80,80,3,0
"matched",703,381,"cloth","fabric",60,80,11.5,38.1
"matched",703,381,"cloth","sewing",20,60,NA,NA
"matched",703,381,"cloth","vinyl",40,20,NA,NA
"matched",703,381,"common","common",20,20,NA,NA
"matched",703,381,"common","usual",100,40,4.1,9.6
"matched",703,381,"computer","hard",40,40,NA,NA
"matched",703,381,"computer","internet",60,80,NA,NA
"matched",703,381,"computer","software",80,80,3.4,NA
"matched",703,381,"computer","website",60,80,NA,NA
"matched",703,381,"dancer","fluid",100,20,NA,NA
"matched",703,381,"dancer","musical",20,40,NA,NA
"matched",703,381,"dancer","poised",100,40,NA,NA
"matched",703,381,"difficult","an",20,20,NA,NA
"matched",703,381,"difficult","challenge",60,80,NA,NA
"matched",703,381,"difficult","easy",60,80,28.3,2.1
"matched",703,381,"difficult","obstacle",60,60,NA,NA
"matched",703,381,"melody","beat",40,60,NA,NA
"matched",703,381,"melody","music",100,60,24.3,2
"matched",703,381,"melody","song",80,60,41.4,2
"matched",703,381,"melody","tune",60,60,15,0
"matched",703,381,"organize","clean",100,80,9,0
"matched",703,381,"organize","tidy",80,40,2.1,0
"matched",703,381,"pupil","child",40,40,NA,NA
"matched",703,381,"pupil","classmate",80,40,NA,NA
"exp",597,375,"assist","give",80,40,NA,NA
"exp",597,375,"assist","hand",20,20,NA,NA
"exp",597,375,"assist","help",100,80,84.2,1.6
"exp",597,375,"assist","lend",60,20,NA,NA
"exp",597,375,"bashful","innocent",40,40,NA,NA
"exp",597,375,"bashful","quiet",80,40,NA,NA
"exp",597,375,"bashful","shy",100,100,73,7.6
"exp",597,375,"bashful","snow",20,20,NA,NA
"exp",597,375,"before","end",40,60,NA,NA
"exp",597,375,"before","know",20,20,NA,NA
"exp",597,375,"beginning","end",80,80,74.7,0
"exp",597,375,"beginning","finish",60,60,NA,NA
"exp",597,375,"beginning","race",20,40,NA,NA
"exp",597,375,"beginning","start",100,60,15.8,0
"exp",597,375,"body","nose",40,20,NA,NA
"exp",597,375,"break","bend",80,60,1.1,27.4
"exp",597,375,"break","spring",40,40,1.1,4.9
"exp",597,375,"car","drive",80,60,12.2,48
"exp",597,375,"car","ford",40,20,NA,NA
"exp",597,375,"car","radio",20,40,NA,NA
"exp",597,375,"car","red",60,20,NA,NA
"exp",597,375,"casual","chill",20,20,NA,NA
"exp",597,375,"casual","comfort",40,60,NA,NA
"exp",597,375,"challenge","hard",80,60,8.2,0
"exp",597,375,"chowder","corn",100,100,NA,NA
"exp",597,375,"cinema","movie",100,100,79.3,2.5
"exp",597,375,"cinema","theater",60,100,5.3,2
"exp",597,375,"closed","store",60,40,2.6,0
"exp",597,375,"cloth","cotton",100,40,3,0
"exp",597,375,"cloth","fabric",100,60,11.5,38.1
"exp",597,375,"cloth","sew",80,40,4.2,2.8
"exp",597,375,"common","brother",20,20,NA,NA
"exp",597,375,"common","friends",80,60,NA,NA
"exp",597,375,"common","like",60,60,NA,NA
"exp",597,375,"common","usual",40,40,4.1,9.6
"exp",597,375,"computer","facebook",40,20,NA,NA
"exp",597,375,"computer","screen",60,40,2.7,0
"exp",597,375,"dancer","grace",60,20,NA,NA
"exp",597,375,"dancer","jazz",100,100,2,0
"exp",597,375,"dancer","tap",20,20,NA,NA
"exp",597,375,"difficult","hard",100,80,59.4,0
"exp",597,375,"difficult","perseverance",20,40,NA,NA
"exp",597,375,"difficult","tough",40,40,NA,NA
"exp",597,375,"melody","club",40,20,NA,NA
"exp",597,375,"melody","sing",60,60,NA,NA
"exp",597,375,"melody","song",100,100,41.4,2
"exp",597,375,"organize","clean",80,40,9,0
"exp",597,375,"organize","folder",60,40,NA,NA
"exp",597,375,"organize","tabs",20,20,NA,NA
"exp",597,375,"pupil","blue",80,60,NA,NA
"matched",697,375,"assist","give",80,40,NA,NA
"matched",697,375,"assist","hand",20,40,NA,NA
"matched",697,375,"assist","help",100,60,84.2,1.6
"matched",697,375,"assist","lend",60,20,NA,NA
"matched",697,375,"bashful","innocent",40,40,NA,NA
"matched",697,375,"bashful","quiet",80,40,NA,NA
"matched",697,375,"bashful","shy",100,40,73,7.6
"matched",697,375,"bashful","snow",20,20,NA,NA
"matched",697,375,"before","end",40,40,NA,NA
"matched",697,375,"before","know",20,20,NA,NA
"matched",697,375,"beginning","end",80,60,74.7,0
"matched",697,375,"beginning","finish",60,40,NA,NA
"matched",697,375,"beginning","race",20,20,NA,NA
"matched",697,375,"beginning","start",100,60,15.8,0
"matched",697,375,"body","nose",40,40,NA,NA
"matched",697,375,"break","bend",80,40,1.1,27.4
"matched",697,375,"break","spring",40,60,1.1,4.9
"matched",697,375,"car","drive",80,60,12.2,48
"matched",697,375,"car","ford",40,60,NA,NA
"matched",697,375,"car","radio",20,40,NA,NA
"matched",697,375,"car","red",60,20,NA,NA
"matched",697,375,"casual","chill",20,40,NA,NA
"matched",697,375,"casual","comfort",40,60,NA,NA
"matched",697,375,"challenge","hard",80,60,8.2,0
"matched",697,375,"chowder","corn",100,20,NA,NA
"matched",697,375,"cinema","movie",100,60,79.3,2.5
"matched",697,375,"cinema","theater",60,60,5.3,2
"matched",697,375,"closed","store",60,40,2.6,0
"matched",697,375,"cloth","cotton",100,40,3,0
"matched",697,375,"cloth","fabric",100,40,11.5,38.1
"matched",697,375,"cloth","sew",80,40,4.2,2.8
"matched",697,375,"common","brother",20,20,NA,NA
"matched",697,375,"common","friends",80,20,NA,NA
"matched",697,375,"common","like",60,20,NA,NA
"matched",697,375,"common","usual",40,40,4.1,9.6
"matched",697,375,"computer","facebook",40,60,NA,NA
"matched",697,375,"computer","screen",60,60,2.7,0
"matched",697,375,"dancer","grace",60,40,NA,NA
"matched",697,375,"dancer","jazz",100,20,2,0
"matched",697,375,"dancer","tap",20,40,NA,NA
"matched",697,375,"difficult","hard",100,80,59.4,0
"matched",697,375,"difficult","perseverance",20,20,NA,NA
"matched",697,375,"difficult","tough",40,80,NA,NA
"matched",697,375,"melody","club",40,40,NA,NA
"matched",697,375,"melody","sing",60,60,NA,NA
"matched",697,375,"melody","song",100,40,41.4,2
"matched",697,375,"organize","clean",80,60,9,0
"matched",697,375,"organize","folder",60,40,NA,NA
"matched",697,375,"organize","tabs",20,20,NA,NA
"matched",697,375,"pupil","blue",80,20,NA,NA
"exp",566,344,"assist","give",60,100,NA,NA
"exp",566,344,"assist","hand",80,100,NA,NA
"exp",566,344,"assist","time",20,40,NA,NA
"exp",566,344,"before","after",100,100,85.9,57.1
"exp",566,344,"before","finish",20,100,NA,NA
"exp",566,344,"before","start",40,80,NA,NA
"exp",566,344,"beginning","start",100,100,15.8,0
"exp",566,344,"body","legs",100,100,NA,NA
"exp",566,344,"break","crash",40,40,2.8,0
"exp",566,344,"break","split",80,80,NA,NA
"exp",566,344,"car","moving",20,100,NA,NA
"exp",566,344,"car","speed",40,100,1.1,14.9
"exp",566,344,"car","wheels",60,100,NA,NA
"exp",566,344,"casual","jeans",80,100,6.1,2.7
"exp",566,344,"casual","normal",80,60,1.4,0
"exp",566,344,"casual","t-shirt",100,100,NA,NA
"exp",566,344,"challenge","difficult",60,100,2.7,0
"exp",566,344,"challenge","hard",100,100,8.2,0
"exp",566,344,"challenge","struggle",20,80,2,0
"exp",566,344,"chowder","dorm",20,20,NA,NA
"exp",566,344,"chowder","food",40,100,NA,NA
"exp",566,344,"chowder","gross",60,60,NA,NA
"exp",566,344,"cinema","seats",60,80,NA,NA
"exp",566,344,"closed","done",40,40,NA,NA
"exp",566,344,"closed","door",60,100,7.2,0
"exp",566,344,"closed","open",100,80,67.8,0
"exp",566,344,"cloth","rag",60,80,3,24.5
"exp",566,344,"cloth","shirt",40,100,1.8,0
"exp",566,344,"cloth","towel",80,80,1.8,6.8
"exp",566,344,"common","ordinary",20,60,4.8,9.7
"exp",566,344,"common","plain",80,80,NA,NA
"exp",566,344,"computer","board",20,60,NA,NA
"exp",566,344,"computer","internet",80,100,NA,NA
"exp",566,344,"computer","screen",100,100,2.7,0
