CUE,TARGET, FSG, BSG, QSS, TSS
BABY,BOTTLE,0.045,0.02,19,20
BABY,CUTE,0.045,0.014,19,18
BABY,INFANT,0.045,0.746,19,6
BABY,MOTHER,0.045,0,19,13
BABY,CRIB,0.032,0.842,19,4
BABY,DOLL,0.032,0.128,19,13
BABY,LITTLE,0.032,0,19,7
BABY,BOY,0.026,0,19,10
BABY,ADULT,0.019,0,19,12
BABY,DIAPER,0.019,0.591,19,9
BABY,GIRL,0.019,0,19,8
BABY,YOUNG,0.019,0,19,9
BABY,CARRIAGE,0.013,0.187,19,13
BABY,CUDDLE,0.013,0.091,19,18
BABY,KID,0.013,0.02,19,12
BABY,RATTLE,0.013,0.29,19,7
BACK,FRONT,0.52,0.715,12,5
BACK,BONE,0.142,0,12,19
BACK,SPINE,0.054,0.538,12,10
BACK,ACHE,0.034,0.042,12,7
BACK,FORWARD,0.027,0.038,12,13
BACK,BEHIND,0.02,0.096,12,16
BACK,BODY,0.014,0,12,31
BACK,NECK,0.014,0,12,19
BACK,PERSON,0.014,0,12,14
BACK,RUB,0.014,0.039,12,23
BACK,SHOULDER,0.014,0,12,21
BACK,STOMACH,0.014,0,12,17
BACKBONE,SPINE,0.24,0.115,14,10
BACKBONE,STRONG,0.185,0,14,11
BACKBONE,VERTEBRA,0.068, NA,14, NA
BACKBONE,BODY,0.048,0,14,31
BACKBONE,RIBS,0.034,0,14,23
BACKBONE,BACK,0.027,0,14,12
BACKBONE,SKELETON,0.021,0,14,11
BACKBONE,COURAGE,0.014,0,14,18
BACKBONE,FOUNDATION,0.014,0,14,19
BACKBONE,NERVES,0.014,0,14,27
BACKBONE,PART,0.014,0,14,17
BACKBONE,STRAIGHT,0.014,0,14,12
BACKBONE,SUPPORT,0.014,0,14,25
BACKBONE,T-BONE,0.014, NA,14, NA
BACKGROUND,PAST,0.124,0,20,10
BACKGROUND,FOREGROUND,0.105, NA,20, NA
BACKGROUND,SCENERY,0.065,0,20,22
BACKGROUND,HISTORY,0.059,0.014,20,21
BACKGROUND,MUSIC,0.059,0,20,25
BACKGROUND,CHECK,0.046,0,20,13
BACKGROUND,CHILDHOOD,0.039, NA,20, NA
BACKGROUND,FAMILY,0.039,0,20,25
BACKGROUND,NOISE,0.039,0,20,14
BACKGROUND,INFORMATION,0.033,0,20,22
BACKGROUND,COLOR,0.02,0,20,12
BACKGROUND,PICTURE,0.02,0,20,11
BACKGROUND,SET,0.02,0,20,23
BACKGROUND,BLUE,0.013,0,20,14
BACKGROUND,ETHNICITY,0.013, NA,20, NA
BACKGROUND,INVESTIGATION,0.013, NA,20, NA
BACKGROUND,MEMORY,0.013,0,20,15
BACKGROUND,PAINTING,0.013,0,20,18
BACKGROUND,PHOTOGRAPHY,0.013, NA,20, NA
BACKGROUND,RESUME,0.013, NA,20, NA
BACKPACK,SCHOOL,0.259,0,12,22
BACKPACK,BOOK,0.237,0,12,15
BACKPACK,HIKE,0.086,0.034,12,14
BACKPACK,BOOKBAG,0.079,0.171,12,12
BACKPACK,CAMPING,0.079,0,12,17
BACKPACK,CARRY,0.036,0,12,19
BACKPACK,JANSPORT,0.022, NA,12, NA
BACKPACK,KNAPSACK,0.022,0.291,12,16
BACKPACK,MOUNTAIN,0.022,0,12,17
BACKPACK,STUDENT,0.022,0,12,22
BACKPACK,LEATHER,0.014,0,12,20
BACKPACK,PURSE,0.014,0,12,12
BACKWARD,FORWARD,0.709,0.5,7,13
BACKWARD,REVERSE,0.034, NA,7, NA
BACKWARD,BEHIND,0.027,0,7,16
BACKWARD,FRONT,0.027,0,7,5
BACKWARD,BACK,0.02,0,7,12
BACKWARD,WRONG,0.02,0,7,6
BACKWARD,MOVEMENT,0.014,0,7,16
BACON,EGGS,0.517,0.176,10,21
BACON,PIG,0.109,0.017,10,22
BACON,BREAKFAST,0.05,0,10,10
BACON,MEAT,0.05,0,10,17
BACON,PORK,0.05,0.012,10,10
BACON,HAM,0.042,0.026,10,18
BACON,EAT,0.017,0,10,11
BACON,FAT,0.017,0,10,16
BACON,FRY,0.017,0.034,10,18
BACON,GREASE,0.017,0,10,13
BACTERIA,FUNGUS,0.141,0.042,19,16
BACTERIA,DISEASE,0.106,0,19,12
BACTERIA,GERM,0.099,0.177,19,16
BACTERIA,BIOLOGY,0.085,0,19,22
BACTERIA,DUTY,0.07,0,19,15
BACTERIA,SICK,0.07,0,19,13
BACTERIA,MICROSCOPE,0.035,0,19,19
BACTERIA,CELL,0.028,0,19,16
BACTERIA,VIRUS,0.028,0.013,19,13
BACTERIA,MOLD,0.021,0.027,19,15
BACTERIA,SCIENCE,0.021,0,19,18
BACTERIA,SMALL,0.021,0,19,9
BACTERIA,AMOEBA,0.014, NA,19, NA
BACTERIA,DISGUSTING,0.014,0,19,14
BACTERIA,GROSS,0.014,0,19,16
BACTERIA,GROWTH,0.014,0,19,23
BACTERIA,ILLNESS,0.014,0,19,7
BACTERIA,INFECTION,0.014,0,19,18
BACTERIA,YOGURT,0.014,0,19,17
BAD,GOOD,0.75,0.758,9,8
BAD,BOY,0.049,0,9,10
BAD,DOG,0.022,0,9,5
BAD,BREATH,0.011,0.032,9,13
BAD,COMPANY,0.011,0,9,15
BAD,CRIME,0.011,0.098,9,24
BAD,GIRL,0.011,0,9,8
BAD,NEWS,0.011,0.034,9,20
BAD,TEMPER,0.011,0.068,9,18
BADGE,POLICE,0.283,0.016,14,19
BADGE,COP,0.164,0,14,16
BADGE,HONOR,0.066,0,14,25
BADGE,OFFICER,0.059,0,14,13
BADGE,COURAGE,0.053,0.027,14,18
BADGE,IDENTIFICATION,0.039,0,14,14
BADGE,SCOUT,0.039,0,14,10
BADGE,PIN,0.033,0,14,15
BADGE,AUTHORITY,0.02,0,14,18
BADGE,SHERIFF,0.02,0.014,14,8
BADGE,BROWNIE,0.013, NA,14, NA
BADGE,GOLD,0.013,0,14,16
BADGE,MERIT,0.013,0.054,14,15
BADGE,TAG,0.013,0,14,21
BAG,LUNCH,0.22,0.013,17,17
BAG,PAPER,0.142,0.011,17,15
BAG,SACK,0.11,0.444,17,9
BAG,BOX,0.055,0,17,15
BAG,BROWN,0.055,0.02,17,20
BAG,GROCERIES,0.055,0.041,17,11
BAG,PURSE,0.047,0,17,12
BAG,CARRY,0.039,0.041,17,19
BAG,GARBAGE,0.039,0.077,17,14
BAG,BEAN,0.024,0,17,19
BAG,CONTAINER,0.024,0,17,20
BAG,FOOD,0.024,0,17,18
BAG,BAGGIE,0.016, NA,17, NA
BAG,LUGGAGE,0.016,0,17,15
BAG,OLD,0.016,0,17,9
BAG,POCKETBOOK,0.016,0,17,7
BAG,SHOPPING,0.016,0.036,17,9
BAGEL,CREAMCHEESE,0.327, NA,12, NA
BAGEL,BREAD,0.107,0,12,15
BAGEL,FOOD,0.087,0,12,18
BAGEL,DOUGHNUT,0.073,0.015,12,15
BAGEL,BREAKFAST,0.053,0,12,10
BAGEL,BUTTER,0.053,0,12,15
BAGEL,SHOP,0.04,0,12,14
BAGEL,CHEESE,0.02,0,12,17
BAGEL,EAT,0.02,0,12,11
BAGEL,LOX,0.02, NA,12, NA
BAGEL,BITE,0.013,0,12,19
BAGEL,SOFT,0.013,0,12,19
BAGGAGE,LUGGAGE,0.401,0.137,10,15
BAGGAGE,AIRPORT,0.088,0,10,6
BAGGAGE,SUITCASE,0.082,0,10,12
BAGGAGE,CLAIM,0.068,0.026,10,22
BAGGAGE,TRAVEL,0.054,0,10,25
BAGGAGE,TRIP,0.048,0.014,10,10
BAGGAGE,HEAVY,0.041,0,10,16
BAGGAGE,PLANE,0.027,0,10,12
BAGGAGE,VACATION,0.027,0,10,16
BAGGAGE,LOST,0.014,0,10,6
BAIT,FISH,0.629,0,8,24
BAIT,WORM,0.099,0.012,8,23
BAIT,TACKLE,0.06,0.095,8,11
BAIT,HOOK,0.053,0,8,17
BAIT,SHRIMP,0.033,0,8,15
BAIT,TEASE,0.02,0,8,21
BAIT,FOOD,0.013,0,8,18
BAIT,LURE,0.013, NA,8, NA
BAKE,CAKE,0.402,0.033,10,19
BAKE,COOK,0.252,0.079,10,15
BAKE,COOKIE,0.079,0.011,10,17
BAKE,OVEN,0.071,0.212,10,9
BAKE,BROIL,0.047,0.267,10,13
BAKE,CHICKEN,0.024,0,10,29
BAKE,FRY,0.024,0.041,10,18
BAKE,PIE,0.024,0.011,10,21
BAKE,SALE,0.024,0,10,17
BAKE,FOOD,0.016,0,10,18
BAKED,POTATO,0.179,0.122,14,23
BAKED,COOK,0.152,0,14,15
BAKED,CAKE,0.138,0,14,19
BAKED,BREAD,0.117,0,14,15
BAKED,PIE,0.062,0,14,21
BAKED,COOKIE,0.041,0,14,17
BAKED,BEAN,0.034,0.108,14,19
BAKED,FRIED,0.034,0.047,14,18
BAKED,GOOD,0.034,0,14,8
BAKED,APPLE,0.028,0,14,17
BAKED,BROIL,0.028,0,14,13
BAKED,OVEN,0.028,0,14,9
BAKED,STONED,0.021,0,14,13
BAKED,ZITI,0.014, NA,14, NA
BAKER,BREAD,0.23,0,14,15
BAKER,CAKE,0.169,0,14,19
BAKER,COOK,0.122,0,14,15
BAKER,COOKIES,0.088, NA,14, NA
BAKER,DOZEN,0.061,0,14,4
BAKER,FOOD,0.054,0,14,18
BAKER,PIE,0.034,0,14,21
BAKER,BAKERY,0.027, NA,14, NA
BAKER,CHEF,0.027,0,14,6
BAKER,PASTRY,0.02,0,14,22
BAKER,DONUTS,0.014, NA,14, NA
BAKER,DOUGH,0.014,0,14,13
BAKER,FAT,0.014,0,14,16
BAKER,OVEN,0.014,0,14,9
BALANCE,BEAM,0.171,0.041,13,13
BALANCE,SCALE,0.164,0.022,13,14
BALANCE,EQUAL,0.093,0,13,15
BALANCE,WEIGHT,0.071,0,13,14
BALANCE,EVEN,0.043,0,13,9
BALANCE,EQUILIBRIUM,0.036, NA,13, NA
BALANCE,FALL,0.036,0,13,17
BALANCE,BALLET,0.029,0,13,17
BALANCE,COORDINATION,0.029, NA,13, NA
BALANCE,STEADY,0.029, NA,13, NA
BALANCE,STABLE,0.021,0,13,13
BALANCE,CHECKBOOK,0.014,0.158,13,11
BALANCE,JUGGLE,0.014, NA,13, NA
BALCONY,LEDGE,0.093,0.034,18,14
BALCONY,APARTMENT,0.087,0,18,18
BALCONY,HIGH,0.08,0,18,11
BALCONY,PORCH,0.08,0.014,18,15
BALCONY,VIEW,0.08,0,18,18
BALCONY,TERRACE,0.053, NA,18, NA
BALCONY,PATIO,0.033,0,18,18
BALCONY,OVERLOOK,0.027, NA,18, NA
BALCONY,RAIL,0.027,0,18,14
BALCONY,STAIRS,0.027,0,18,18
BALCONY,HOUSE,0.02,0,18,13
BALCONY,UPSTAIRS,0.02,0,18,11
BALCONY,HOTEL,0.013,0,18,16
BALCONY,OUTSIDE,0.013,0,18,14
BALCONY,ROOM,0.013,0,18,22
BALCONY,SCENE,0.013,0,18,14
BALCONY,THEATER,0.013,0,18,15
BALCONY,VERANDAH,0.013, NA,18, NA
BALD,HAIR,0.222,0,10,19
BALD,HEAD,0.162,0,10,15
BALD,HAIRY,0.091,0.103,10,25
BALD,SHINE,0.081,0,10,9
BALD,OLD,0.061,0,10,9
BALD,MAN,0.051,0,10,9
BALD,SMOOTH,0.051,0,10,12
BALD,UGLY,0.04,0,10,14
BALD,SCALP,0.03,0.051,10,9
BALD,HAIRLESS,0.02, NA,10, NA
BALL,BAT,0.19,0.252,17,17
BALL,ROUND,0.092,0.157,17,7
BALL,THROW,0.071,0.234,17,14
BALL,BASEBALL,0.065,0.014,17,18
BALL,GAME,0.065,0,17,13
BALL,BOUNCE,0.06,0.564,17,15
BALL,DANCE,0.043,0.014,17,19
BALL,FOOTBALL,0.043,0.035,17,23
BALL,SOCCER,0.027,0.424,17,8
BALL,HIT,0.022,0.114,17,18
BALL,BASKETBALL,0.016,0.043,17,13
BALL,PARK,0.016,0,17,21
BALL,BOY,0.011,0,17,10
BALL,CHAIN,0.011,0.028,17,14
BALL,JAIL,0.011,0,17,15
BALL,RED,0.011,0,17,14
BALL,SPORT,0.011,0,17,12
BALLERINA,DANCE,0.253,0.014,14,19
BALLERINA,DANCER,0.178,0,14,23
BALLERINA,GRACEFUL,0.075,0.087,14,15
BALLERINA,BALLET,0.062,0.014,14,17
BALLERINA,TUTU,0.055,0.109,14,12
BALLERINA,SHOE,0.048,0,14,14
BALLERINA,TOE,0.048,0,14,7
BALLERINA,PINK,0.034,0,14,23
BALLERINA,FAG,0.021, NA,14, NA
BALLERINA,POINT,0.021,0,14,24
BALLERINA,SKINNY,0.021,0,14,10
BALLERINA,PANSY,0.014, NA,14, NA
BALLERINA,PRETTY,0.014,0,14,11
BALLERINA,SLIPPERS,0.014,0,14,8
BALLET,DANCE,0.428,0.081,17,19
BALLET,SLIPPERS,0.083,0,17,8
BALLET,DANCER,0.076,0.255,17,23
BALLET,MUSIC,0.041,0,17,25
BALLET,OPERA,0.028,0,17,16
BALLET,GRACEFUL,0.021,0.153,17,15
BALLET,TIGHTS,0.021, NA,17, NA
BALLET,ART,0.014,0,17,17
BALLET,BALLERINA,0.014,0.062,17,14
BALLET,BORING,0.014,0,17,16
BALLET,GIRL,0.014,0,17,8
BALLET,JAZZ,0.014,0.014,17,14
BALLET,LEOTARDS,0.014, NA,17, NA
BALLET,NUTCRACKER,0.014, NA,17, NA
BALLET,PINK,0.014,0,17,23
BALLET,PLAY,0.014,0,17,21
BALLET,THEATER,0.014,0,17,15
BALLOON,POP,0.209,0,21,15
BALLOON,AIR,0.189,0.014,21,17
BALLOON,HELIUM,0.115,0.556,21,11
BALLOON,RED,0.081,0,21,14
BALLOON,FLOAT,0.054,0,21,17
BALLOON,FLY,0.034,0,21,19
BALLOON,CLOWN,0.027,0,21,11
BALLOON,ROUND,0.027,0,21,7
BALLOON,PARTY,0.02,0,21,22
BALLOON,BALL,0.014,0,21,17
BALLOON,BIG,0.014,0,21,9
BALLOON,BIRTHDAY,0.014,0,21,15
BALLOON,CIRCUS,0.014,0,21,13
BALLOON,COLOR,0.014,0,21,12
BALLOON,FREE,0.014,0,21,26
BALLOON,HAPPY,0.014,0,21,8
BALLOON,HIGH,0.014,0,21,11
BALLOON,RIDE,0.014,0,21,14
BALLOON,RUBBER,0.014,0,21,20
BALLOON,SKY,0.014,0,21,12
BALLOON,STRING,0.014,0,21,17
BALLOT,VOTE,0.518,0.051,7,21
BALLOT,ELECTION,0.108,0,7,12
BALLOT,BOX,0.101,0,7,15
BALLOT,CAST,0.014,0,7,20
BALLOT,ELECT,0.014,0,7,15
BALLOT,PAPER,0.014,0,7,15
BALLOT,TICKET,0.014,0,7,19
BAN,DEODORANT,0.182,0,19,17
BAN,STOP,0.13,0,19,8
BAN,ROLLON,0.071, NA,19, NA
BAN,PROHIBIT,0.052,0.022,19,20
BAN,CENSOR,0.045, NA,19, NA
BAN,ALLOW,0.032,0,19,16
BAN,FORBID,0.026,0.011,19,22
BAN,NO,0.026,0,19,9
BAN,NOTALLOW,0.019, NA,19, NA
BAN,ABOLISH,0.013, NA,19, NA
BAN,AWAY,0.013,0,19,17
BAN,BLOCK,0.013,0,19,27
BAN,BOOKS,0.013, NA,19, NA
BAN,DISCRIMINATE,0.013, NA,19, NA
BAN,NEVER,0.013,0,19,9
BAN,PREVENT,0.013, NA,19, NA
BAN,QUIT,0.013,0,19,17
BAN,REMOVE,0.013,0,19,16
BAN,SHIELD,0.013,0,19,15
BANANA,FRUIT,0.215,0.065,13,17
BANANA,APPLE,0.153,0.02,13,17
BANANA,YELLOW,0.146,0.02,13,20
BANANA,PEEL,0.09,0.114,13,10
BANANA,SPLIT,0.083,0.11,13,28
BANANA,MONKEY,0.062,0.09,13,22
BANANA,ORANGE,0.042,0,13,14
BANANA,GORILLA,0.021,0.013,13,14
BANANA,GRAPE,0.014,0,13,17
BANANA,REPUBLIC,0.014,0.074,13,17
BANANA,SKIN,0.014,0,13,23
BANANA,SLIP,0.014,0.013,13,8
BANANA,STRAWBERRY,0.014,0.01,13,21
BAND,MUSIC,0.432,0.02,14,25
BAND,ROCK,0.062,0,14,13
BAND,PLAY,0.056,0,14,21
BAND,INSTRUMENT,0.042,0.027,14,14
BAND,DRUM,0.035,0.167,14,16
BAND,WAGON,0.028,0,14,13
BAND,BANDAID,0.021,0,14,14
BAND,GROUP,0.021,0.014,14,23
BAND,CLARINET,0.014,0.043,14,9
BAND,FLUTE,0.014,0.014,14,19
BAND,MARCHING,0.014, NA,14, NA
BAND,NOISE,0.014,0,14,14
BAND,RAP,0.014,0,14,12
BAND,SONG,0.014,0,14,16
BANDAGE,CUT,0.331,0,14,21
BANDAGE,WOUND,0.188,0,14,12
BANDAGE,BANDAID,0.123,0.086,14,14
BANDAGE,HURT,0.071,0,14,12
BANDAGE,INJURY,0.032,0,14,12
BANDAGE,ACE,0.026,0.131,14,15
BANDAGE,SCRAPE,0.026, NA,14, NA
BANDAGE,ARM,0.019,0,14,6
BANDAGE,BOO-BOO,0.019, NA,14, NA
BANDAGE,SORE,0.019,0,14,17
BANDAGE,WRAP,0.019,0.011,14,18
BANDAGE,BRUISE,0.013,0,14,20
BANDAGE,GAUZE,0.013,0.203,14,13
BANDAGE,PAIN,0.013,0,14,13
BANDAID,CUT,0.371,0,14,21
BANDAID,BANDAGE,0.086,0.123,14,14
BANDAID,WOUND,0.079,0.014,14,12
BANDAID,BOO-BOO,0.071, NA,14, NA
BANDAID,SORE,0.064,0,14,17
BANDAID,HURT,0.057,0,14,12
BANDAID,INJURY,0.036,0,14,12
BANDAID,OUCH,0.029,0,14,7
BANDAID,CURAD,0.021, NA,14, NA
BANDAID,BRUISE,0.014,0,14,20
BANDAID,COVER,0.014,0,14,23
BANDAID,HEAL,0.014,0,14,19
BANDAID,PROTECT,0.014,0,14,22
BANDAID,SCRATCH,0.014,0,14,13
BANDANNA,HEAD,0.171,0,18,15
BANDANNA,RED,0.105,0,18,14
BANDANNA,SCARF,0.092,0,18,17
BANDANNA,HEADBAND,0.079,0.027,18,16
BANDANNA,HAIR,0.066,0,18,19
BANDANNA,COWBOY,0.053,0,18,10
BANDANNA,CLOTH,0.046,0,18,21
BANDANNA,HAT,0.046,0,18,12
BANDANNA,BANANA,0.02,0,18,13
BANDANNA,GANG,0.02,0,18,18
BANDANNA,HANDKERCHIEF,0.02,0,18,19
BANDANNA,HIPPIE,0.02, NA,18, NA
BANDANNA,KERCHIEF,0.02, NA,18, NA
BANDANNA,BLUE,0.013,0,18,14
BANDANNA,DOG,0.013,0,18,5
BANDANNA,RAG,0.013,0,18,18
BANDANNA,SPORT,0.013,0,18,12
BANDANNA,SWEAT,0.013,0,18,16
BANDIT,THIEF,0.167,0,17,11
BANDIT,ROBBER,0.118,0,17,16
BANDIT,SMOKEY,0.09, NA,17, NA
BANDIT,BAD,0.056,0,17,9
BANDIT,CRIMINAL,0.056,0,17,18
BANDIT,OUTLAW,0.049,0.079,17,20
BANDIT,CROOK,0.042,0,17,11
BANDIT,PIRATE,0.028,0,17,20
BANDIT,DOG,0.021,0,17,5
BANDIT,MASK,0.021,0,17,12
BANDIT,SKOAL,0.021, NA,17, NA
BANDIT,ARMED,0.014, NA,17, NA
BANDIT,BLACK,0.014,0,17,10
BANDIT,BURGLAR,0.014,0,17,19
BANDIT,RACCOON,0.014,0.028,17,22
BANDIT,ROGUE,0.014, NA,17, NA
BANDIT,SHERIFF,0.014,0,17,8
BANG,GUN,0.276,0.042,17,18
BANG,BOOM,0.159,0.079,17,17
BANG,LOUD,0.076,0,17,11
BANG,NOISE,0.076,0.026,17,14
BANG,DRUM,0.048,0,17,16
BANG,HIT,0.041,0,17,18
BANG,DEAD,0.028,0,17,18
BANG,EXPLOSION,0.028,0.072,17,15
BANG,SHOOT,0.028,0.028,17,12
BANG,CRASH,0.021,0.083,17,16
BANG,KNOCK,0.021,0.041,17,14
BANG,BIG,0.014,0,17,9
BANG,BONG,0.014, NA,17, NA
BANG,FIREWORK,0.014, NA,17, NA
BANG,POW,0.014, NA,17, NA
BANG,SEX,0.014,0,17,15
BANG,SMASH,0.014,0.014,17,20
BANJO,GUITAR,0.384,0.034,14,16
BANJO,MUSIC,0.116,0,14,25
BANJO,INSTRUMENT,0.11,0,14,14
BANJO,PLAY,0.075,0,14,21
BANJO,KNEE,0.041,0,14,14
BANJO,COUNTRY,0.027,0,14,19
BANJO,STRUM,0.021, NA,14, NA
BANJO,BAND,0.014,0,14,14
BANJO,BLUEGRASS,0.014, NA,14, NA
BANJO,FIDDLE,0.014,0.02,14,15
BANJO,HILLBILLY,0.014, NA,14, NA
BANJO,PICK,0.014,0,14,13
BANJO,PLAYER,0.014,0,14,20
BANJO,STRING,0.014,0,14,17
BANK,MONEY,0.799,0.019,6,19
BANK,ACCOUNT,0.035,0.277,6,14
BANK,ROBBER,0.035,0.118,6,16
BANK,TELLER,0.028,0.814,6,4
BANK,LOAN,0.014,0.154,6,10
BANK,VAULT,0.014,0.2,6,13
BANKER,MONEY,0.56,0,9,19
BANKER,TELLER,0.127,0.014,9,4
BANKER,BANK,0.04,0,9,6
BANKER,BORING,0.027,0,9,16
BANKER,SUIT,0.027,0,9,21
BANKER,BARNETT,0.02, NA,9, NA
BANKER,LAWYER,0.02,0,9,13
BANKER,DORK,0.013, NA,9, NA
BANKER,RICH,0.013,0,9,7
BANNER,FLAG,0.687,0,6,12
BANNER,SIGN,0.061,0,6,15
BANNER,STAR-SPANGLED,0.04, NA,6, NA
BANNER,ADVERTISEMENT,0.02,0,6,18
BANNER,CELEBRATION,0.02,0,6,8
BANNER,YEAR,0.02,0,6,12
BANQUET,DINNER,0.263,0,9,5
BANQUET,FOOD,0.263,0,9,18
BANQUET,EAT,0.071,0,9,11
BANQUET,FEAST,0.071,0.03,9,15
BANQUET,PARTY,0.071,0,9,22
BANQUET,ROOM,0.051,0,9,22
BANQUET,HALL,0.02,0,9,19
BANQUET,MEAL,0.02,0,9,6
BANQUET,TABLE,0.02,0,9,10
BAPTIST,CHURCH,0.268,0,12,15
BAPTIST,RELIGION,0.222,0.027,12,14
BAPTIST,CATHOLIC,0.098,0.014,12,16
BAPTIST,MINISTER,0.046,0,12,12
BAPTIST,JEWISH,0.039,0,12,23
BAPTIST,METHODIST,0.039,0.092,12,8
BAPTIST,PREACHER,0.039,0,12,19
BAPTIST,SOUTHERN,0.033,0.02,12,21
BAPTIST,CHRISTIAN,0.026,0,12,13
BAPTIST,GOD,0.013,0,12,23
BAPTIST,PROTESTANT,0.013,0,12,10
BAPTIST,RELIGIOUS,0.013,0,12,19
BAR,DRINK,0.393,0,13,20
BAR,BEER,0.124,0,13,22
BAR,STOOL,0.103,0.061,13,16
BAR,ALCOHOL,0.055,0,13,12
BAR,DRUNK,0.034,0.021,13,19
BAR,GRILL,0.034,0.027,13,10
BAR,ROOM,0.028,0,13,22
BAR,BARTENDER,0.021,0.068,13,11
BAR,LIQUOR,0.021,0,13,18
BAR,CLUB,0.014,0.014,13,22
BAR,DANCE,0.014,0,13,19
BAR,POLE,0.014,0,13,14
BAR,PUB,0.014,0.273,13,6
BARBECUE,CHICKEN,0.253,0.011,13,29
BARBECUE,RIBS,0.133,0.158,13,23
BARBECUE,GRILL,0.1,0.259,13,10
BARBECUE,STEAK,0.073,0,13,19
BARBECUE,COOKOUT,0.06,0.422,13,11
BARBECUE,FOOD,0.053,0,13,18
BARBECUE,SAUCE,0.053,0.036,13,15
BARBECUE,HAMBURGER,0.033,0,13,13
BARBECUE,PICNIC,0.027,0,13,13
BARBECUE,BEEF,0.02,0,13,10
BARBECUE,COOK,0.02,0,13,15
BARBECUE,DAD,0.013,0,13,5
BARBECUE,PIT,0.013,0,13,20
BARGAIN,SALE,0.317,0.131,16,17
BARGAIN,DEAL,0.159,0.028,16,19
BARGAIN,CHEAP,0.095,0.02,16,13
BARGAIN,BASEMENT,0.032,0,16,19
BARGAIN,PRICE,0.032,0,16,12
BARGAIN,BARTER,0.024,0.04,16,12
BARGAIN,BUY,0.024,0,16,13
BARGAIN,MONEY,0.024,0,16,19
BARGAIN,SAVE,0.024,0,16,17
BARGAIN,SHOP,0.024,0,16,14
BARGAIN,STORE,0.024,0,16,17
BARGAIN,HUNTER,0.016, NA,16, NA
BARGAIN,MARKET,0.016,0,16,14
BARGAIN,RIP-OFF,0.016, NA,16, NA
BARGAIN,SHOPPING,0.016,0,16,9
BARGAIN,TRADE,0.016,0,16,22
BARK,DOG,0.569,0,5,5
BARK,TREE,0.201,0.027,5,21
BARK,MEOW,0.062,0.02,5,3
BARK,BITE,0.056,0,5,19
BARK,YELL,0.014,0,5,9
BARLEY,WHEAT,0.215,0.135,18,17
BARLEY,OATS,0.134,0.067,18,17
BARLEY,BEER,0.074,0,18,22
BARLEY,SPICE,0.054,0,18,17
BARLEY,SOUP,0.04,0,18,25
BARLEY,HOPS,0.034, NA,18, NA
BARLEY,LEAF,0.034,0,18,10
BARLEY,FOOD,0.027,0,18,18
BARLEY,HERB,0.027,0,18,17
BARLEY,MALT,0.027,0,18,11
BARLEY,GRAIN,0.02,0,18,11
BARLEY,HAY,0.02,0,18,18
BARLEY,HORSE,0.02,0,18,16
BARLEY,CEREAL,0.013,0,18,11
BARLEY,FIELD,0.013,0,18,34
BARLEY,GREEN,0.013,0,18,17
BARLEY,TEA,0.013,0,18,11
BARLEY,TREE,0.013,0,18,21
BARN,HAY,0.189,0.081,13,18
BARN,COW,0.173,0,13,10
BARN,HORSE,0.165,0,13,16
BARN,FARM,0.118,0.042,13,12
BARN,ANIMAL,0.087,0,13,28
BARN,YARD,0.055,0,13,15
BARN,DOOR,0.047,0,13,23
BARN,RED,0.031,0,13,14
BARN,CHICKEN,0.024,0,13,29
BARN,LOFT,0.024,0.034,13,15
BARN,HOUSE,0.016,0,13,13
BARN,SHED,0.016,0.02,13,26
BARN,STABLE,0.016,0.021,13,13
BARRACUDA,FISH,0.465,0,8,24
BARRACUDA,SHARK,0.152,0,8,20
BARRACUDA,TEETH,0.071,0,8,16
BARRACUDA,CAR,0.051,0,8,25
BARRACUDA,OCEAN,0.04,0,8,17
BARRACUDA,DANGER,0.03,0,8,23
BARRACUDA,HEART,0.03,0,8,16
BARRACUDA,FAST,0.02,0,8,7
BARREL,BEER,0.17,0,25,22
BARREL,PICKLES,0.103,0,25,14
BARREL,MONKEY,0.097,0,25,22
BARREL,BUCKET,0.073,0.014,25,11
BARREL,KEG,0.048,0.03,25,4
BARREL,WOOD,0.048,0,25,26
BARREL,GUN,0.036,0,25,18
BARREL,JUG,0.036,0,25,18
BARREL,RAIN,0.036,0,25,18
BARREL,WATER,0.03,0,25,18
BARREL,FUN,0.024,0,25,15
BARREL,ROLL,0.024,0,25,20
BARREL,ROUND,0.024,0,25,7
BARREL,LAUGH,0.018,0,25,8
BARREL,PORK,0.018,0,25,10
BARREL,TUB,0.018,0,25,12
BARREL,WINE,0.018,0,25,22
BARREL,APPLE,0.012,0,25,17
BARREL,CAN,0.012,0,25,20
BARREL,DRUM,0.012,0,25,16
BARREL,FULL,0.012,0,25,11
BARREL,OIL,0.012,0,25,17
BARREL,ROOTBEER,0.012, NA,25, NA
BARREL,WHEEL,0.012,0,25,14
BARREL,WHISKEY,0.012,0,25,15
BARRIER,WALL,0.329,0.026,14,23
BARRIER,BLOCKADE,0.151,0.093,14,17
BARRIER,REEF,0.144,0,14,8
BARRIER,BLOCK,0.096,0,14,27
BARRIER,STOP,0.041,0,14,8
BARRIER,BARRICADE,0.027, NA,14, NA
BARRIER,OBSTACLE,0.021,0.08,14,20
BARRIER,BRIDGE,0.014,0,14,10
BARRIER,DAMN,0.014,0,14,18
BARRIER,FENCE,0.014,0.024,14,20
BARRIER,GATE,0.014,0,14,12
BARRIER,LINE,0.014,0,14,18
