date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
042606	14:04	12	practice1	1	1	practice1	29328	2	0	
042606	14:04	12	practice2	1	1	practice2	10101	3	0	
042606	14:04	12	practice3	1	1	practice3	17448	2	0	
042606	14:04	12	expblock1	1	1	1	27775	5	0	
042606	14:04	12	expblock1	1	1	2	25509	1	0	
042606	14:04	12	expblock1	1	1	3	29164	7	0	
042606	14:04	12	expblock1	1	1	4	28544	4	0	
042606	14:04	12	expblock1	1	1	5	52081	3	0	
042606	14:04	12	expblock1	1	1	6	30733	2	0	
042606	14:04	12	expblock1	1	1	7	38664	6	0	
042606	14:04	12	expblock1	1	1	8	136486	1	0	
042606	14:04	12	expblock1	1	1	9	15117	8	0	
042606	14:04	12	expblock1	1	1	10	13852	4	0	
042606	14:04	12	expblock1	1	1	11	23138	5	0	
042606	14:04	12	expblock1	1	1	12	83682	6	0	
042606	14:04	12	expblock2	1	1	13	34138	2	0	
042606	14:04	12	expblock2	1	1	14	57155	1	0	
042606	14:04	12	expblock2	1	1	15	34203	2	0	
042606	14:04	12	expblock2	1	1	16	94772	4	0	
042606	14:04	12	expblock2	1	1	17	37025	3	0	
042606	14:04	12	expblock2	1	1	18	20742	7	0	
042606	14:04	12	expblock2	1	1	19	36191	3	0	
042606	14:04	12	expblock2	1	1	20	28833	8	0	
042606	14:04	12	expblock2	1	1	21	54764	3	0	
042606	14:04	12	expblock2	1	1	22	195239	8	0	
042606	14:04	12	expblock2	1	1	23	107856	5	0	
042606	14:04	12	expblock2	1	1	24	74644	3	0	
042606	14:04	12	expblock3	1	1	25	62021	7	0	
042606	14:04	12	expblock3	1	1	26	333204	2	0	
042606	14:04	12	expblock3	1	1	27	206753	7	0	
042606	14:04	12	expblock3	1	1	28	578678	2	0	
042606	14:04	12	expblock3	1	1	29	47426	3	0	
042606	14:04	12	expblock3	1	1	30	231478	8	0	
042606	14:04	12	expblock3	1	1	31	154999	4	0	
042606	14:04	12	expblock3	1	1	32	155552	7	0	
042606	14:04	12	expblock3	1	1	33	243653	5	0	
042606	14:04	12	expblock3	1	1	34	79768	1	0	
042606	14:04	12	expblock3	1	1	35	91964	6	0	
042606	14:04	12	expblock3	1	1	36	262867	6	0	
