date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
042106	12:37	2	practice1	1	1	practice1	13643	8	0	
042106	12:37	2	practice2	1	1	practice2	5057	3	0	
042106	12:37	2	practice3	1	1	practice3	6074	2	0	
042106	12:37	2	expblock1	1	1	1	15169	5	0	
042106	12:37	2	expblock1	1	1	2	17017	1	0	
042106	12:37	2	expblock1	1	1	3	15843	7	0	
042106	12:37	2	expblock1	1	1	4	16029	4	0	
042106	12:37	2	expblock1	1	1	5	11566	3	0	
042106	12:37	2	expblock1	1	1	6	14481	7	0	
042106	12:37	2	expblock1	1	1	7	29437	6	0	
042106	12:37	2	expblock1	1	1	8	30303	3	0	
042106	12:37	2	expblock1	1	1	9	16911	8	0	
042106	12:37	2	expblock1	1	1	10	28328	4	0	
042106	12:37	2	expblock1	1	1	11	15670	5	0	
042106	12:37	2	expblock1	1	1	12	41868	8	0	
042106	12:37	2	expblock2	1	1	13	36662	2	0	
042106	12:37	2	expblock2	1	1	14	62941	6	0	
042106	12:37	2	expblock2	1	1	15	29194	2	0	
042106	12:37	2	expblock2	1	1	16	25638	4	0	
042106	12:37	2	expblock2	1	1	17	73525	6	0	
042106	12:37	2	expblock2	1	1	18	31791	5	0	
042106	12:37	2	expblock2	1	1	19	22303	3	0	
042106	12:37	2	expblock2	1	1	20	23745	4	0	
042106	12:37	2	expblock2	1	1	21	81091	1	0	
042106	12:37	2	expblock2	1	1	22	71721	7	0	
042106	12:37	2	expblock2	1	1	23	42931	5	0	
042106	12:37	2	expblock2	1	1	24	54679	1	0	
042106	12:37	2	expblock3	1	1	25	37115	7	0	
042106	12:37	2	expblock3	1	1	26	22748	6	0	
042106	12:37	2	expblock3	1	1	27	37552	1	0	
042106	12:37	2	expblock3	1	1	28	79699	8	0	
042106	12:37	2	expblock3	1	1	29	62574	2	0	
042106	12:37	2	expblock3	1	1	30	65508	5	0	
042106	12:37	2	expblock3	1	1	31	49705	5	0	
042106	12:37	2	expblock3	1	1	32	99367	5	0	
042106	12:37	2	expblock3	1	1	33	42290	4	0	
042106	12:37	2	expblock3	1	1	34	24717	4	0	
042106	12:37	2	expblock3	1	1	35	17098	3	0	
042106	12:37	2	expblock3	1	1	36	46990	4	0	
