date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
042506	09:51	5	practice1	1	1	practice1	17775	8	0	
042506	09:51	5	practice2	1	1	practice2	5337	3	0	
042506	09:51	5	practice3	1	1	practice3	7798	2	0	
042506	09:51	5	expblock1	1	1	1	33178	8	0	
042506	09:51	5	expblock1	1	1	2	35281	1	0	
042506	09:51	5	expblock1	1	1	3	7927	7	0	
042506	09:51	5	expblock1	1	1	4	39160	4	0	
042506	09:51	5	expblock1	1	1	5	11587	3	0	
042506	09:51	5	expblock1	1	1	6	17495	1	0	
042506	09:51	5	expblock1	1	1	7	19853	5	0	
042506	09:51	5	expblock1	1	1	8	18489	2	0	
042506	09:51	5	expblock1	1	1	9	14371	8	0	
042506	09:51	5	expblock1	1	1	10	91004	7	0	
042506	09:51	5	expblock1	1	1	11	14439	5	0	
042506	09:51	5	expblock1	1	1	12	77349	8	0	
042506	09:51	5	expblock2	1	1	13	57063	2	0	
042506	09:51	5	expblock2	1	1	14	124275	1	0	
042506	09:51	5	expblock2	1	1	15	70232	2	0	
042506	09:51	5	expblock2	1	1	16	28660	4	0	
042506	09:51	5	expblock2	1	1	17	74423	3	0	
042506	09:51	5	expblock2	1	1	18	35694	7	0	
042506	09:51	5	expblock2	1	1	19	56219	3	0	
042506	09:51	5	expblock2	1	1	20	54123	8	0	
042506	09:51	5	expblock2	1	1	21	45795	8	0	
042506	09:51	5	expblock2	1	1	22	75055	8	0	
042506	09:51	5	expblock2	1	1	23	29676	5	0	
042506	09:51	5	expblock2	1	1	24	57804	1	0	
042506	09:51	5	expblock3	1	1	25	36211	2	0	
042506	09:51	5	expblock3	1	1	26	112221	5	0	
042506	09:51	5	expblock3	1	1	27	56805	4	0	
042506	09:51	5	expblock3	1	1	28	44914	6	0	
042506	09:51	5	expblock3	1	1	29	139744	2	0	
042506	09:51	5	expblock3	1	1	30	183302	8	0	
042506	09:51	5	expblock3	1	1	31	63187	2	0	
042506	09:51	5	expblock3	1	1	32	201917	5	0	
042506	09:51	5	expblock3	1	1	33	12121	7	0	
042506	09:51	5	expblock3	1	1	34	98571	1	0	
042506	09:51	5	expblock3	1	1	35	107244	1	0	
042506	09:51	5	expblock3	1	1	36	54563	7	0	
