date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
042806	12:30	20	practice1	1	1	practice1	19886	8	0	
042806	12:30	20	practice2	1	1	practice2	7246	3	0	
042806	12:30	20	practice3	1	1	practice3	4413	2	0	
042806	12:30	20	expblock1	1	1	1	28623	5	0	
042806	12:30	20	expblock1	1	1	2	20992	1	0	
042806	12:30	20	expblock1	1	1	3	14885	7	0	
042806	12:30	20	expblock1	1	1	4	24929	4	0	
042806	12:30	20	expblock1	1	1	5	37031	3	0	
042806	12:30	20	expblock1	1	1	6	17586	1	0	
042806	12:30	20	expblock1	1	1	7	29240	2	0	
042806	12:30	20	expblock1	1	1	8	45327	2	0	
042806	12:30	20	expblock1	1	1	9	77026	8	0	
042806	12:30	20	expblock1	1	1	10	48801	4	0	
042806	12:30	20	expblock1	1	1	11	20571	5	0	
042806	12:30	20	expblock1	1	1	12	48878	6	0	
042806	12:30	20	expblock2	1	1	13	35528	5	0	
042806	12:30	20	expblock2	1	1	14	19771	6	0	
042806	12:30	20	expblock2	1	1	15	58943	2	0	
042806	12:30	20	expblock2	1	1	16	51110	5	0	
042806	12:30	20	expblock2	1	1	17	44850	6	0	
042806	12:30	20	expblock2	1	1	18	21578	7	0	
042806	12:30	20	expblock2	1	1	19	27711	3	0	
042806	12:30	20	expblock2	1	1	20	60831	6	0	
042806	12:30	20	expblock2	1	1	21	32436	1	0	
042806	12:30	20	expblock2	1	1	22	78742	1	0	
042806	12:30	20	expblock2	1	1	23	62040	1	0	
042806	12:30	20	expblock2	1	1	24	61169	3	0	
042806	12:30	20	expblock3	1	1	25	46731	8	0	
042806	12:30	20	expblock3	1	1	26	73618	5	0	
042806	12:30	20	expblock3	1	1	27	32477	6	0	
042806	12:30	20	expblock3	1	1	28	63776	5	0	
042806	12:30	20	expblock3	1	1	29	57288	2	0	
042806	12:30	20	expblock3	1	1	30	2503	4	0	
042806	12:30	20	expblock3	1	1	31	88631	5	0	
042806	12:30	20	expblock3	1	1	32	33601	1	0	
042806	12:30	20	expblock3	1	1	33	24761	4	0	
042806	12:30	20	expblock3	1	1	34	3524	6	0	
042806	12:30	20	expblock3	1	1	35	2827	3	0	
042806	12:30	20	expblock3	1	1	36	49085	1	0	
