date	time	subject	trialcode	trialnum	latency	response	
091107	09:58	834	JSPR17	1	114128	4	
091107	09:58	834	PR17 emerald	2	14917	ja	
091107	09:58	834	JSPR27	3	10120	8	
091107	09:58	834	PR27 wheat	4	15127	happy	
091107	09:58	834	JSPR07	5	4460	7	
091107	09:58	834	PR07 bog	6	6593	marry	
091107	09:58	834	JSPR23	7	5032	6	
091107	09:58	834	PR23 companion	8	7475	control	
091107	09:58	834	JSPR06	9	3365	9	
091107	09:58	834	PR06 beast	10	3882	beat	
091107	09:58	834	JSPR09	11	5467	4	
091107	09:58	834	PR09 album	12	8829	turtle	
091107	09:58	834	JSPR21	13	3962	3	
091107	09:58	834	PR21 innocence	14	9603	love	
091107	09:58	834	JSPR01	15	3826	5	
091107	09:58	834	PR01 cash	16	6627	light	
091107	09:58	834	JSPR11	17	8232	8	
091107	09:58	834	PR11 ounce	18	3095	ounce	
091107	09:58	834	JSPR25	19	5852	6	
091107	09:58	834	PR25 saliva	20	4359	count	
091107	09:58	834	JSPR30	21	6096	5	
091107	09:58	834	PR30 maiden	22	4879	faster	
091107	09:58	834	JSPR03	23	3991	7	
091107	09:58	834	PR03 acre	24	3199	pie	
091107	09:58	834	JSPR13	25	4142	8	
091107	09:58	834	PR13 ambition	26	5545	outside	
091107	09:58	834	JSPR04	27	11356	8	
091107	09:58	834	PR04 diaper	28	16130	clothing	
091107	09:58	834	JSPR28	29	8564	3	
091107	09:58	834	PR28 challenge	30	4182	apple	
091107	09:58	834	JSUR42	1	5478	6	
091107	09:58	834	UR42 sergeant	2	7850	house	
091107	09:58	834	JSUR52	3	5890	8	
091107	09:58	834	UR52 knight	4	3982	tight	
091107	09:58	834	JSLH01	5	3354	9	
091107	09:58	834	LH01 brain	6	2438	brain	
091107	09:58	834	JSHL45	7	3319	4	
091107	09:58	834	HL45 words	8	4487	books	
091107	09:58	834	JSLH03	9	6185	7	
091107	09:58	834	LH03 yard	10	3442	net	
091107	09:58	834	JSHL21	11	4286	4	
091107	09:58	834	HL21 empire	12	3425	letters	
091107	09:58	834	JSLH38	13	4225	8	
091107	09:58	834	LH38 paint	14	2629	hot	
091107	09:58	834	JSLH43	15	4878	4	
091107	09:58	834	LH43 noise	16	3273	sound	
091107	09:58	834	JSLH37	17	4847	4	
091107	09:58	834	LH37 pad	18	4783	headache	
091107	09:58	834	JSHL07	19	6661	2	
091107	09:58	834	HL07 king	20	2615	sit	
091107	09:58	834	JSHL39	21	5036	5	
091107	09:58	834	HL39 book	22	2366	book	
091107	09:58	834	JSLH24	23	3259	9	
091107	09:58	834	LH24 feeling	24	3160	smile	
091107	09:58	834	JSHL42	25	5096	9	
091107	09:58	834	HL42 pie	26	2410	pie	
091107	09:58	834	JSUR30	27	3966	5	
091107	09:58	834	UR30 lover	28	5812	bra	
091107	09:58	834	JSUR95	29	3781	5	
091107	09:58	834	UR95 fool	30	3755	control	
091107	09:58	834	JSLH20	31	6232	10	
091107	09:58	834	LH20 violation	32	2936	pain	
091107	09:58	834	JSUR96	33	6003	4	
091107	09:58	834	UR96 dessert	34	8417	life	
091107	09:58	834	JSUR66	35	3946	7	
091107	09:58	834	UR66 chief	36	2266	hot	
091107	09:58	834	JSHL17	37	3634	4	
091107	09:58	834	HL17 soap	38	2512	soap	
091107	09:58	834	JSUR06	39	14216	6	
091107	09:58	834	UR06 cello	40	3214	heat	
091107	09:58	834	JSLH32	41	7446	3	
091107	09:58	834	LH32 capacity	42	3679	skill	
091107	09:58	834	JSUR103	43	8813	10	
091107	09:58	834	UR103 hula	44	2255	joke	
091107	09:58	834	JSHL23	45	6624	4	
091107	09:58	834	HL23 baby	46	2064	baby	
091107	09:58	834	JSUR63	47	6307	9	
091107	09:58	834	UR63 alley	48	4235	sneeze	
091107	09:58	834	JSLH11	49	4937	10	
091107	09:58	834	LH11 cancer	50	1705	food	
091107	09:58	834	JSHL03	51	6414	8	
091107	09:58	834	HL03 cigarette	52	4226	lungs	
091107	09:58	834	JSUR28	53	4104	4	
091107	09:58	834	UR28 bang	54	2274	bank	
091107	09:58	834	JSLH04	55	4386	3	
091107	09:58	834	LH04 grade	56	1769	dot	
091107	09:58	834	JSHL01	57	8018	3	
091107	09:58	834	HL01 elephant	58	6757	mounth	
091107	09:58	834	JSLH27	59	8936	8	
091107	09:58	834	LH27 condition	60	3366	crime	
091107	09:58	834	JSLH51	61	3704	9	
091107	09:58	834	LH51 exit	62	4756	light	
091107	09:58	834	JSLH07	63	5254	2	
091107	09:58	834	LH07 rear	64	6531	hole	
091107	09:58	834	JSHL41	65	3934	4	
091107	09:58	834	HL41 hand	66	3883	coat	
091107	09:58	834	JSUR50	67	4365	9	
091107	09:58	834	UR50 crane	68	2181	swim	
091107	09:58	834	JSUR76	69	3678	4	
091107	09:58	834	UR76 dignity	70	1823	math	
091107	09:58	834	JSUR69	71	2329	9	
091107	09:58	834	UR69 flashlight	72	5813	soda	
091107	09:58	834	JSUR85	73	6253	4	
091107	09:58	834	UR85 stroke	74	2380	pain	
091107	09:58	834	JSHL47	75	4628	10	
091107	09:58	834	HL47 horse	76	3565	ride	
091107	09:58	834	JSHL49	77	6067	5	
091107	09:58	834	HL49 spice	78	6000	noodles	
091107	09:58	834	JSUR22	79	6176	10	
