date	time	subject	trialcode	trialnum	latency	response	
090607	15:49	825	JAPR17	1	13524	9	
090607	15:49	825	PR17 emerald	2	14181	oak	
090607	15:49	825	JAPR27	3	39712	6	
090607	15:49	825	PR27 wheat	4	9332	wife	
090607	15:49	825	JAPR07	5	14199	4	
090607	15:49	825	PR07 bog	6	4107	jazz	
090607	15:49	825	JAPR23	7	15510	8	
090607	15:49	825	PR23 companion	8	5039	china	
090607	15:49	825	JAPR06	9	6432	7	
090607	15:49	825	PR06 beast	10	5594	beauty	
090607	15:49	825	JAPR09	11	5392	4	
090607	15:49	825	PR09 album	12	3579	alarm	
090607	15:49	825	JAPR21	13	5028	4	
090607	15:49	825	PR21 innocence	14	4592	insight	
090607	15:49	825	JAPR01	15	4620	2	
090607	15:49	825	PR01 cash	16	3307	nuts	
090607	15:49	825	JAPR11	17	3121	4	
090607	15:49	825	PR11 ounce	18	2088	sun	
090607	15:49	825	JAPR25	19	14226	9	
090607	15:49	825	PR25 saliva	20	3774	cracker	
090607	15:49	825	JAPR30	21	3577	8	
090607	15:49	825	PR30 maiden	22	3099	group	
090607	15:49	825	JAPR03	23	3614	6	
090607	15:49	825	PR03 acre	24	1590	nut	
090607	15:49	825	JAPR13	25	4058	6	
090607	15:49	825	PR13 ambition	26	4821	athlete	
090607	15:49	825	JAPR04	27	3142	6	
090607	15:49	825	PR04 diaper	28	3290	necklace	
090607	15:49	825	JAUR53	1	5751	5	
090607	15:49	825	UR53 hell	2	2927	pants	
090607	15:49	825	JAUR13	3	3059	6	
090607	15:49	825	UR13 almanac	4	11368	crocidile	
090607	15:49	825	JAHL07	5	2779	6	
090607	15:49	825	HL07 king	6	2830	king	
090607	15:49	825	JALH05	7	3579	6	
090607	15:49	825	LH05 chain	8	5492	friendship	
090607	15:49	825	JALH02	9	2798	6	
090607	15:49	825	LH02 harm	10	4428	accident	
090607	15:49	825	JAUR64	11	5536	6	
090607	15:49	825	UR64 fist	12	2741	dollars	
090607	15:49	825	JAUR32	13	3398	5	
090607	15:49	825	UR32 navigator	14	2275	string	
090607	15:49	825	JALH50	15	4104	9	
090607	15:49	825	LH50 measure	16	3547	normal	
090607	15:49	825	JALH27	17	6264	8	
090607	15:49	825	LH27 condition	18	6143	evidence	
090607	15:49	825	JAHL17	19	3944	8	
090607	15:49	825	HL17 soap	20	5476	suds	
090607	15:49	825	JAUR74	21	10409	5	
090607	15:49	825	UR74 suitcase	22	4851	night	
090607	15:49	825	JAHL36	23	7247	5	
090607	15:49	825	HL36 football	24	3199	football	
090607	15:49	825	JALH20	25	4750	5	
090607	15:49	825	LH20 violation	26	2910	attack	
090607	15:49	825	JALH54	27	2959	7	
090607	15:49	825	LH54 limit	28	2390	farm	
090607	15:49	825	JALH51	29	4366	5	
090607	15:49	825	LH51 exit	30	2812	plug	
090607	15:49	825	JAUR35	31	2930	7	
090607	15:49	825	UR35 cause	32	7591	animals	
090607	15:49	825	JALH19	33	3076	7	
090607	15:49	825	LH19 snob	34	2779	nose	
090607	15:49	825	JAHL51	35	3804	6	
090607	15:49	825	HL51 color	36	3744	yellow	
090607	15:49	825	JAHL47	37	2467	5	
090607	15:49	825	HL47 horse	38	3538	cattle	
090607	15:49	825	JAUR45	39	4391	6	
090607	15:49	825	UR45 bridge	40	2467	church	
090607	15:49	825	JAUR69	41	2928	5	
090607	15:49	825	UR69 flashlight	42	4266	chocolate	
090607	15:49	825	JAUR76	43	7947	5	
090607	15:49	825	UR76 dignity	44	2399	numbers	
090607	15:49	825	JALH24	45	7169	6	
090607	15:49	825	LH24 feeling	46	2873	religion	
090607	15:49	825	JAHL53	47	2832	5	
090607	15:49	825	HL53 fish	48	2212	pole	
090607	15:49	825	JAUR55	49	3530	7	
090607	15:49	825	UR55 bargain	50	3382	church	
090607	15:49	825	JAUR50	51	3905	7	
090607	15:49	825	UR50 crane	52	5613	sore	
090607	15:49	825	JAHL43	53	2712	7	
090607	15:49	825	HL43 money	54	3642	money	
090607	15:49	825	JALH11	55	4966	5	
090607	15:49	825	LH11 cancer	56	3535	seafood	
090607	15:49	825	JAUR77	57	4780	5	
090607	15:49	825	UR77 uncle	58	6123	section	
090607	15:49	825	JAUR27	59	5649	9	
090607	15:49	825	UR27 consequence	60	2902	truth	
090607	15:49	825	JAUR68	61	5713	4	
090607	15:49	825	UR68 fatigue	62	2164	water	
090607	15:49	825	JAUR22	63	3394	5	
090607	15:49	825	UR22 thesaurus	64	2282	place	
090607	15:49	825	JAUR07	65	3367	7	
090607	15:49	825	UR07 gathering	66	5314	first aid	
090607	15:49	825	JAUR95	67	8672	4	
090607	15:49	825	UR95 fool	68	3069	near	
090607	15:49	825	JAUR63	69	3468	7	
