date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
072406	16:23	203	practice1	1	1	practice1	25661	8	0	
072406	16:23	203	practice2	1	1	practice2	22184	3	0	
072406	16:23	203	practice3	1	1	practice3	16074	2	0	
072406	16:23	203	expblock1	1	1	1	25312	5	0	
072406	16:23	203	expblock1	1	1	2	27903	1	0	
072406	16:23	203	expblock1	1	1	3	17907	7	0	
072406	16:23	203	expblock1	1	1	4	38821	2	0	
072406	16:23	203	expblock1	1	1	5	20404	3	0	
072406	16:23	203	expblock1	1	1	6	18848	7	0	
072406	16:23	203	expblock1	1	1	7	28667	6	0	
072406	16:23	203	expblock1	1	1	8	33114	1	0	
072406	16:23	203	expblock1	1	1	9	12680	7	0	
072406	16:23	203	expblock1	1	1	10	21593	1	0	
072406	16:23	203	expblock1	1	1	11	16272	5	0	
072406	16:23	203	expblock1	1	1	12	9928	6	0	
072406	16:23	203	expblock2	1	1	13	19723	2	0	
072406	16:23	203	expblock2	1	1	14	24151	1	0	
072406	16:23	203	expblock2	1	1	15	29208	5	0	
072406	16:23	203	expblock2	1	1	16	22584	4	0	
072406	16:23	203	expblock2	1	1	17	26229	6	0	
072406	16:23	203	expblock2	1	1	18	17690	7	0	
072406	16:23	203	expblock2	1	1	19	14437	2	0	
072406	16:23	203	expblock2	1	1	20	18742	7	0	
072406	16:23	203	expblock2	1	1	21	27324	8	0	
072406	16:23	203	expblock2	1	1	22	15229	5	0	
072406	16:23	203	expblock2	1	1	23	15151	8	0	
072406	16:23	203	expblock2	1	1	24	34344	1	0	
072406	16:23	203	expblock3	1	1	25	5609	4	0	
072406	16:23	203	expblock3	1	1	26	3436	3	0	
072406	16:23	203	expblock3	1	1	27	19437	6	0	
072406	16:23	203	expblock3	1	1	28	11110	2	0	
072406	16:23	203	expblock3	1	1	29	2521	3	0	
072406	16:23	203	expblock3	1	1	30	5032	8	0	
072406	16:23	203	expblock3	1	1	31	24839	4	0	
072406	16:23	203	expblock3	1	1	32	4204	3	0	
072406	16:23	203	expblock3	1	1	33	16545	6	0	
072406	16:23	203	expblock3	1	1	34	15184	6	0	
072406	16:23	203	expblock3	1	1	35	18830	1	0	
072406	16:23	203	expblock3	1	1	36	11479	1	0	
