date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
062306	13:38	102	practice1	1	1	practice1	35815	8	0	
062306	13:38	102	practice2	1	1	practice2	3823	3	0	
062306	13:38	102	practice3	1	1	practice3	7812	4	0	
062306	13:38	102	expblock1	1	1	1	71220	1	0	
062306	13:38	102	expblock1	1	1	2	27725	1	0	
062306	13:38	102	expblock1	1	1	3	19395	7	0	
062306	13:38	102	expblock1	1	1	4	25959	4	0	
062306	13:38	102	expblock1	1	1	5	52292	3	0	
062306	13:38	102	expblock1	1	1	6	19856	1	0	
062306	13:38	102	expblock1	1	1	7	26135	6	0	
062306	13:38	102	expblock1	1	1	8	61103	1	0	
062306	13:38	102	expblock1	1	1	9	31521	8	0	
062306	13:38	102	expblock1	1	1	10	37638	4	0	
062306	13:38	102	expblock1	1	1	11	21780	5	0	
062306	13:38	102	expblock1	1	1	12	44947	6	0	
062306	13:38	102	expblock2	1	1	13	53382	2	0	
062306	13:38	102	expblock2	1	1	14	37385	1	0	
062306	13:38	102	expblock2	1	1	15	72737	2	0	
062306	13:38	102	expblock2	1	1	16	30684	4	0	
062306	13:38	102	expblock2	1	1	17	75137	7	0	
062306	13:38	102	expblock2	1	1	18	33633	7	0	
062306	13:38	102	expblock2	1	1	19	29371	5	0	
062306	13:38	102	expblock2	1	1	20	141224	4	0	
062306	13:38	102	expblock2	1	1	21	47202	8	0	
062306	13:38	102	expblock2	1	1	22	81512	7	0	
062306	13:38	102	expblock2	1	1	23	90703	6	0	
062306	13:38	102	expblock2	1	1	24	73465	1	0	
062306	13:38	102	expblock3	1	1	25	56704	7	0	
062306	13:38	102	expblock3	1	1	26	104664	2	0	
062306	13:38	102	expblock3	1	1	27	70066	0	1	
