date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
071106	10:00	108	practice1	1	1	practice1	70378	8	0	
071106	10:00	108	practice2	1	1	practice2	7201	3	0	
071106	10:00	108	practice3	1	1	practice3	10113	7	0	
071106	10:00	108	expblock1	1	1	1	57509	5	0	
071106	10:00	108	expblock1	1	1	2	28563	2	0	
071106	10:00	108	expblock1	1	1	3	80470	7	0	
071106	10:00	108	expblock1	1	1	4	9971	8	0	
071106	10:00	108	expblock1	1	1	5	15004	3	0	
071106	10:00	108	expblock1	1	1	6	16345	1	0	
071106	10:00	108	expblock1	1	1	7	32016	6	0	
071106	10:00	108	expblock1	1	1	8	25563	1	0	
071106	10:00	108	expblock1	1	1	9	72660	4	0	
071106	10:00	108	expblock1	1	1	10	52755	5	0	
071106	10:00	108	expblock1	1	1	11	26942	5	0	
071106	10:00	108	expblock1	1	1	12	41979	2	0	
071106	10:00	108	expblock2	1	1	13	44778	1	0	
071106	10:00	108	expblock2	1	1	14	30359	8	0	
071106	10:00	108	expblock2	1	1	15	40132	8	0	
071106	10:00	108	expblock2	1	1	16	20998	5	0	
071106	10:00	108	expblock2	1	1	17	28210	6	0	
071106	10:00	108	expblock2	1	1	18	35809	8	0	
071106	10:00	108	expblock2	1	1	19	36782	6	0	
071106	10:00	108	expblock2	1	1	20	33833	8	0	
071106	10:00	108	expblock2	1	1	21	15895	4	0	
071106	10:00	108	expblock2	1	1	22	25520	5	0	
071106	10:00	108	expblock2	1	1	23	37697	1	0	
071106	10:00	108	expblock2	1	1	24	19052	6	0	
071106	10:00	108	expblock3	1	1	25	21223	8	0	
071106	10:00	108	expblock3	1	1	26	29899	8	0	
071106	10:00	108	expblock3	1	1	27	11377	4	0	
071106	10:00	108	expblock3	1	1	28	15965	3	0	
071106	10:00	108	expblock3	1	1	29	21686	8	0	
071106	10:00	108	expblock3	1	1	30	33242	7	0	
071106	10:00	108	expblock3	1	1	31	30951	6	0	
071106	10:00	108	expblock3	1	1	32	3626	6	0	
071106	10:00	108	expblock3	1	1	33	61529	5	0	
071106	10:00	108	expblock3	1	1	34	2885	4	0	
071106	10:00	108	expblock3	1	1	35	14130	6	0	
071106	10:00	108	expblock3	1	1	36	50860	3	0	
