cue,target,fsg,bsg,msg,qcon,tcon,qfr,tfr,jcn,lsa
charm,win,.012,0.000,0.0000,4.20,2.88,26,55,12.180416,0.097256
charm,wit,.048,.095,0.0000,4.20,2.35,26,20,13.470009,0.312179
chart,data,.013,0.000,0.0000,5.28,,22,173,18.536712,0.241006
chart,diagram,.033,.167,0.0000,5.28,,22,10,7.835271,0.343029
chart,doctor,.033,0.000,.0110,5.28,5.75,22,100,16.073553,0.068051
chart,eye,.013,0.000,0.0000,5.28,6.28,22,122,15.118072,-0.003372
chart,graph,.275,.150,.0020,5.28,,22,17,3.774098,0.368684
chart,hospital,.020,0.000,.0020,5.28,6.80,22,110,15.475804,0.085150
chart,map,.118,.016,.0040,5.28,5.53,22,13,0.597837,0.186073
chart,math,.013,0.000,.0730,5.28,3.78,22,4,19.187597,0.091738
chart,medical,.020,0.000,0.0000,5.28,,22,162,19.712202,0.061119
chart,numbers,.033,0.000,.0090,5.28,,22,125,12.156133,0.269517
chart,paper,.020,0.000,.0450,5.28,5.96,22,157,11.510261,0.153824
chart,pie,.013,0.000,0.0000,5.28,6.09,22,14,17.081753,0.103517
chart,point,.013,0.000,0.0000,5.28,4.54,22,395,12.231369,0.139230
chart,sea,.013,0.000,0.0000,5.28,5.82,22,95,16.978505,0.055817
chart,statistics,.013,.013,0.0000,5.28,,22,22,20.920064,0.181641
chart,table,.033,0.000,0.0000,5.28,6.00,22,198,14.237307,0.160001
chart,write,.013,0.000,.0030,5.28,4.42,22,106,11.982075,0.274950
chase,bank,.053,0.000,0.0000,,5.69,18,83,11.563501,0.091901
chase,capture,.013,0.000,.0010,,,18,17,11.159967,0.170764
chase,car,.053,0.000,.0010,,6.35,18,274,16.771207,0.028242
chase,cat,.013,0.000,0.0000,,6.21,18,23,14.879402,0.150770
chase,catch,.099,0.000,.0010,,4.02,18,43,11.306717,0.295631
chase,follow,.125,0.000,0.0000,,3.11,18,97,0.736036,0.152965
chase,fun,.020,0.000,0.0000,,2.45,18,44,14.553287,0.186648
chase,mortgage,.013,0.000,0.0000,,4.44,18,17,18.526066,0.043885
chase,police,.020,0.000,0.0000,,6.69,18,155,17.465418,0.055749
chase,race,.013,0.000,.0010,,4.46,18,103,8.828853,0.143480
chase,run,.355,0.000,.0020,,4.51,18,212,7.065939,0.293901
chauffeur,car,.088,0.000,.2190,,6.35,4,274,18.932581,0.523101
chauffeur,drive,.074,0.000,.0110,,4.35,4,105,3.531535,0.342496
chauffeur,driver,.378,.050,.0040,,,4,79,2.544225,0.356426
chauffeur,limousine,.088,.026,.0050,,6.20,4,4,21.515093,0.265833
cheat,bad,.059,0.000,.0090,3.25,3.00,3,142,17.410683,0.231514
cheat,cards,.017,0.000,0.0000,3.25,5.61,3,26,12.653583,0.232024
cheat,crook,.017,0.000,.0010,3.25,5.27,3,3,2.081477,0.187354
cheat,exam,.050,0.000,.0390,3.25,5.14,3,29,14.725155,0.243104
cheat,fail,.042,0.000,.0200,3.25,3.23,3,37,15.365468,0.210901
cheat,flunk,.017,0.000,.0040,3.25,3.23,3,0,17.656926,0.169124
cheat,lie,.176,.121,.0060,3.25,4.04,3,59,11.807630,0.100616
cheat,lose,.025,0.000,.0180,3.25,2.95,3,58,15.968319,0.139263
cheat,pass,.025,0.000,.0140,3.25,2.81,3,89,12.779389,0.150137
cheat,school,.025,0.000,.0090,3.25,5.25,3,492,14.857075,0.132033
cheat,sheet,.017,0.000,0.0000,3.25,5.46,3,45,13.377568,0.004059
cheat,steal,.067,0.000,.0090,3.25,3.59,3,5,16.204304,0.313729
cheat,test,.151,0.000,.0410,3.25,5.08,3,119,11.740259,0.142206
cheat,win,.017,0.000,.0070,3.25,2.88,3,55,13.286741,0.057594
cheat,wrong,.034,0.000,.0080,3.25,2.60,3,129,1.110615,0.289898
check,approval,.013,.013,0.0000,4.38,,88,51,10.392742,0.094034
check,balance,.060,0.000,0.0000,4.38,,88,32,10.587500,0.190767
check,bank,.060,0.000,.0060,4.38,5.69,88,83,11.809861,0.496384
check,bill,.027,.086,.0040,4.38,5.36,88,133,1.376633,0.079104
check,book,.020,0.000,.0010,4.38,6.09,88,193,8.475438,0.064862
check,bounce,.073,0.000,0.0000,4.38,3.78,88,8,11.822986,0.051638
check,cash,.100,.013,.0640,4.38,6.28,88,36,11.248214,0.415190
check,look,.013,0.000,0.0000,4.38,3.74,88,399,2.980084,0.138582
check,mark,.060,.143,0.0000,4.38,4.60,88,83,0.000000,0.237588
check,mate,.027,0.000,0.0000,4.38,4.97,88,21,3.354804,0.019093
check,money,.300,.026,.1360,4.38,5.77,88,265,11.439815,0.096201
check,out,.020,0.000,0.0000,4.38,2.40,88,2096,10.775398,0.154995
check,paper,.013,0.000,.0020,4.38,5.96,88,157,8.560251,0.072844
checkbook,account,.041,.021,.0010,,3.63,5,117,14.838997,0.361203
checkbook,balance,.158,.014,.0030,,,5,32,7.275426,0.351314
checkbook,bank,.027,0.000,.0240,,5.69,5,83,21.861268,0.610981
checkbook,blue,.014,0.000,0.0000,,4.49,5,143,19.319192,0.020727
checkbook,bounce,.034,0.000,.0040,,3.78,5,8,22.053634,-0.006333
checkbook,check,.048,0.000,.0140,,4.38,5,88,17.803098,0.614617
checkbook,debt,.014,0.000,0.0000,,4.12,5,13,19.346850,-0.006853
checkbook,empty,.021,0.000,0.0000,,3.65,5,64,23.319264,0.002024
checkbook,money,.527,0.000,.0510,,5.77,5,265,16.089846,0.244229
checkbook,problem,.014,0.000,0.0000,,3.64,5,313,15.635016,0.066020
checkers,black,.013,0.000,.0020,,4.66,0,203,21.530843,0.042159
checkers,board,.040,0.000,.0270,,6.87,0,239,22.268739,0.158996
checkers,chess,.260,.224,0.0000,,,0,3,9.540437,0.385200
checkers,food,.033,0.000,.0050,,5.84,0,147,17.834849,0.049804
checkers,fries,.013,0.000,.0140,,6.25,0,0,28.903405,0.198798
checkers,game,.400,0.000,.0950,,4.72,0,123,6.577865,0.443979
checkers,hamburger,.067,0.000,.0020,,,0,10,25.959192,0.130988
checkers,king,.027,0.000,.0240,,5.54,0,88,21.782221,-0.012010
checkers,red,.033,0.000,0.0000,,4.97,0,197,22.514916,0.049175
checkers,round,.013,0.000,.0020,,4.34,0,81,9.534070,0.044708
checkers,square,.013,0.000,.0050,,5.15,0,143,21.681627,0.034330
cheddar,cheese,.922,.055,.0170,,6.14,0,9,3.988990,0.467588
cheddar,swiss,.026,.020,.0440,,,0,14,27.078989,0.132470
cheek,ass,.013,0.000,0.0000,,6.03,20,5,8.832518,0.264979
cheek,blush,.026,0.000,0.0000,,4.59,20,2,19.592093,0.288583
cheek,bone,.139,0.000,0.0000,,5.75,20,33,10.711455,0.079554
cheek,butt,.033,0.000,.0010,,,20,12,8.832518,0.129327
cheek,fat,.291,0.000,0.0000,,4.80,20,60,11.148272,0.116804
cheek,kiss,.132,0.000,.0140,,5.78,20,17,19.592093,0.543948
cheek,lip,.026,0.000,.0190,,6.50,20,18,0.159428,0.420554
cheek,mouth,.026,0.000,.0350,,5.47,20,103,0.159428,0.362488
cheek,pinch,.013,0.000,0.0000,,,20,6,15.333660,0.174754
cheek,pink,.020,0.000,.0010,,4.08,20,48,11.580910,0.401725
cheek,red,.046,0.000,.0120,,4.97,20,197,10.909408,0.142306
cheek,skin,.020,0.000,.0030,,6.96,20,47,11.899662,0.125914
cheek,tongue,.060,.054,.0050,,6.12,20,35,11.001221,0.318783
cheer,bar,.039,0.000,0.0000,,6.40,8,82,15.811027,0.114001
cheer,beer,.039,0.000,.0060,,5.83,8,34,22.275684,0.064980
cheer,cheerleader,.072,.013,.0020,,,8,1,26.236390,0.065637
cheer,crowd,.026,0.000,0.0000,,5.34,8,53,17.880771,0.502748
cheer,detergent,.033,0.000,0.0000,,3.02,8,25,22.547406,0.007762
cheer,football,.046,0.000,.0090,,5.75,8,36,22.770744,0.248306
cheer,game,.046,0.000,.0080,,4.72,8,123,17.377100,0.178455
cheer,good,.013,0.000,.0020,,2.53,8,807,12.627379,0.268841
cheer,joy,.026,0.000,.0020,,3.54,8,40,0.845164,0.417723
cheer,laugh,.013,0.000,.0040,,4.29,8,28,13.956150,0.287909
cheer,party,.020,0.000,.0030,,5.50,8,216,18.801940,0.076688
cheer,show,.033,0.000,.0070,,3.93,8,287,11.603620,0.206780
cheer,spirit,.013,.028,.0020,,1.86,8,182,13.091747,0.229431
cheer,television,.033,0.000,.0010,,6.40,8,50,21.666594,0.018716
cheer,up,.026,0.000,0.0000,,3.80,8,1895,17.287878,0.358678
cheer,yell,.111,.011,.0020,,4.29,8,9,15.024716,0.221850
cheerleader,blonde,.066,0.000,0.0000,,5.02,1,20,20.209369,0.117918
cheerleader,cheer,.013,.072,.0010,,,1,8,26.236390,0.065637
cheerleader,fine,.013,0.000,.0010,,3.20,1,161,24.026910,0.093642
cheerleader,football,.092,.028,.0010,,5.75,1,36,23.401666,0.090744
cheerleader,girl,.059,0.000,.0090,,6.83,1,220,17.057860,0.029743
cheerleader,jump,.013,0.000,0.0000,,4.44,1,24,23.448858,0.073327
cheerleader,school,.020,0.000,.0030,,5.25,1,492,20.372408,0.164932
cheerleader,skirt,.026,0.000,0.0000,,6.28,1,21,19.124116,0.140253
cheerleader,snob,.039,0.000,0.0000,,3.75,1,1,23.127269,-0.057444
cheerleader,spirit,.033,.028,0.0000,,1.86,1,182,18.314683,0.000193
cheerleader,stupid,.026,0.000,0.0000,,3.39,1,24,20.601141,0.041420
cheerleader,yell,.026,0.000,.0010,,4.29,1,9,22.969497,0.027788
cheese,american,.012,0.000,0.0000,6.14,,9,569,15.147155,0.040035
cheese,bread,.030,0.000,.0060,6.14,6.18,9,41,7.873086,0.733204
cheese,butter,.012,0.000,.0170,6.14,6.24,9,27,3.317938,0.794426
cheese,cake,.067,0.000,0.0000,6.14,6.11,9,13,8.884703,0.377970
cheese,cheddar,.055,.922,.0010,6.14,,9,0,3.988990,0.467588
cheese,cracker,.170,.141,0.0000,6.14,6.32,9,4,11.490291,0.208597
cheese,dairy,.030,.039,.0010,6.14,,9,19,21.522965,0.547627
cheese,dip,.018,0.000,0.0000,6.14,,9,6,8.998227,0.059923
cheese,eat,.024,0.000,.0090,6.14,4.75,9,61,19.339367,0.385143
cheese,milk,.109,.024,.0160,6.14,6.66,9,49,2.442468,0.754232
cheese,mouse,.176,.072,.0060,6.14,6.12,9,10,19.220420,0.129948
cheese,protein,.012,0.000,0.0000,6.14,,9,21,15.044155,0.263646
cheese,rat,.018,.014,.0150,6.14,6.11,9,6,19.077416,0.069077
cheese,swiss,.048,.673,.0010,6.14,,9,14,23.089889,0.107051
cheese,wine,.061,.061,0.0000,6.14,6.40,9,72,11.568986,0.186012
chef,cook,.622,.047,0.0000,6.41,4.91,9,47,2.500656,0.435850
chef,food,.243,0.000,.1660,6.41,5.84,9,147,14.953942,0.314395
chef,hat,.020,0.000,0.0000,6.41,5.97,9,56,19.155253,0.148026
chef,indian,.014,0.000,0.0000,6.41,6.18,9,52,15.225567,0.028615
chef,salad,.047,0.000,0.0000,6.41,6.83,9,9,22.411475,0.404722
chef,waiter,.014,0.000,0.0000,6.41,6.65,9,10,13.599336,0.388948
chemical,acid,.097,.082,.0010,,,60,13,12.680057,0.204376
chemical,bond,.021,.013,0.0000,,,60,46,7.660781,0.144518
chemical,burn,.021,0.000,.0150,,4.81,60,15,18.143552,0.267359
chemical,chemistry,.069,.071,.0130,,3.65,60,16,19.256692,0.642056
chemical,compound,.041,.027,0.0000,,,60,11,6.987192,0.415388
chemical,drug,.021,0.000,.0110,,5.54,60,24,12.355594,0.084035
chemical,element,.014,.027,.0020,,,60,52,6.151613,0.355462
chemical,explosion,.021,0.000,0.0000,,,60,15,18.366822,0.143843
chemical,gas,.021,0.000,0.0000,,5.34,60,98,7.825032,0.137118
chemical,lab,.014,.014,.0050,,5.69,60,3,17.139723,0.185069
chemical,liquid,.014,0.000,.0010,,6.02,60,48,9.859210,0.178025
chemical,mixture,.014,.020,.0020,,,60,30,10.883288,0.228008
chemical,physics,.014,0.000,.0060,,4.02,60,22,17.436184,0.137771
chemical,plant,.034,0.000,0.0000,,5.98,60,125,12.095262,0.119851
chemical,poison,.041,0.000,0.0000,,5.65,60,10,13.920209,0.123081
chemical,pollution,.014,0.000,0.0000,,4.14,60,6,18.836649,0.133763
chemical,reaction,.110,.021,0.0000,,2.93,60,124,15.551132,0.582350
chemical,science,.069,0.000,.0280,,4.14,60,131,15.053893,0.109406
chemical,substance,.021,0.000,.0010,,,60,33,5.267788,0.580991
chemical,waste,.021,0.000,0.0000,,3.76,60,35,5.051934,0.139671
chemist,biologist,.032,.073,0.0000,5.80,5.95,4,2,3.517485,0.254843
chemist,biology,.016,0.000,.0390,5.80,3.96,4,7,18.562519,0.316544
chemist,chemical,.131,0.000,.0010,5.80,,4,60,14.476179,0.676562
chemist,chemistry,.016,0.000,.0390,5.80,3.65,4,16,19.521337,0.770359
chemist,experiment,.024,0.000,.0340,5.80,,4,122,16.660280,0.185800
chemist,formula,.024,0.000,0.0000,5.80,,4,59,16.437095,0.405946
chemist,science,.122,0.000,.0340,5.80,4.14,4,131,15.318393,0.266564
chemist,scientist,.262,0.000,.0050,5.80,6.48,4,17,2.020925,0.339830
chemist,smart,.024,0.000,.0140,5.80,3.00,4,21,19.794533,-0.000988
chemist,study,.016,0.000,.0130,5.80,4.10,4,246,11.859161,0.196608
chemist,tube,.031,0.000,0.0000,5.80,5.77,4,31,13.177835,0.079787
chemistry,biology,.093,.047,.0730,3.65,3.96,16,7,4.790236,0.659008
chemistry,chemical,.071,.069,.0010,3.65,,16,60,19.256692,0.642056
chemistry,class,.036,0.000,.0120,3.65,5.03,16,207,17.864480,0.029844
chemistry,element,.014,.204,.0010,3.65,,16,52,12.261814,0.288308
chemistry,equation,.014,0.000,.0010,3.65,4.45,16,33,17.665036,0.205720
chemistry,experiment,.029,.043,.0200,3.65,,16,122,14.150476,0.121064
chemistry,formula,.021,.109,0.0000,3.65,,16,59,13.927383,0.249837
chemistry,lab,.043,.138,.0200,3.65,5.69,16,3,22.184755,0.427025
chemistry,math,.014,0.000,.0440,3.65,3.78,16,4,6.107243,0.232517
chemistry,physics,.079,.111,.0020,3.65,4.02,16,22,3.928764,0.629854
chemistry,science,.329,.040,.0480,3.65,4.14,16,131,4.202740,0.598479
chemistry,subject,.014,0.000,0.0000,3.65,,16,161,5.128863,0.055359
chemistry,test,.021,0.000,.0100,3.65,5.08,16,119,14.482259,0.066197
cherry,apple,.077,0.000,.0790,5.86,7.00,6,9,5.426437,0.432392
cherry,blossom,.014,.013,0.0000,5.86,6.62,6,7,7.776836,0.398587
cherry,bomb,.021,0.000,0.0000,5.86,5.91,6,36,19.501541,-0.017219
cherry,coke,.021,0.000,.0080,5.86,5.68,6,4,18.674485,0.112328
cherry,fruit,.168,0.000,.0180,5.86,6.00,6,35,4.849566,0.358109
cherry,grape,.014,0.000,.0030,5.86,5.85,6,3,6.851755,0.131412
cherry,pie,.182,.076,.0060,5.86,6.09,6,14,10.730305,0.200287
cherry,pit,.035,.042,0.0000,5.86,5.33,6,14,13.081300,0.041759
cherry,red,.217,0.000,.0180,5.86,4.97,6,197,3.823609,0.244849
cherry,soda,.042,0.000,.0030,5.86,5.96,6,3,19.150851,0.107084
cherry,stem,.014,0.000,0.0000,5.86,5.44,6,29,7.459680,0.099766
cherry,strawberry,.021,.045,0.0000,5.86,7.00,6,2,11.155858,0.148724
cherry,tree,.035,0.000,.0040,5.86,6.62,6,59,4.204684,0.519572
cherry,virgin,.021,0.000,0.0000,5.86,,6,35,18.729748,-0.005458
chess,bishop,.013,.059,0.0000,,5.83,3,18,17.298345,0.119116
chess,board,.053,0.000,.0210,,6.87,3,239,19.162595,0.250276
chess,boring,.013,0.000,0.0000,,2.65,3,5,18.612269,0.146239
chess,check,.013,0.000,0.0000,,4.38,3,88,16.703972,0.036822
chess,checkers,.224,.260,0.0000,,,3,0,9.540437,0.385200
chess,game,.362,0.000,.0960,,4.72,3,123,6.395538,0.524751
chess,king,.092,0.000,.0070,,5.54,3,88,15.929655,0.080533
chess,knight,.033,0.000,0.0000,,5.44,3,18,18.816800,0.012572
chess,match,.020,0.000,0.0000,,5.31,3,41,14.923814,0.224243
chess,pawn,.013,0.000,0.0000,,4.73,3,2,18.271849,0.032380
chess,player,.039,0.000,0.0000,,,3,51,14.168119,0.370041
chess,set,.013,0.000,0.0000,,3.05,3,137,15.714869,0.091086
chess,smart,.013,0.000,0.0000,,3.00,3,21,24.559766,0.177720
chess,think,.013,0.000,0.0000,,3.38,3,433,21.572646,0.164094
chest,back,.014,0.000,0.0000,5.76,4.89,53,967,9.128335,0.346206
chest,body,.049,0.000,.0070,5.76,6.58,53,276,10.249892,0.260578
chest,bra,.014,.021,.0010,5.76,6.25,53,0,18.294914,0.167285
chest,breast,.070,.077,0.0000,5.76,6.80,53,11,12.717954,0.281609
chest,cold,.021,0.000,0.0000,5.76,4.67,53,171,17.724211,0.118506
chest,drawer,.049,.127,0.0000,5.76,6.31,53,8,11.475391,0.083700
chest,game,.014,0.000,.0010,5.76,4.72,53,123,12.690516,0.090703
chest,hair,.141,0.000,0.0000,5.76,5.70,53,148,10.581899,0.202309
chest,heart,.042,.016,0.0000,5.76,6.02,53,173,10.600407,0.546191
chest,hope,.021,0.000,0.0000,5.76,1.18,53,178,16.633953,0.162966
chest,lock,.014,0.000,0.0000,5.76,5.02,53,23,14.006191,0.132774
chest,man,.014,0.000,.0040,5.76,6.14,53,1207,9.966314,0.185348
chest,muscle,.085,0.000,.0060,5.76,6.00,53,42,10.854817,0.331233
chest,nice,.014,0.000,.0010,5.76,2.75,53,75,18.777932,0.153699
chest,size,.021,0.000,.0010,5.76,3.50,53,138,17.220003,0.139947
chest,small,.028,0.000,.0360,5.76,3.98,53,542,9.540892,0.147478
chest,stomach,.021,0.000,0.0000,5.76,6.04,53,37,11.520737,0.219938
chest,treasure,.049,.190,0.0000,5.76,5.05,53,4,17.155307,0.097555
chew,bite,.054,.098,0.0000,4.32,4.32,2,10,1.347073,0.500662
chew,eat,.143,.022,.0600,4.32,4.75,2,61,17.108347,0.427426
chew,food,.102,0.000,.0670,4.32,5.84,2,147,15.493067,0.436080
chew,gum,.361,.563,.0010,4.32,6.05,2,14,1.330054,0.498787
chew,mouth,.020,0.000,.0140,4.32,5.47,2,103,15.784821,0.676356
chew,spit,.034,.046,.0010,4.32,,2,11,16.117074,0.204711
chew,swallow,.102,.067,.0010,4.32,4.95,2,10,4.590947,0.712148
chew,teeth,.020,.035,.0260,4.32,6.14,2,103,21.219259,0.608862
chew,tobacco,.027,.056,.0010,4.32,6.16,2,19,20.587993,0.038550
chick,baby,.068,0.000,0.0000,5.40,5.77,3,62,4.070485,0.189448
chick,bird,.034,0.000,.0220,5.40,5.77,3,31,0.000000,0.332394
chick,chicken,.236,0.000,.0820,5.40,5.79,3,37,3.595350,0.357442
chick,chirp,.014,0.000,0.0000,5.40,,3,1,24.430763,0.263391
chick,duck,.020,0.000,0.0000,5.40,5.68,3,9,9.041673,0.277300
chick,egg,.135,0.000,.0120,5.40,5.79,3,12,15.851880,0.528590
chick,girl,.155,0.000,.0110,5.40,6.83,3,220,2.066227,0.092107
chick,guy,.020,0.000,.0020,5.40,6.38,3,51,14.586190,0.141662
chick,hen,.101,.020,.0080,5.40,6.56,3,22,4.159890,0.491473
chick,yellow,.041,0.000,.0020,5.40,5.18,3,55,19.478369,0.027629
chick,young,.014,0.000,.0010,5.40,3.14,3,385,5.022930,0.222933
chicken,barbecue,.011,.253,0.0000,5.79,,37,13,17.227716,0.122874
chicken,bird,.027,0.000,.0440,5.79,5.77,37,31,0.969656,0.259304
chicken,bone,.011,.020,0.0000,5.79,5.75,37,33,16.019993,0.137263
chicken,breast,.011,.241,0.0000,5.79,6.80,37,11,19.719199,0.114194
chicken,dinner,.011,0.000,.0020,5.79,5.38,37,91,15.265544,0.457561
chicken,eggs,.022,.176,0.0000,5.79,5.79,37,35,15.681847,0.488989
chicken,fat,.022,0.000,.0020,5.79,4.80,37,60,15.143485,0.325626
chicken,feather,.016,.013,.0030,5.79,6.63,37,6,13.045634,0.222496
chicken,food,.054,0.000,.0270,5.79,5.84,37,147,4.116802,0.219540
chicken,grease,.011,0.000,.0050,5.79,6.03,37,9,17.266982,0.086714
chicken,hen,.022,.453,.0070,5.79,6.56,37,22,0.564530,0.485345
chicken,leg,.038,0.000,0.0000,5.79,6.04,37,58,6.511858,0.216444
chicken,little,.016,0.000,0.0000,5.79,3.48,37,831,18.059017,0.192509
chicken,meat,.016,.067,.0010,5.79,6.93,37,45,3.413470,0.526239
chicken,neck,.011,.012,0.0000,5.79,5.83,37,81,6.602316,0.207462
chicken,rooster,.022,.299,.0040,5.79,6.20,37,3,2.596823,0.239266
chicken,sandwich,.016,.015,.0090,5.79,6.37,37,10,13.859053,0.418807
chicken,soup,.092,.103,0.0000,5.79,6.11,37,16,14.387661,0.439777
chicken,turkey,.027,.081,.0010,5.79,6.63,37,9,1.639750,0.221831
chicken,wings,.076,.088,.0010,5.79,5.82,37,27,20.964361,0.194329
chief,boss,.073,.038,.0020,4.82,6.35,119,20,0.000000,0.132941
chief,cook,.030,0.000,0.0000,4.82,4.91,119,47,11.368416,0.067248
chief,fire,.079,0.000,0.0000,4.82,6.13,119,187,13.612480,0.148991
chief,head,.055,0.000,.0060,4.82,5.98,119,424,0.000000,0.179196
chief,indian,.382,.090,0.0000,4.82,6.18,119,52,9.977351,0.302929
chief,leader,.164,.021,.0010,4.82,5.83,119,74,1.814648,0.393782
chief,main,.030,0.000,0.0000,4.82,2.89,119,119,14.274702,0.112556
chief,major,.012,0.000,.0010,4.82,3.27,119,247,10.727427,0.153156
chief,police,.073,.016,.0010,4.82,6.69,119,155,15.488028,0.237025
chief,sergeant,.012,0.000,0.0000,4.82,5.07,119,25,12.723941,0.125615
child,adult,.101,.459,.0100,5.72,4.88,213,25,7.634812,0.379729
child,baby,.202,.212,.0050,5.72,5.77,213,62,0.000000,0.240736
child,boy,.051,.011,.0370,5.72,6.23,213,242,0.898080,0.108701
child,brat,.040,.152,.0040,5.72,4.97,213,0,3.242006,0.097641
child,care,.020,0.000,.0010,5.72,3.33,213,162,14.482888,0.173466
child,cry,.020,0.000,.0230,5.72,4.32,213,48,15.571958,0.234092
child,girl,.020,0.000,.0410,5.72,6.83,213,220,1.492506,0.165147
child,kid,.111,.473,.0130,5.72,5.32,213,61,0.000000,0.061289
child,little,.020,0.000,.0100,5.72,3.48,213,831,15.509166,0.157779
child,love,.030,0.000,.0070,5.72,3.51,213,232,10.660185,0.176682
child,man,.030,0.000,.0010,5.72,6.14,213,1207,8.037810,0.068330
child,mother,.030,.010,.0220,5.72,5.47,213,216,3.864152,0.175554
child,parent,.040,.230,.0130,5.72,6.18,213,15,3.123955,0.511480
child,small,.040,0.000,.0230,5.72,3.98,213,542,13.992276,0.109911
child,young,.040,.135,.0080,5.72,3.14,213,385,10.388963,0.196853
chili,bowl,.020,0.000,.0010,5.93,5.26,6,23,20.805593,0.323559
chili,cheese,.013,0.000,.0120,5.93,6.14,6,9,10.964191,0.307399
chili,cold,.020,0.000,.2700,5.93,4.67,6,171,19.853481,0.083898
chili,food,.054,0.000,.0380,5.93,5.84,6,147,5.931022,0.261309
chili,gas,.013,0.000,.0070,5.93,5.34,6,98,12.161751,-0.023507
chili,pepper,.054,0.000,.0030,5.93,5.61,6,13,0.820980,0.210446
chili,red,.013,0.000,0.0000,5.93,4.97,6,197,20.046508,0.062335
chili,soup,.027,0.000,.0060,5.93,6.11,6,16,7.077942,0.455569
chill,cold,.732,0.000,.0670,4.40,4.67,14,171,2.688504,0.480437
chill,cool,.036,0.000,.0010,4.40,3.60,14,62,0.000000,0.308187
chill,freeze,.051,0.000,.0080,4.40,4.63,14,6,11.122110,0.222325
chill,frost,.014,0.000,0.0000,4.40,6.24,14,6,18.935808,0.369665
chill,ice,.029,0.000,.0840,4.40,6.51,14,45,1.349480,0.072373
chill,snow,.014,0.000,.0330,4.40,6.05,14,59,15.071136,0.299646
chill,wind,.014,0.000,0.0000,4.40,5.40,14,63,13.247841,0.356904
chill,winter,.022,0.000,.0180,4.40,5.83,14,83,14.299196,0.346519
chime,bell,.360,0.000,.0070,,6.52,0,18,0.000000,0.189776
chime,clock,.093,0.000,0.0000,,6.94,0,20,13.698067,0.281623
chime,doorbell,.073,.039,0.0000,,,0,2,14.281226,0.144940
chime,music,.013,0.000,.0110,,5.15,0,216,12.095994,0.067661
chime,noise,.033,0.000,.0270,,5.29,0,37,10.344578,0.198738
chime,ring,.067,0.000,.1870,,5.88,0,47,11.066844,0.117182
chime,sound,.047,0.000,.0150,,5.28,0,204,7.843445,0.152693
chime,wind,.160,0.000,0.0000,,5.40,0,63,4.414212,0.119936
chimney,black,.013,0.000,.0070,,4.66,7,203,15.909127,0.166344
chimney,brick,.052,0.000,.0030,,5.97,7,18,17.659109,0.356214
chimney,christmas,.013,0.000,.0340,,4.53,7,27,22.708693,0.139920
chimney,fire,.130,0.000,.0860,,6.13,7,187,15.882848,0.566165
chimney,fireplace,.071,.040,.0050,,6.96,7,6,15.827042,0.722298
chimney,house,.026,0.000,.0340,,6.21,7,591,14.005014,0.401334
chimney,roof,.032,0.000,.0010,,5.82,7,59,16.560404,0.556691
chimney,smoke,.240,0.000,.0030,,5.16,7,41,19.459417,0.475935
chimney,soot,.052,.147,0.0000,,5.51,7,1,24.207214,0.307197
chimney,sweep,.117,0.000,0.0000,,4.18,7,15,18.697880,0.270366
chimney,top,.013,0.000,.0060,,4.31,7,204,15.228117,0.174207
chimpanzee,animal,.061,0.000,.0460,,5.65,0,68,8.293662,0.240403
chimpanzee,ape,.054,.014,.1250,,6.40,0,3,1.648658,0.651888
chimpanzee,gorilla,.020,.026,.0100,,6.16,0,0,1.750936,0.673328
chimpanzee,monkey,.680,.035,.0360,,5.46,0,9,9.657730,0.410455
chimpanzee,primate,.014,.020,.0010,,,0,1,6.426157,0.659134
chimpanzee,swing,.014,0.000,0.0000,,5.08,0,24,22.013825,0.125564
china,asia,.020,.099,0.0000,5.74,,69,44,7.025531,0.346087
china,break,.047,0.000,.0100,5.74,3.52,69,88,14.069447,0.028299
china,chinese,.014,.021,0.0000,5.74,5.16,69,56,18.057712,0.951315
china,country,.074,0.000,.0100,5.74,4.54,69,324,4.138799,0.165331
china,cup,.020,0.000,.0170,5.74,5.35,69,45,3.237461,0.037289
china,dish,.162,0.000,.0350,5.74,6.77,69,16,2.096058,0.083508
china,doll,.115,.032,.0080,5.74,5.36,69,10,16.500289,0.035722
china,food,.020,0.000,.0500,5.74,5.84,69,147,13.028637,0.051990
china,girl,.014,0.000,.0140,5.74,6.83,69,220,15.430670,0.013348
china,japan,.054,.242,0.0000,5.74,,69,38,3.973110,0.324390
china,plate,.142,.012,.0530,5.74,5.74,69,22,3.778804,0.015534
china,porcelain,.027,.107,0.0000,5.74,,69,2,0.042864,0.486292
china,red,.014,0.000,.0010,5.74,4.97,69,197,16.994375,0.047847
china,silverware,.020,.034,.0020,5.74,,69,0,6.137040,0.045753
china,town,.014,0.000,0.0000,5.74,5.52,69,212,9.976356,0.003795
chinese,asia,.014,0.000,.0030,5.16,,56,44,17.130328,0.183975
chinese,checkers,.028,0.000,0.0000,5.16,,56,0,23.926879,0.032222
chinese,china,.021,.014,.0060,5.16,5.74,56,69,18.057712,0.951315
chinese,eyes,.041,0.000,0.0000,5.16,,56,394,18.830619,0.013308
chinese,food,.446,0.000,.0120,5.16,5.84,56,147,13.170198,0.045826
chinese,french,.014,0.000,0.0000,5.16,,56,139,6.836906,0.043538
chinese,orient,.021,.033,.0010,5.16,,56,4,17.307326,0.168967
