"date","time","subject","trialcode","trialnum","latency","response","partno"
91012,"11:47","34543","prac6",3,17111,"1","9101211:4734543"
91012,"11:47","34543","prac1",4,8085,"8","9101211:4734543"
91012,"11:47","34543","prac2",5,6489,"6","9101211:4734543"
91012,"11:47","34543","prac5",6,3645,"9","9101211:4734543"
91012,"11:47","34543","prac3",7,9113,"10","9101211:4734543"
91012,"11:47","34543","prac4",8,18868,"2","9101211:4734543"
91012,"11:47","34543","real33",1,12688,"4","9101211:4734543"
91012,"11:47","34543","real35",2,4254,"10","9101211:4734543"
91012,"11:47","34543","real79",3,16586,"1","9101211:4734543"
91012,"11:47","34543","real18",4,12669,"10","9101211:4734543"
91012,"11:47","34543","confidence",5,13804,"2","9101211:4734543"
91012,"11:47","34543","real24",6,7445,"10","9101211:4734543"
91012,"11:47","34543","real54",7,5059,"8","9101211:4734543"
91012,"11:47","34543","real48",8,4663,"8","9101211:4734543"
91012,"11:47","34543","real6",9,5315,"9","9101211:4734543"
91012,"11:47","34543","confidence",10,2005,"3","9101211:4734543"
91012,"11:47","34543","real7",11,15202,"9","9101211:4734543"
91012,"11:47","34543","real68",12,5013,"9","9101211:4734543"
91012,"11:47","34543","real38",13,4051,"9","9101211:4734543"
91012,"11:47","34543","real58",14,8663,"9","9101211:4734543"
91012,"11:47","34543","confidence",15,2132,"3","9101211:4734543"
91012,"11:47","34543","real86",16,14964,"10","9101211:4734543"
91012,"11:47","34543","real17",17,3823,"6","9101211:4734543"
91012,"11:47","34543","real71",18,12557,"6","9101211:4734543"
91012,"11:47","34543","real66",19,4223,"7","9101211:4734543"
91012,"11:47","34543","confidence",20,2093,"3","9101211:4734543"
91012,"11:47","34543","real19",21,9175,"5","9101211:4734543"
91012,"11:47","34543","real67",22,15408,"5","9101211:4734543"
91012,"11:47","34543","real32",23,8321,"5","9101211:4734543"
91012,"11:47","34543","real43",24,24404,"8","9101211:4734543"
91012,"11:47","34543","confidence",25,1872,"3","9101211:4734543"
91012,"11:47","34543","real93",26,4211,"7","9101211:4734543"
91012,"11:47","34543","real15",27,11129,"9","9101211:4734543"
91012,"11:47","34543","real16",28,3876,"7","9101211:4734543"
91012,"11:47","34543","real61",29,7455,"5","9101211:4734543"
91012,"11:47","34543","confidence",30,1596,"3","9101211:4734543"
91012,"11:47","34543","real44",31,7418,"5","9101211:4734543"
91012,"11:47","34543","real88",32,9680,"6","9101211:4734543"
91012,"11:47","34543","real69",33,7973,"6","9101211:4734543"
91012,"11:47","34543","real34",34,4862,"5","9101211:4734543"
91012,"11:47","34543","confidence",35,1218,"3","9101211:4734543"
91012,"11:47","34543","real13",36,7439,"8","9101211:4734543"
91012,"11:47","34543","real56",37,5285,"6","9101211:4734543"
91012,"11:47","34543","real80",38,10592,"6","9101211:4734543"
91012,"11:47","34543","real36",39,6552,"5","9101211:4734543"
91012,"11:47","34543","confidence",40,3098,"3","9101211:4734543"
91012,"11:47","34543","real62",41,4436,"8","9101211:4734543"
91012,"11:47","34543","real75",42,3057,"8","9101211:4734543"
91012,"11:47","34543","real39",43,5805,"6","9101211:4734543"
91012,"11:47","34543","real26",44,3043,"6","9101211:4734543"
91012,"11:47","34543","confidence",45,2168,"3","9101211:4734543"
91012,"11:47","34543","real37",46,12558,"9","9101211:4734543"
91012,"11:47","34543","real90",47,3833,"3","9101211:4734543"
91012,"11:47","34543","real72",48,2446,"6","9101211:4734543"
91012,"11:47","34543","real30",49,55096,"6","9101211:4734543"
91012,"11:47","34543","confidence",50,3059,"2","9101211:4734543"
91012,"11:47","34543","real77",51,2615,"6","9101211:4734543"
91012,"11:47","34543","real59",52,47699,"8","9101211:4734543"
91012,"11:47","34543","real73",53,2580,"6","9101211:4734543"
91012,"11:47","34543","real89",54,3602,"9","9101211:4734543"
91012,"11:47","34543","confidence",55,2273,"2","9101211:4734543"
91012,"11:47","34543","real82",56,2476,"10","9101211:4734543"
91012,"11:47","34543","real94",57,3863,"8","9101211:4734543"
91012,"11:47","34543","real64",58,4346,"10","9101211:4734543"
91012,"11:47","34543","real20",59,3931,"9","9101211:4734543"
91012,"11:47","34543","confidence",60,1676,"2","9101211:4734543"
91012,"11:47","34543","real5",61,4031,"7","9101211:4734543"
91012,"11:47","34543","real40",62,5691,"7","9101211:4734543"
91012,"11:47","34543","real22",63,9871,"2","9101211:4734543"
91012,"11:47","34543","real25",64,8900,"9","9101211:4734543"
91012,"11:47","34543","confidence",65,2184,"2","9101211:4734543"
91012,"11:47","34543","real9",66,6294,"3","9101211:4734543"
91012,"11:47","34543","real53",67,6066,"8","9101211:4734543"
91012,"11:47","34543","real60",68,2478,"6","9101211:4734543"
91012,"11:47","34543","real92",69,8176,"6","9101211:4734543"
91012,"11:47","34543","confidence",70,1233,"2","9101211:4734543"
91012,"11:47","34543","real91",71,19420,"3","9101211:4734543"
91012,"11:47","34543","real8",72,3999,"3","9101211:4734543"
91012,"11:47","34543","real4",73,5685,"9","9101211:4734543"
91012,"11:47","34543","real49",74,33880,"3","9101211:4734543"
91012,"11:47","34543","confidence",75,3013,"3","9101211:4734543"
91012,"11:47","34543","real31",76,3787,"9","9101211:4734543"
91012,"11:47","34543","real55",77,2794,"10","9101211:4734543"
91012,"11:47","34543","real14",78,5207,"2","9101211:4734543"
91012,"11:47","34543","real42",79,33941,"3","9101211:4734543"
91012,"11:47","34543","confidence",80,2096,"3","9101211:4734543"
91012,"11:47","34543","real50",81,7505,"10","9101211:4734543"
91012,"11:47","34543","real12",82,17083,"4","9101211:4734543"
91012,"11:47","34543","real11",83,7868,"10","9101211:4734543"
91012,"11:47","34543","real65",84,6809,"2","9101211:4734543"
91012,"11:47","34543","confidence",85,3951,"4","9101211:4734543"
91012,"11:47","34543","real95",86,9775,"10","9101211:4734543"
91012,"11:47","34543","real52",87,1816,"10","9101211:4734543"
91012,"11:47","34543","real78",88,4365,"5","9101211:4734543"
91012,"11:47","34543","real81",89,1885,"10","9101211:4734543"
91012,"11:47","34543","confidence",90,1607,"4","9101211:4734543"
91012,"11:47","34543","real76",91,4285,"8","9101211:4734543"
91012,"11:47","34543","real45",92,24151,"4","9101211:4734543"
91012,"11:47","34543","real29",93,1759,"10","9101211:4734543"
91012,"11:47","34543","real83",94,4414,"8","9101211:4734543"
91012,"11:47","34543","confidence",95,2508,"3","9101211:4734543"
91012,"11:47","34543","real51",96,19909,"10","9101211:4734543"
91012,"11:47","34543","real74",97,1644,"10","9101211:4734543"
91012,"11:47","34543","real1",98,2911,"8","9101211:4734543"
91012,"11:47","34543","real63",99,1817,"10","9101211:4734543"
91012,"11:47","34543","confidence",100,1318,"4","9101211:4734543"
91012,"11:47","34543","real41",101,1863,"10","9101211:4734543"
91012,"11:47","34543","real57",102,3402,"3","9101211:4734543"
91012,"11:47","34543","real70",103,3704,"10","9101211:4734543"
91012,"11:47","34543","real10",104,24505,"9","9101211:4734543"
91012,"11:47","34543","confidence",105,1714,"4","9101211:4734543"
91012,"11:47","34543","real28",106,24650,"4","9101211:4734543"
91012,"11:47","34543","real27",107,2590,"10","9101211:4734543"
91012,"11:47","34543","real84",108,2068,"8","9101211:4734543"
91012,"11:47","34543","real87",109,1167,"10","9101211:4734543"
91012,"11:47","34543","confidence",110,1190,"4","9101211:4734543"
91012,"11:47","34543","real2",111,4292,"9","9101211:4734543"
91012,"11:47","34543","real3",112,2519,"9","9101211:4734543"
91012,"11:47","34543","real21",113,1632,"10","9101211:4734543"
91012,"11:47","34543","real23",114,2108,"10","9101211:4734543"
91012,"11:47","34543","confidence",115,1390,"4","9101211:4734543"
91012,"11:47","34543","real96",116,3932,"10","9101211:4734543"
91012,"11:47","34543","real46",117,2245,"10","9101211:4734543"
91012,"11:47","34543","real47",118,2793,"9","9101211:4734543"
91012,"11:47","34543","real85",119,4367,"9","9101211:4734543"
91012,"11:47","34543","confidence",120,1407,"4","9101211:4734543"
91012,"11:47","34543","followup1",1,10622,"4","9101211:4734543"
91012,"11:47","34543","followup2",2,1911,"4","9101211:4734543"
91012,"12:55","54","article",1,7011,"newspaper","9101212:5554"
91012,"12:55","54","old",2,7674,"man","9101212:5554"
91012,"12:55","54","lost",3,3703,"dog","9101212:5554"
91012,"12:55","54","prac3",1,7037,"7","9101212:5554"
91012,"12:55","54","prac5",2,5115,"7","9101212:5554"
91012,"12:55","54","prac1",3,4213,"5","9101212:5554"
91012,"12:55","54","prac7",4,6082,"6","9101212:5554"
91012,"12:55","54","prac4",5,3702,"8","9101212:5554"
91012,"12:55","54","prac8",6,5152,"9","9101212:5554"
91012,"12:55","54","prac6",7,5129,"6","9101212:5554"
91012,"12:55","54","prac2",8,4890,"8","9101212:5554"
91012,"12:55","54","real33",1,4317,"7","9101212:5554"
91012,"12:55","54","real35",2,4047,"7","9101212:5554"
91012,"12:55","54","real79",3,7203,"4","9101212:5554"
91012,"12:55","54","real18",4,6858,"5","9101212:5554"
91012,"12:55","54","confidence",5,7231,"6","9101212:5554"
91012,"12:55","54","real24",6,5285,"6","9101212:5554"
91012,"12:55","54","real54",7,3992,"8","9101212:5554"
91012,"12:55","54","real48",8,5079,"5","9101212:5554"
91012,"12:55","54","real6",9,6099,"7","9101212:5554"
91012,"12:55","54","confidence",10,6126,"5","9101212:5554"
91012,"12:55","54","real7",11,4824,"8","9101212:5554"
91012,"12:55","54","real68",12,5110,"4","9101212:5554"
91012,"12:55","54","real38",13,4872,"5","9101212:5554"
91012,"12:55","54","real58",14,3916,"3","9101212:5554"
91012,"12:55","54","confidence",15,3869,"4","9101212:5554"
91012,"12:55","54","real86",16,7777,"4","9101212:5554"
91012,"12:55","54","real17",17,4697,"6","9101212:5554"
91012,"12:55","54","real71",18,6547,"8","9101212:5554"
91012,"12:55","54","real66",19,3413,"8","9101212:5554"
91012,"12:55","54","confidence",20,3139,"8","9101212:5554"
91012,"12:55","54","real19",21,5267,"9","9101212:5554"
91012,"12:55","54","real67",22,4295,"8","9101212:5554"
91012,"12:55","54","real32",23,5361,"3","9101212:5554"
91012,"12:55","54","real43",24,5601,"6","9101212:5554"
91012,"12:55","54","confidence",25,4312,"5","9101212:5554"
91012,"12:55","54","real93",26,7537,"7","9101212:5554"
91012,"12:55","54","real15",27,6108,"8","9101212:5554"
91012,"12:55","54","real16",28,5271,"5","9101212:5554"
91012,"12:55","54","real61",29,5251,"8","9101212:5554"
91012,"12:55","54","confidence",30,4896,"6","9101212:5554"
91012,"12:55","54","real44",31,6746,"2","9101212:5554"
91012,"12:55","54","real88",32,5739,"4","9101212:5554"
91012,"12:55","54","real69",33,5524,"9","9101212:5554"
91012,"12:55","54","real34",34,5967,"7","9101212:5554"
91012,"12:55","54","confidence",35,2599,"7","9101212:5554"
91012,"12:55","54","real13",36,4245,"6","9101212:5554"
91012,"12:55","54","real56",37,2993,"8","9101212:5554"
91012,"12:55","54","real80",38,3247,"8","9101212:5554"
91012,"12:55","54","real36",39,3651,"2","9101212:5554"
91012,"12:55","54","confidence",40,3159,"7","9101212:5554"
91012,"12:55","54","real62",41,3783,"8","9101212:5554"
91012,"12:55","54","real75",42,5598,"6","9101212:5554"
91012,"12:55","54","real39",43,4765,"7","9101212:5554"
91012,"12:55","54","real26",44,5876,"3","9101212:5554"
91012,"12:55","54","confidence",45,3256,"7","9101212:5554"
91012,"12:55","54","real37",46,6836,"6","9101212:5554"
91012,"12:55","54","real90",47,4498,"5","9101212:5554"
91012,"12:55","54","real72",48,4461,"6","9101212:5554"
91012,"12:55","54","real30",49,3808,"7","9101212:5554"
91012,"12:55","54","confidence",50,3502,"5","9101212:5554"
91012,"12:55","54","real77",51,3369,"8","9101212:5554"
91012,"12:55","54","real59",52,3872,"4","9101212:5554"
91012,"12:55","54","real73",53,2860,"9","9101212:5554"
91012,"12:55","54","real89",54,4799,"7","9101212:5554"
91012,"12:55","54","confidence",55,2981,"7","9101212:5554"
91012,"12:55","54","real82",56,7604,"6","9101212:5554"
91012,"12:55","54","real94",57,3003,"8","9101212:5554"
91012,"12:55","54","real64",58,3113,"8","9101212:5554"
91012,"12:55","54","real20",59,3915,"4","9101212:5554"
91012,"12:55","54","confidence",60,3956,"6","9101212:5554"
91012,"12:55","54","real5",61,12973,"10","9101212:5554"
91012,"12:55","54","real40",62,7910,"6","9101212:5554"
91012,"12:55","54","real22",63,3777,"6","9101212:5554"
91012,"12:55","54","real25",64,3488,"7","9101212:5554"
91012,"12:55","54","confidence",65,2771,"8","9101212:5554"
91012,"12:55","54","real9",66,4714,"6","9101212:5554"
91012,"12:55","54","real53",67,11140,"6","9101212:5554"
91012,"12:55","54","real60",68,4831,"5","9101212:5554"
91012,"12:55","54","real92",69,2556,"8","9101212:5554"
91012,"12:55","54","confidence",70,3148,"9","9101212:5554"
91012,"12:55","54","real91",71,5948,"3","9101212:5554"
91012,"12:55","54","real8",72,4645,"2","9101212:5554"
91012,"12:55","54","real4",73,2962,"9","9101212:5554"
91012,"12:55","54","real49",74,3825,"7","9101212:5554"
91012,"12:55","54","confidence",75,1774,"7","9101212:5554"
91012,"12:55","54","real31",76,7357,"1","9101212:5554"
91012,"12:55","54","real55",77,3367,"7","9101212:5554"
91012,"12:55","54","real14",78,4942,"9","9101212:5554"
91012,"12:55","54","real42",79,5471,"6","9101212:5554"
91012,"12:55","54","confidence",80,2939,"6","9101212:5554"
91012,"12:55","54","real50",81,2628,"8","9101212:5554"
91012,"12:55","54","real12",82,2776,"8","9101212:5554"
91012,"12:55","54","real11",83,2543,"9","9101212:5554"
91012,"12:55","54","real65",84,3519,"4","9101212:5554"
91012,"12:55","54","confidence",85,3776,"8","9101212:5554"
91012,"12:55","54","real95",86,2800,"8","9101212:5554"
91012,"12:55","54","real52",87,3662,"2","9101212:5554"
91012,"12:55","54","real78",88,5201,"1","9101212:5554"
91012,"12:55","54","real81",89,4416,"8","9101212:5554"
91012,"12:55","54","confidence",90,2510,"8","9101212:5554"
91012,"12:55","54","real76",91,4967,"6","9101212:5554"
91012,"12:55","54","real45",92,3471,"6","9101212:5554"
91012,"12:55","54","real29",93,2539,"8","9101212:5554"
91012,"12:55","54","real83",94,4211,"4","9101212:5554"
91012,"12:55","54","confidence",95,7513,"5","9101212:5554"
91012,"12:55","54","real51",96,5132,"2","9101212:5554"
91012,"12:55","54","real74",97,2725,"7","9101212:5554"
91012,"12:55","54","real1",98,2702,"7","9101212:5554"
91012,"12:55","54","real63",99,4256,"2","9101212:5554"
91012,"12:55","54","confidence",100,2789,"8","9101212:5554"
91012,"12:55","54","real41",101,2299,"8","9101212:5554"
91012,"12:55","54","real57",102,5581,"3","9101212:5554"
91012,"12:55","54","real70",103,3260,"7","9101212:5554"
91012,"12:55","54","real10",104,3600,"1","9101212:5554"
91012,"12:55","54","confidence",105,3678,"6","9101212:5554"
91012,"12:55","54","real28",106,4912,"8","9101212:5554"
91012,"12:55","54","real27",107,4642,"1","9101212:5554"
91012,"12:55","54","real84",108,6207,"1","9101212:5554"
91012,"12:55","54","real87",109,3518,"8","9101212:5554"
91012,"12:55","54","confidence",110,4008,"9","9101212:5554"
91012,"12:55","54","real2",111,4717,"3","9101212:5554"
91012,"12:55","54","real3",112,3120,"3","9101212:5554"
91012,"12:55","54","real21",113,4578,"10","9101212:5554"
91012,"12:55","54","real23",114,9104,"4","9101212:5554"
91012,"12:55","54","confidence",115,3156,"5","9101212:5554"
91012,"12:55","54","real96",116,2932,"2","9101212:5554"
91012,"12:55","54","real46",117,2596,"9","9101212:5554"
91012,"12:55","54","real47",118,3522,"5","9101212:5554"
91012,"12:55","54","real85",119,4036,"7","9101212:5554"
91012,"12:55","54","confidence",120,2689,"6","9101212:5554"
91012,"12:55","54","followup2",1,16435,"1","9101212:5554"
91012,"12:55","54","followup1",2,9621,"3","9101212:5554"
91112,"13:24","50","lost",1,13890,"found","9111213:2450"
91112,"13:24","50","old",2,9664,"grandparents","9111213:2450"
91112,"13:24","50","article",3,6638,"story","9111213:2450"
91112,"13:24","50","prac3",1,10466,"6","9111213:2450"
91112,"13:24","50","prac1",2,8040,"8","9111213:2450"
91112,"13:24","50","prac4",3,4670,"9","9111213:2450"
91112,"13:24","50","prac5",4,3946,"4","9111213:2450"
91112,"13:24","50","prac8",5,3386,"10","9111213:2450"
91112,"13:24","50","prac7",6,3377,"5","9111213:2450"
91112,"13:24","50","prac6",7,3320,"9","9111213:2450"
91112,"13:24","50","prac2",8,2250,"9","9111213:2450"
91112,"13:24","50","real33",1,3905,"8","9111213:2450"
91112,"13:24","50","real35",2,2739,"9","9111213:2450"
91112,"13:24","50","real79",3,2684,"5","9111213:2450"
91112,"13:24","50","real18",4,3487,"4","9111213:2450"
91112,"13:24","50","confidence",5,7210,"6","9111213:2450"
91112,"13:24","50","real24",6,4424,"8","9111213:2450"
91112,"13:24","50","real54",7,3734,"2","9111213:2450"
91112,"13:24","50","real48",8,3215,"5","9111213:2450"
91112,"13:24","50","real6",9,2004,"10","9111213:2450"
91112,"13:24","50","confidence",10,4074,"10","9111213:2450"
91112,"13:24","50","real7",11,4300,"7","9111213:2450"
91112,"13:24","50","real68",12,3776,"9","9111213:2450"
91112,"13:24","50","real38",13,2911,"6","9111213:2450"
91112,"13:24","50","real58",14,5872,"9","9111213:2450"
91112,"13:24","50","confidence",15,3157,"7","9111213:2450"
91112,"13:24","50","real86",16,3197,"6","9111213:2450"
91112,"13:24","50","real17",17,2883,"8","9111213:2450"
91112,"13:24","50","real71",18,2637,"8","9111213:2450"
91112,"13:24","50","real66",19,1802,"9","9111213:2450"
91112,"13:24","50","confidence",20,3991,"6","9111213:2450"
91112,"13:24","50","real19",21,2534,"10","9111213:2450"
91112,"13:24","50","real67",22,3135,"9","9111213:2450"
91112,"13:24","50","real32",23,6695,"4","9111213:2450"
91112,"13:24","50","real43",24,4107,"6","9111213:2450"
91112,"13:24","50","confidence",25,2445,"5","9111213:2450"
91112,"13:24","50","real93",26,6913,"9","9111213:2450"
91112,"13:24","50","real15",27,4787,"4","9111213:2450"
91112,"13:24","50","real16",28,3114,"5","9111213:2450"
91112,"13:24","50","real61",29,1420,"9","9111213:2450"
91112,"13:24","50","confidence",30,1776,"5","9111213:2450"
91112,"13:24","50","real44",31,2967,"3","9111213:2450"
91112,"13:24","50","real88",32,2959,"4","9111213:2450"
91112,"13:24","50","real69",33,2983,"7","9111213:2450"
91112,"13:24","50","real34",34,4573,"9","9111213:2450"
91112,"13:24","50","confidence",35,1845,"7","9111213:2450"
91112,"13:24","50","real13",36,5705,"5","9111213:2450"
91112,"13:24","50","real56",37,2180,"9","9111213:2450"
91112,"13:24","50","real80",38,5570,"7","9111213:2450"
91112,"13:24","50","real36",39,5810,"3","9111213:2450"
91112,"13:24","50","confidence",40,2080,"4","9111213:2450"
91112,"13:24","50","real62",41,2450,"8","9111213:2450"
91112,"13:24","50","real75",42,5862,"4","9111213:2450"
91112,"13:24","50","real39",43,2658,"6","9111213:2450"
91112,"13:24","50","real26",44,3158,"6","9111213:2450"
91112,"13:24","50","confidence",45,2030,"5","9111213:2450"
91112,"13:24","50","real37",46,3155,"8","9111213:2450"
91112,"13:24","50","real90",47,1683,"8","9111213:2450"
91112,"13:24","50","real72",48,1621,"7","9111213:2450"
91112,"13:24","50","real30",49,3970,"7","9111213:2450"
91112,"13:24","50","confidence",50,2529,"6","9111213:2450"
91112,"13:24","50","real77",51,2426,"10","9111213:2450"
91112,"13:24","50","real59",52,3271,"6","9111213:2450"
91112,"13:24","50","real73",53,2762,"10","9111213:2450"
91112,"13:24","50","real89",54,2553,"5","9111213:2450"
91112,"13:24","50","confidence",55,953,"5","9111213:2450"
91112,"13:24","50","real82",56,2216,"6","9111213:2450"
91112,"13:24","50","real94",57,5214,"6","9111213:2450"
91112,"13:24","50","real64",58,5451,"3","9111213:2450"
91112,"13:24","50","real20",59,2368,"7","9111213:2450"
91112,"13:24","50","confidence",60,2216,"6","9111213:2450"
91112,"13:24","50","real5",61,3541,"9","9111213:2450"
91112,"13:24","50","real40",62,2861,"4","9111213:2450"
91112,"13:24","50","real22",63,2904,"6","9111213:2450"
91112,"13:24","50","real25",64,2979,"4","9111213:2450"
91112,"13:24","50","confidence",65,1393,"4","9111213:2450"
91112,"13:24","50","real9",66,4927,"2","9111213:2450"
91112,"13:24","50","real53",67,2992,"1","9111213:2450"
91112,"13:24","50","real60",68,5231,"5","9111213:2450"
91112,"13:24","50","real92",69,2276,"8","9111213:2450"
91112,"13:24","50","confidence",70,1999,"6","9111213:2450"
91112,"13:24","50","real91",71,3085,"6","9111213:2450"
91112,"13:24","50","real8",72,2944,"3","9111213:2450"
91112,"13:24","50","real4",73,2464,"10","9111213:2450"
91112,"13:24","50","real49",74,4163,"5","9111213:2450"
91112,"13:24","50","confidence",75,1787,"5","9111213:2450"
91112,"13:24","50","real31",76,3609,"4","9111213:2450"
91112,"13:24","50","real55",77,1503,"9","9111213:2450"
91112,"13:24","50","real14",78,1912,"9","9111213:2450"
91112,"13:24","50","real42",79,3121,"7","9111213:2450"
91112,"13:24","50","confidence",80,1715,"5","9111213:2450"
91112,"13:24","50","real50",81,4323,"8","9111213:2450"
91112,"13:24","50","real12",82,4045,"6","9111213:2450"
91112,"13:24","50","real11",83,1753,"6","9111213:2450"
91112,"13:24","50","real65",84,2513,"5","9111213:2450"
91112,"13:24","50","confidence",85,986,"5","9111213:2450"
91112,"13:24","50","real95",86,3080,"6","9111213:2450"
91112,"13:24","50","real52",87,3947,"4","9111213:2450"
91112,"13:24","50","real78",88,4578,"4","9111213:2450"
91112,"13:24","50","real81",89,2170,"8","9111213:2450"
91112,"13:24","50","confidence",90,1465,"6","9111213:2450"
91112,"13:24","50","real76",91,4084,"6","9111213:2450"
91112,"13:24","50","real45",92,3767,"1","9111213:2450"
91112,"13:24","50","real29",93,2735,"7","9111213:2450"
91112,"13:24","50","real83",94,4495,"6","9111213:2450"
91112,"13:24","50","confidence",95,2785,"4","9111213:2450"
91112,"13:24","50","real51",96,1712,"7","9111213:2450"
91112,"13:24","50","real74",97,1817,"9","9111213:2450"
91112,"13:24","50","real1",98,4358,"5","9111213:2450"
91112,"13:24","50","real63",99,4126,"6","9111213:2450"
91112,"13:24","50","confidence",100,3111,"3","9111213:2450"
91112,"13:24","50","real41",101,2689,"8","9111213:2450"
91112,"13:24","50","real57",102,4091,"4","9111213:2450"
91112,"13:24","50","real70",103,2598,"8","9111213:2450"
91112,"13:24","50","real10",104,8324,"3","9111213:2450"
91112,"13:24","50","confidence",105,1775,"3","9111213:2450"
91112,"13:24","50","real28",106,4198,"5","9111213:2450"
91112,"13:24","50","real27",107,1620,"4","9111213:2450"
91112,"13:24","50","real84",108,4001,"3","9111213:2450"
91112,"13:24","50","real87",109,3862,"9","9111213:2450"
91112,"13:24","50","confidence",110,2242,"9","9111213:2450"
91112,"13:24","50","real2",111,3151,"5","9111213:2450"
91112,"13:24","50","real3",112,2823,"5","9111213:2450"
91112,"13:24","50","real21",113,4716,"7","9111213:2450"
91112,"13:24","50","real23",114,2758,"8","9111213:2450"
91112,"13:24","50","confidence",115,1693,"6","9111213:2450"
91112,"13:24","50","real96",116,5600,"5","9111213:2450"
91112,"13:24","50","real46",117,2575,"10","9111213:2450"
91112,"13:24","50","real47",118,4318,"6","9111213:2450"
91112,"13:24","50","real85",119,2775,"5","9111213:2450"
91112,"13:24","50","confidence",120,2359,"4","9111213:2450"
91112,"13:24","50","followup1",1,26855,"2","9111213:2450"
91112,"13:24","50","followup2",2,29002,"1","9111213:2450"
91212,"14:59","525922929","article",1,13717,"newspaper","9121214:59525922929"
91212,"14:59","525922929","lost",2,9515,"tv show","9121214:59525922929"
91212,"14:59","525922929","old",3,8711,"man","9121214:59525922929"
91212,"14:59","525922929","prac6",1,12177,"5","9121214:59525922929"
91212,"14:59","525922929","prac3",2,3411,"4","9121214:59525922929"
91212,"14:59","525922929","prac1",3,3792,"4","9121214:59525922929"
91212,"14:59","525922929","prac2",4,2391,"9","9121214:59525922929"
91212,"14:59","525922929","prac4",5,2814,"9","9121214:59525922929"
91212,"14:59","525922929","prac8",6,4867,"7","9121214:59525922929"
91212,"14:59","525922929","prac5",7,5711,"4","9121214:59525922929"
91212,"14:59","525922929","prac7",8,1961,"5","9121214:59525922929"
91212,"14:59","525922929","real33",1,5694,"7","9121214:59525922929"
91212,"14:59","525922929","real35",2,6552,"5","9121214:59525922929"
91212,"14:59","525922929","real79",3,1554,"5","9121214:59525922929"
91212,"14:59","525922929","real18",4,3633,"7","9121214:59525922929"
91212,"14:59","525922929","confidence",5,6814,"7","9121214:59525922929"
91212,"14:59","525922929","real24",6,6645,"6","9121214:59525922929"
91212,"14:59","525922929","real54",7,6634,"8","9121214:59525922929"
91212,"14:59","525922929","real48",8,3368,"5","9121214:59525922929"
91212,"14:59","525922929","real6",9,2447,"7","9121214:59525922929"
91212,"14:59","525922929","confidence",10,5355,"7","9121214:59525922929"
91212,"14:59","525922929","real7",11,2372,"9","9121214:59525922929"
91212,"14:59","525922929","real68",12,3059,"7","9121214:59525922929"
91212,"14:59","525922929","real38",13,4671,"6","9121214:59525922929"
91212,"14:59","525922929","real58",14,5659,"7","9121214:59525922929"
91212,"14:59","525922929","confidence",15,4199,"7","9121214:59525922929"
91212,"14:59","525922929","real86",16,4630,"8","9121214:59525922929"
91212,"14:59","525922929","real17",17,2371,"8","9121214:59525922929"
91212,"14:59","525922929","real71",18,2082,"8","9121214:59525922929"
91212,"14:59","525922929","real66",19,1956,"8","9121214:59525922929"
91212,"14:59","525922929","confidence",20,1324,"8","9121214:59525922929"
91212,"14:59","525922929","real19",21,1781,"8","9121214:59525922929"
91212,"14:59","525922929","real67",22,1611,"7","9121214:59525922929"
91212,"14:59","525922929","real32",23,2392,"9","9121214:59525922929"
91212,"14:59","525922929","real43",24,3590,"6","9121214:59525922929"
91212,"14:59","525922929","confidence",25,1941,"6","9121214:59525922929"
91212,"14:59","525922929","real93",26,2444,"8","9121214:59525922929"
91212,"14:59","525922929","real15",27,2289,"5","9121214:59525922929"
91212,"14:59","525922929","real16",28,3539,"6","9121214:59525922929"
91212,"14:59","525922929","real61",29,2077,"9","9121214:59525922929"
91212,"14:59","525922929","confidence",30,2015,"8","9121214:59525922929"
91212,"14:59","525922929","real44",31,3892,"8","9121214:59525922929"
91212,"14:59","525922929","real88",32,2735,"6","9121214:59525922929"
91212,"14:59","525922929","real69",33,1944,"7","9121214:59525922929"
91212,"14:59","525922929","real34",34,3447,"10","9121214:59525922929"
91212,"14:59","525922929","confidence",35,2595,"10","9121214:59525922929"
91212,"14:59","525922929","real13",36,1841,"8","9121214:59525922929"
91212,"14:59","525922929","real56",37,2422,"7","9121214:59525922929"
91212,"14:59","525922929","real80",38,2651,"8","9121214:59525922929"
91212,"14:59","525922929","real36",39,3558,"6","9121214:59525922929"
91212,"14:59","525922929","confidence",40,3087,"5","9121214:59525922929"
91212,"14:59","525922929","real62",41,1665,"7","9121214:59525922929"
91212,"14:59","525922929","real75",42,3348,"8","9121214:59525922929"
91212,"14:59","525922929","real39",43,3236,"8","9121214:59525922929"
91212,"14:59","525922929","real26",44,2841,"6","9121214:59525922929"
91212,"14:59","525922929","confidence",45,2038,"7","9121214:59525922929"
91212,"14:59","525922929","real37",46,5346,"8","9121214:59525922929"
91212,"14:59","525922929","real90",47,1651,"7","9121214:59525922929"
91212,"14:59","525922929","real72",48,2854,"8","9121214:59525922929"
91212,"14:59","525922929","real30",49,1883,"9","9121214:59525922929"
91212,"14:59","525922929","confidence",50,2277,"7","9121214:59525922929"
91212,"14:59","525922929","real77",51,2328,"8","9121214:59525922929"
91212,"14:59","525922929","real59",52,2600,"6","9121214:59525922929"
91212,"14:59","525922929","real73",53,2342,"8","9121214:59525922929"
91212,"14:59","525922929","real89",54,4254,"8","9121214:59525922929"
