date	time	subj	bcode	block	trial	tcode	lat	resp	cor	
110906	12:54	150	practice1	1	1	practice1	18710	8	0	
110906	12:54	150	practice2	1	1	practice2	6453	3	0	
110906	12:54	150	practice3	1	1	practice3	7567	2	0	
110906	12:54	150	expblock1	1	1	1	34212	5	0	
110906	12:54	150	expblock1	1	1	2	14475	1	0	
110906	12:54	150	expblock1	1	1	3	19516	7	0	
110906	12:54	150	expblock1	1	1	4	70109	4	0	
110906	12:54	150	expblock1	1	1	5	27127	3	0	
110906	12:54	150	expblock1	1	1	6	28808	7	0	
110906	12:54	150	expblock1	1	1	7	22513	6	0	
110906	12:54	150	expblock1	1	1	8	45604	1	0	
110906	12:54	150	expblock1	1	1	9	26751	8	0	
110906	12:54	150	expblock1	1	1	10	22181	4	0	
110906	12:54	150	expblock1	1	1	11	26062	5	0	
110906	12:54	150	expblock1	1	1	12	35616	6	0	
110906	12:54	150	expblock1	1	1	13	126781	2	0	
110906	12:54	150	expblock1	1	1	14	34392	1	0	
110906	12:54	150	expblock1	1	1	15	33809	6	0	
110906	12:54	150	expblock1	1	1	16	39270	4	0	
110906	12:54	150	expblock1	1	1	17	36993	6	0	
110906	12:54	150	expblock1	1	1	18	37709	7	0	
110906	12:54	150	expblock1	1	1	19	25399	3	0	
110906	12:54	150	expblock1	1	1	20	91501	8	0	
110906	12:54	150	expblock1	1	1	21	90662	2	0	
110906	12:54	150	expblock1	1	1	22	71351	7	0	
110906	12:54	150	expblock1	1	1	23	79073	3	0	
110906	12:54	150	expblock1	1	1	24	27209	1	0	
110906	12:54	150	expblock1	1	1	25	44297	2	0	
110906	12:54	150	expblock1	1	1	26	85316	5	0	
110906	12:54	150	expblock1	1	1	27	26615	7	0	
110906	12:54	150	expblock1	1	1	28	48761	3	0	
110906	12:54	150	expblock1	1	1	29	61244	7	0	
110906	12:54	150	expblock1	1	1	30	21574	6	0	
110906	12:54	150	expblock1	1	1	31	41142	7	0	
110906	12:54	150	expblock1	1	1	32	85072	0	1	
