date	time	subject	trialcode	trialnum	latency	response
063009	14:45	738	JAPR17	1	38232	8
063009	14:45	738	PR17 emerald	2	13131	jhjhb
063009	14:45	738	JAPR27	3	4197	4
063009	14:45	738	PR27 wheat	4	16432	weat
063009	14:45	738	JAPR07	5	9608	8
063009	14:45	738	PR07 bog	6	7290	xfhtd
063009	14:45	738	JAPR23	7	6669	8
063009	14:45	738	PR23 companion	8	7612	xdyh
063009	14:45	738	JAPR06	9	3245	10
063009	14:45	738	PR06 beast	10	3380	sdhdm
063009	14:45	738	JAPR09	11	4779	8
063009	14:45	738	PR09 album	12	3365	drjncf
063009	14:45	738	JAPR21	13	3708	6
063009	14:45	738	PR21 innocence	14	43392	enter
063009	14:45	738	JAPR01	15	4395	4
063009	14:45	738	PR01 cash	16	5453	xcfnfg 
063009	14:45	738	JAPR11	17	4200	6
063009	14:45	738	PR11 ounce	18	4449	bounce
063009	14:45	738	JAPR25	19	4933	5
063009	14:45	738	PR25 saliva	20	2673	alive
063009	14:45	738	JAPR30	21	2595	8
063009	14:45	738	PR30 maiden	22	6516	sdhbdtg
063009	14:45	738	JAPR03	23	3461	2
063009	14:45	738	PR03 acre	24	4300	active
063009	14:45	738	JAPR13	25	6333	4
063009	14:45	738	PR13 ambition	26	3465	ambition
063009	14:45	738	JAPR04	27	8796	4
063009	14:45	738	PR04 diaper	28	3751	dfnxzd
063009	14:45	738	JAUR53	1	3377	3
063009	14:45	738	UR53 hell	2	3251	hell
063009	14:45	738	JAUR13	3	4110	7
063009	14:45	738	UR13 almanac	4	3218	dfjsd
063009	14:45	738	JAHL07	5	5615	6
063009	14:45	738	HL07 king	6	3143	king
063009	14:45	738	JALH05	7	4279	6
063009	14:45	738	LH05 chain	8	2709	chair
063009	14:45	738	JALH02	9	3750	7
063009	14:45	738	LH02 harm	10	2482	harm
063009	14:45	738	JAUR64	11	3870	7
063009	14:45	738	UR64 fist	12	2460	fist
063009	14:45	738	JAUR32	13	4487	9
063009	14:45	738	UR32 navigator	14	5388	navigator
063009	14:45	738	JALH50	15	5203	8
063009	14:45	738	LH50 measure	16	4188	measure
063009	14:45	738	JALH27	17	2898	6
063009	14:45	738	LH27 condition	18	3511	dgjddh
063009	14:45	738	JAHL17	19	3920	2
